NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
ZNF771,ZNF771,null,null,-0.004821873
RAB5C,RAB5C,null,null,-0.004828559
PLEKHG1,PLEKHG1,null,null,-0.004831217
WWP2,WWP2,null,null,-0.004845912
CSTF2,CSTF2,null,null,-0.004856105
CDK5,CDK5,null,null,-0.004874359
DDX49,DDX49,null,null,-0.004877998
DDRGK1,DDRGK1,null,null,-0.004885394
FKBP2,FKBP2,null,null,-0.004891278
FAM241A,FAM241A,null,null,-0.004900812
POLR3C,POLR3C,null,null,-0.004925551
RAB8B,RAB8B,null,null,-0.004929095
GOLGA3,GOLGA3,null,null,-0.004940777
PFKM,PFKM,null,null,-0.00495038
PPIE,PPIE,null,null,-0.004953128
PFKFB3,PFKFB3,null,null,-0.004970629
TRAF3IP1,TRAF3IP1,null,null,-0.004971208
NOC2L,NOC2L,null,null,-0.004975934
ARRB2,ARRB2,null,null,-0.004989878
MAST4,MAST4,null,null,-0.005022836
AGL,AGL,null,null,-0.005024009
PEBP1,PEBP1,null,null,-0.005028945
SLC44A1,SLC44A1,null,null,-0.005062968
DUS3L,DUS3L,null,null,-0.005104007
AMBRA1,AMBRA1,null,null,-0.005104686
ARMH3,ARMH3,null,null,-0.005129914
IRF8,IRF8,null,null,-0.005167689
CASC4,CASC4,null,null,-0.005203088
DOLK,DOLK,null,null,-0.005208727
SIRT1,SIRT1,null,null,-0.005217868
GTF3C4,GTF3C4,null,null,-0.005234504
TOR1AIP2,TOR1AIP2,null,null,-0.005238554
GLUD1,GLUD1,null,null,-0.005242443
WASHC2A,WASHC2A,null,null,-0.005245557
VPS18,VPS18,null,null,-0.005246092
IMPDH1,IMPDH1,null,null,-0.005255458
PDLIM7,PDLIM7,null,null,-0.005259252
ARHGAP33,ARHGAP33,null,null,-0.005279393
RP9,RP9,null,null,-0.005293562
NUDT15,NUDT15,null,null,-0.005352015
MCUR1,MCUR1,null,null,-0.005359262
CUL4A,CUL4A,null,null,-0.005365159
ZCRB1,ZCRB1,null,null,-0.005365246
EEF1D,EEF1D,null,null,-0.00536545
CCNB1IP1,CCNB1IP1,null,null,-0.00536956
TMEM156,TMEM156,null,null,-0.005371168
CUL3,CUL3,null,null,-0.005381663
NONO,NONO,null,null,-0.005383884
MCFD2,MCFD2,null,null,-0.005415503
CACTIN,CACTIN,null,null,-0.005426795
NCAPD2,NCAPD2,null,null,-0.005427334
POLQ,POLQ,null,null,-0.005479072
FOXRED1,FOXRED1,null,null,-0.005505725
EMC10,EMC10,null,null,-0.005513194
CNDP2,CNDP2,null,null,-0.005533883
GTF3A,GTF3A,null,null,-0.00555442
PPP4C,PPP4C,null,null,-0.005560495
ATAD3A,ATAD3A,null,null,-0.005565695
ING2,ING2,null,null,-0.005580847
RALA,RALA,null,null,-0.005594236
SP4,SP4,null,null,-0.005605105
DIS3L,DIS3L,null,null,-0.005625288
PIP5K1A,PIP5K1A,null,null,-0.00563433
RAB11FIP3,RAB11FIP3,null,null,-0.005636771
SMG9,SMG9,null,null,-0.00564164
USP9Y,USP9Y,null,null,-0.005643647
ZFYVE1,ZFYVE1,null,null,-0.005647203
UBL4A,UBL4A,null,null,-0.005650374
ALDH6A1,ALDH6A1,null,null,-0.00566837
COMMD3,COMMD3,null,null,-0.005689249
PLK4,PLK4,null,null,-0.005698651
MLH3,MLH3,null,null,-0.00570817
GPS1,GPS1,null,null,-0.005716211
ECE2,ECE2,null,null,-0.005737271
MCL1,MCL1,null,null,-0.005783223
XAB2,XAB2,null,null,-0.005793116
CHCHD4,CHCHD4,null,null,-0.005799774
PPP1CA,PPP1CA,null,null,-0.005800991
SRSF4,SRSF4,null,null,-0.005804098
MDM4,MDM4,null,null,-0.005818954
NHEJ1,NHEJ1,null,null,-0.005820191
SRD5A3,SRD5A3,null,null,-0.005833681
ATP2A3,ATP2A3,null,null,-0.005840237
ACOT8,ACOT8,null,null,-0.005843912
ST3GAL3,ST3GAL3,null,null,-0.005853216
ASCC3,ASCC3,null,null,-0.005863926
PMS2,PMS2,null,null,-0.005871834
NAT14,NAT14,null,null,-0.005877717
TTC3,TTC3,null,null,-0.005884167
SAR1A,SAR1A,null,null,-0.005930239
MOK,MOK,null,null,-0.005931313
GTF2H1,GTF2H1,null,null,-0.005943833
GNG5,GNG5,null,null,-0.005961308
POMT1,POMT1,null,null,-0.005970878
LMNB2,LMNB2,null,null,-0.005980573
KAT2A,KAT2A,null,null,-0.005996291
MED12L,MED12L,null,null,-0.006013726
VPS4A,VPS4A,null,null,-0.006019495
LRRC8B,LRRC8B,null,null,-0.006047824
LARS,LARS,null,null,-0.006051427
EFTUD2,EFTUD2,null,null,-0.006074408
EIF4EBP2,EIF4EBP2,null,null,-0.006076063
RABAC1,RABAC1,null,null,-0.006108706
DSTYK,DSTYK,null,null,-0.006138673
ESS2,ESS2,null,null,-0.00613997
ZNF473,ZNF473,null,null,-0.006151298
PSMF1,PSMF1,null,null,-0.006151971
SLC25A4,SLC25A4,null,null,-0.006164582
NCSTN,NCSTN,null,null,-0.006190257
PPP1R8,PPP1R8,null,null,-0.006192058
MECP2,MECP2,null,null,-0.006197208
MYB,MYB,null,null,-0.006197989
SIRT7,SIRT7,null,null,-0.00620357
ARHGAP30,ARHGAP30,null,null,-0.006204418
CCNG1,CCNG1,null,null,-0.006209923
ENDOG,ENDOG,null,null,-0.00621735
IDH3G,IDH3G,null,null,-0.006242899
SGMS1,SGMS1,null,null,-0.006256522
C12orf66,C12orf66,null,null,-0.006261889
PDPR,PDPR,null,null,-0.006288819
NFAT5,NFAT5,null,null,-0.006290638
PITPNA,PITPNA,null,null,-0.006302782
PCID2,PCID2,null,null,-0.006313204
LZIC,LZIC,null,null,-0.006332377
PUS1,PUS1,null,null,-0.00633238
CSNK2A2,CSNK2A2,null,null,-0.006335018
TMED5,TMED5,null,null,-0.006342435
PARN,PARN,null,null,-0.0063715
CCNY,CCNY,null,null,-0.006397447
NDUFC2,NDUFC2,null,null,-0.006402262
RIMS3,RIMS3,null,null,-0.006403602
AGO3,AGO3,null,null,-0.006418226
CDC16,CDC16,null,null,-0.006418508
CPSF6,CPSF6,null,null,-0.006454025
PEX11B,PEX11B,null,null,-0.006467631
RBBP7,RBBP7,null,null,-0.006470836
ZNF787,ZNF787,null,null,-0.006475025
MICAL3,MICAL3,null,null,-0.00647857
COG8,COG8,null,null,-0.006482392
TLR1,TLR1,null,null,-0.006484598
LONP1,LONP1,null,null,-0.0065008
HSPA5,HSPA5,null,null,-0.006505303
ACBD6,ACBD6,null,null,-0.00650874
CIAO1,CIAO1,null,null,-0.006555574
DNAJC10,DNAJC10,null,null,-0.006564006
CPOX,CPOX,null,null,-0.006574845
RRP36,RRP36,null,null,-0.006577655
STK33,STK33,null,null,-0.006615775
MLLT10,MLLT10,null,null,-0.006638101
RFX1,RFX1,null,null,-0.006641191
EMC8,EMC8,null,null,-0.006662108
CFAP298,CFAP298,null,null,-0.006666156
SNAP47,SNAP47,null,null,-0.006682266
ZNF583,ZNF583,null,null,-0.006697444
TRAP1,TRAP1,null,null,-0.006701082
ATXN10,ATXN10,null,null,-0.006724199
SOCS7,SOCS7,null,null,-0.00673371
IGHMBP2,IGHMBP2,null,null,-0.006737246
E2F2,E2F2,null,null,-0.006742578
MYL12B,MYL12B,null,null,-0.006746813
NSF,NSF,null,null,-0.006768831
TUBA4A,TUBA4A,null,null,-0.006770137
R3HDM1,R3HDM1,null,null,-0.006813672
CYB561D2,CYB561D2,null,null,-0.006819394
HNRNPF,HNRNPF,null,null,-0.006838729
TMPO,TMPO,null,null,-0.006841807
PHKB,PHKB,null,null,-0.006843527
ATP11B,ATP11B,null,null,-0.00685148
DENND6B,DENND6B,null,null,-0.006858829
DNAJC13,DNAJC13,null,null,-0.006859174
NNT,NNT,null,null,-0.006866899
WBP11,WBP11,null,null,-0.006868075
CD81,CD81,null,null,-0.006909875
FANCC,FANCC,null,null,-0.006923539
VCPIP1,VCPIP1,null,null,-0.006956015
SRCAP,SRCAP,null,null,-0.006980718
CCNYL1,CCNYL1,null,null,-0.00698262
POLE2,POLE2,null,null,-0.006985121
DEPDC5,DEPDC5,null,null,-0.00700034
METTL26,METTL26,null,null,-0.007001939
C20orf27,C20orf27,null,null,-0.007015105
ZNF275,ZNF275,null,null,-0.007017548
OAZ2,OAZ2,null,null,-0.007033154
NPAS1,NPAS1,null,null,-0.007041601
R3HCC1,R3HCC1,null,null,-0.007048555
TMEM14A,TMEM14A,null,null,-0.00705619
HLA-DQB1,HLA-DQB1,null,null,-0.007057385
ARFIP2,ARFIP2,null,null,-0.007059948
RAB35,RAB35,null,null,-0.007113563
USP7,USP7,null,null,-0.007116858
APBB1IP,APBB1IP,null,null,-0.007120688
UBE4B,UBE4B,null,null,-0.007139248
GGCX,GGCX,null,null,-0.007156257
CTPS1,CTPS1,null,null,-0.007168247
FAM126A,FAM126A,null,null,-0.007181235
ARFGAP1,ARFGAP1,null,null,-0.007181768
KCNN3,KCNN3,null,null,-0.007200677
SPPL3,SPPL3,null,null,-0.007209935
EIF3B,EIF3B,null,null,-0.007217247
ARAF,ARAF,null,null,-0.007221838
INTS5,INTS5,null,null,-0.007228919
TADA2B,TADA2B,null,null,-0.007230509
SLC39A11,SLC39A11,null,null,-0.007241405
ZC3H10,ZC3H10,null,null,-0.007241723
NFKBIB,NFKBIB,null,null,-0.007249132
SSR4,SSR4,null,null,-0.007274487
LIG1,LIG1,null,null,-0.007293595
PHYKPL,PHYKPL,null,null,-0.007299219
PIH1D1,PIH1D1,null,null,-0.007303089
CLPB,CLPB,null,null,-0.007317838
DDX59,DDX59,null,null,-0.007322942
NOCT,NOCT,null,null,-0.007335015
CFAP410,CFAP410,null,null,-0.00734889
NDUFA10,NDUFA10,null,null,-0.007349205
MARK2,MARK2,null,null,-0.007366388
ZNF343,ZNF343,null,null,-0.007381859
MAN1A1,MAN1A1,null,null,-0.007387735
FARS2,FARS2,null,null,-0.00738918
DDIT3,DDIT3,null,null,-0.007395995
AJM1,AJM1,null,null,-0.007415322
KMT5A,KMT5A,null,null,-0.007430639
CLPP,CLPP,null,null,-0.007433717
HDHD5,HDHD5,null,null,-0.007446198
TRAK2,TRAK2,null,null,-0.007450417
POT1,POT1,null,null,-0.007456872
SCN4A,SCN4A,null,null,-0.007463286
CHSY1,CHSY1,null,null,-0.007481412
PPIL1,PPIL1,null,null,-0.007481928
SP2,SP2,null,null,-0.007486569
APIP,APIP,null,null,-0.007492145
UAP1,UAP1,null,null,-0.007510399
RASSF3,RASSF3,null,null,-0.007522097
MSN,MSN,null,null,-0.007527659
UQCRC2,UQCRC2,null,null,-0.007529999
SLC9A6,SLC9A6,null,null,-0.007548613
ITFG1,ITFG1,null,null,-0.007578463
USP30,USP30,null,null,-0.00759478
IMP3,IMP3,null,null,-0.007599449
YTHDC2,YTHDC2,null,null,-0.007600892
ITGB1,ITGB1,null,null,-0.007602572
RNASEH2A,RNASEH2A,null,null,-0.007622541
P2RY10,P2RY10,null,null,-0.007641429
WIPF1,WIPF1,null,null,-0.007654903
GTF2I,GTF2I,null,null,-0.007670679
TLK2,TLK2,null,null,-0.007678509
TRIM24,TRIM24,null,null,-0.007684146
MRPS25,MRPS25,null,null,-0.007698846
SPIDR,SPIDR,null,null,-0.007707481
MAGEF1,MAGEF1,null,null,-0.007713349
POP1,POP1,null,null,-0.007736226
NUP214,NUP214,null,null,-0.007742359
ZNF277,ZNF277,null,null,-0.007807015
NSDHL,NSDHL,null,null,-0.007818011
PRKD2,PRKD2,null,null,-0.00782078
CDK14,CDK14,null,null,-0.007828783
DNAJB12,DNAJB12,null,null,-0.007851119
PSMD9,PSMD9,null,null,-0.007861937
TERF2IP,TERF2IP,null,null,-0.007894475
RPL27A,RPL27A,null,null,-0.007903628
CNOT6L,CNOT6L,null,null,-0.007916224
DUSP12,DUSP12,null,null,-0.007952775
MYO1C,MYO1C,null,null,-0.007968065
TIMM22,TIMM22,null,null,-0.007973474
FBXO31,FBXO31,null,null,-0.00800806
PRKAB1,PRKAB1,null,null,-0.008032435
OGDH,OGDH,null,null,-0.008032951
HIF1A,HIF1A,null,null,-0.008033944
MUL1,MUL1,null,null,-0.008044185
CSNK2B,CSNK2B,null,null,-0.008052767
UBE2G2,UBE2G2,null,null,-0.008060199
LRPPRC,LRPPRC,null,null,-0.008060254
BAP1,BAP1,null,null,-0.008062471
CENPT,CENPT,null,null,-0.008066012
KMT2D,KMT2D,null,null,-0.008094157
HGSNAT,HGSNAT,null,null,-0.008110347
LCMT1,LCMT1,null,null,-0.008119775
STK35,STK35,null,null,-0.008140354
FAAP20,FAAP20,null,null,-0.008144166
MFSD1,MFSD1,null,null,-0.008171017
RPL26L1,RPL26L1,null,null,-0.00817203
GSTCD,GSTCD,null,null,-0.008175542
ATP6V0E2,ATP6V0E2,null,null,-0.008198766
MSH3,MSH3,null,null,-0.008232429
HDGF,HDGF,null,null,-0.008234907
PSMB9,PSMB9,null,null,-0.008242963
PQBP1,PQBP1,null,null,-0.008248622
ABI2,ABI2,null,null,-0.008305648
AGTPBP1,AGTPBP1,null,null,-0.00832886
PLEKHJ1,PLEKHJ1,null,null,-0.008341918
SLC35E3,SLC35E3,null,null,-0.008348475
ASPSCR1,ASPSCR1,null,null,-0.008351453
WASF2,WASF2,null,null,-0.008351967
GNL1,GNL1,null,null,-0.008360462
AURKA,AURKA,null,null,-0.008364264
SPG21,SPG21,null,null,-0.008365341
PDXK,PDXK,null,null,-0.008377244
TRIOBP,TRIOBP,null,null,-0.008385251
RAB5A,RAB5A,null,null,-0.008407927
TBRG4,TBRG4,null,null,-0.008413832
C7orf26,C7orf26,null,null,-0.008438415
PLEKHM1,PLEKHM1,null,null,-0.00843911
DCP1B,DCP1B,null,null,-0.008447005
RELA,RELA,null,null,-0.008460915
BRMS1,BRMS1,null,null,-0.008482348
BACH2,BACH2,null,null,-0.008487139
PGAP2,PGAP2,null,null,-0.008495521
ECE1,ECE1,null,null,-0.008499661
CLTA,CLTA,null,null,-0.008503449
CYTH2,CYTH2,null,null,-0.008507304
DOK1,DOK1,null,null,-0.008518789
NR3C1,NR3C1,null,null,-0.008548318
COPG2,COPG2,null,null,-0.00857679
COP1,COP1,null,null,-0.00858823
ARMC10,ARMC10,null,null,-0.008609243
ZC3H18,ZC3H18,null,null,-0.00862599
HLTF,HLTF,null,null,-0.008645323
PIK3CA,PIK3CA,null,null,-0.008652716
POM121C,POM121C,null,null,-0.00869218
TRIM37,TRIM37,null,null,-0.008724185
ADSL,ADSL,null,null,-0.008730182
EAF1,EAF1,null,null,-0.008756396
MSL1,MSL1,null,null,-0.008772302
RHBDD1,RHBDD1,null,null,-0.00879149
ZNF236,ZNF236,null,null,-0.008795009
DCAF11,DCAF11,null,null,-0.008796531
C1orf122,C1orf122,null,null,-0.008845474
SET,SET,null,null,-0.008869651
DMXL1,DMXL1,null,null,-0.008871969
PGS1,PGS1,null,null,-0.008883311
DPY19L1,DPY19L1,null,null,-0.008894741
MKNK1,MKNK1,null,null,-0.00890838
POLG,POLG,null,null,-0.008922654
KDM3A,KDM3A,null,null,-0.008959774
EIF3F,EIF3F,null,null,-0.00896167
KLF15,KLF15,null,null,-0.009013489
RPL7A,RPL7A,null,null,-0.009039246
RASSF5,RASSF5,null,null,-0.009075877
RNF139,RNF139,null,null,-0.009080133
RAB7A,RAB7A,null,null,-0.009094888
RNF31,RNF31,null,null,-0.009103413
BRWD3,BRWD3,null,null,-0.009113537
PFKL,PFKL,null,null,-0.009116825
CYTIP,CYTIP,null,null,-0.009124428
EPRS,EPRS,null,null,-0.009128825
GPS2,GPS2,null,null,-0.009160643
PEPD,PEPD,null,null,-0.009164448
AP1G2,AP1G2,null,null,-0.009174665
NT5DC2,NT5DC2,null,null,-0.009175601
B4GALT3,B4GALT3,null,null,-0.0091764
SS18L1,SS18L1,null,null,-0.009197273
PTEN,PTEN,null,null,-0.009218705
ZFYVE16,ZFYVE16,null,null,-0.009226074
ARID1B,ARID1B,null,null,-0.009226892
C11orf80,C11orf80,null,null,-0.009236977
BLK,BLK,null,null,-0.009246173
TMEM97,TMEM97,null,null,-0.009247847
ELL3,ELL3,null,null,-0.009260423
SMG1,SMG1,null,null,-0.009286368
CENPJ,CENPJ,null,null,-0.009287634
EPS8L2,EPS8L2,null,null,-0.009291456
ALDH9A1,ALDH9A1,null,null,-0.009306093
NSD3,NSD3,null,null,-0.0093065
AP4B1,AP4B1,null,null,-0.009310407
GIGYF2,GIGYF2,null,null,-0.009344539
EIF2S2,EIF2S2,null,null,-0.009390953
CIITA,CIITA,null,null,-0.009398836
EIF2S3,EIF2S3,null,null,-0.009402883
CREB3L4,CREB3L4,null,null,-0.009406663
PRRT3,PRRT3,null,null,-0.009407519
NUP58,NUP58,null,null,-0.009409966
NUP160,NUP160,null,null,-0.009413903
CCDC97,CCDC97,null,null,-0.009414034
ZNF688,ZNF688,null,null,-0.009416122
FASTK,FASTK,null,null,-0.009422055
APOL2,APOL2,null,null,-0.009436985
RAD52,RAD52,null,null,-0.009446388
ZC3H7B,ZC3H7B,null,null,-0.009462047
MPI,MPI,null,null,-0.009480202
AC008755.1,AC008755.1,null,null,-0.00949172
E2F5,E2F5,null,null,-0.009491843
TSC22D1,TSC22D1,null,null,-0.00949274
CALR,CALR,null,null,-0.009496041
ADAR,ADAR,null,null,-0.00949775
STXBP2,STXBP2,null,null,-0.009498797
NOP9,NOP9,null,null,-0.009513288
THG1L,THG1L,null,null,-0.00954807
ASXL1,ASXL1,null,null,-0.009560172
GMPR2,GMPR2,null,null,-0.009574337
WDR62,WDR62,null,null,-0.009584632
LRRC24,LRRC24,null,null,-0.009586736
GABPA,GABPA,null,null,-0.009600223
ATP2C1,ATP2C1,null,null,-0.00963652
CEP89,CEP89,null,null,-0.009649746
VPS8,VPS8,null,null,-0.009667864
YBX3,YBX3,null,null,-0.009694091
LHFPL6,LHFPL6,null,null,-0.009720657
VWA8,VWA8,null,null,-0.009772568
NOP53,NOP53,null,null,-0.009827825
NPTN,NPTN,null,null,-0.009829517
URB1,URB1,null,null,-0.009838457
APH1A,APH1A,null,null,-0.009839051
MAZ,MAZ,null,null,-0.009845279
CACUL1,CACUL1,null,null,-0.009861966
SYMPK,SYMPK,null,null,-0.009862309
PDHA1,PDHA1,null,null,-0.009863976
HDAC3,HDAC3,null,null,-0.009873856
ACOX1,ACOX1,null,null,-0.009875849
BRAP,BRAP,null,null,-0.009880666
SPATA2,SPATA2,null,null,-0.009911155
ANKLE2,ANKLE2,null,null,-0.00991575
SVBP,SVBP,null,null,-0.009926124
TCOF1,TCOF1,null,null,-0.009947176
SIK3,SIK3,null,null,-0.009982539
NAXD,NAXD,null,null,-0.0100068
NTPCR,NTPCR,null,null,-0.010008816
SGSM3,SGSM3,null,null,-0.010024804
RNF167,RNF167,null,null,-0.010031296
RNF4,RNF4,null,null,-0.010090967
CNTROB,CNTROB,null,null,-0.010098247
SSNA1,SSNA1,null,null,-0.01011295
ANKRD46,ANKRD46,null,null,-0.010113544
ZW10,ZW10,null,null,-0.010131466
IDS,IDS,null,null,-0.010134323
PMS1,PMS1,null,null,-0.010165633
NIPA1,NIPA1,null,null,-0.01016923
ARHGAP12,ARHGAP12,null,null,-0.010171837
YWHAG,YWHAG,null,null,-0.010224397
PDSS2,PDSS2,null,null,-0.010226922
PSMD5,PSMD5,null,null,-0.010254465
CEP72,CEP72,null,null,-0.010264188
RNASEH2B,RNASEH2B,null,null,-0.010276923
BACH1,BACH1,null,null,-0.010283435
SNRNP70,SNRNP70,null,null,-0.010284142
SDR39U1,SDR39U1,null,null,-0.01028993
ZFAT,ZFAT,null,null,-0.010290808
VTA1,VTA1,null,null,-0.010303242
ZNF385B,ZNF385B,null,null,-0.010311381
UBE2E3,UBE2E3,null,null,-0.010332082
TUFM,TUFM,null,null,-0.01036003
MTA2,MTA2,null,null,-0.010370752
RASA1,RASA1,null,null,-0.010376011
SAMM50,SAMM50,null,null,-0.010382141
POLE,POLE,null,null,-0.01041683
AHCY,AHCY,null,null,-0.010445434
MCM5,MCM5,null,null,-0.010455326
RPRD1A,RPRD1A,null,null,-0.010458801
TBCE,TBCE,null,null,-0.010466143
MAPKAP1,MAPKAP1,null,null,-0.010467225
LY6E,LY6E,null,null,-0.010469596
HDLBP,HDLBP,null,null,-0.010484788
CHD8,CHD8,null,null,-0.010489086
IARS,IARS,null,null,-0.010492401
PARD6A,PARD6A,null,null,-0.010494912
ZNFX1,ZNFX1,null,null,-0.010507431
PSME1,PSME1,null,null,-0.010516016
MYC,MYC,null,null,-0.010518541
TSG101,TSG101,null,null,-0.01051917
HLA-A,HLA-A,null,null,-0.010524252
POLR1A,POLR1A,null,null,-0.010525403
TFDP1,TFDP1,null,null,-0.010527772
GSE1,GSE1,null,null,-0.010542664
RBM17,RBM17,null,null,-0.010561936
PDIA4,PDIA4,null,null,-0.010563886
SP100,SP100,null,null,-0.010573559
PPP1R13B,PPP1R13B,null,null,-0.010675717
EIF4G1,EIF4G1,null,null,-0.010682494
CCT3,CCT3,null,null,-0.010682589
TTF2,TTF2,null,null,-0.010714353
CENPB,CENPB,null,null,-0.010715905
DHX38,DHX38,null,null,-0.010717407
RETSAT,RETSAT,null,null,-0.010717428
KLHL23,KLHL23,null,null,-0.010737164
HLA-DRB1,HLA-DRB1,null,null,-0.010738444
PNISR,PNISR,null,null,-0.010741373
HMCES,HMCES,null,null,-0.010749063
DHX37,DHX37,null,null,-0.010751887
ZNF398,ZNF398,null,null,-0.010756679
IQGAP1,IQGAP1,null,null,-0.01076493
ALOX5,ALOX5,null,null,-0.01076733
E2F1,E2F1,null,null,-0.010795271
SYNRG,SYNRG,null,null,-0.010799686
RBM28,RBM28,null,null,-0.010803124
C19orf48,C19orf48,null,null,-0.010804424
DDX19B,DDX19B,null,null,-0.010807624
NCOA5,NCOA5,null,null,-0.010810891
SLC7A6OS,SLC7A6OS,null,null,-0.010821969
UBE2R2,UBE2R2,null,null,-0.010831233
FAM168B,FAM168B,null,null,-0.010832462
TMEM177,TMEM177,null,null,-0.010834389
BID,BID,null,null,-0.01083935
NKAP,NKAP,null,null,-0.010844483
DNASE1,DNASE1,null,null,-0.01085028
EIF3D,EIF3D,null,null,-0.010853634
MRPS34,MRPS34,null,null,-0.010857786
TMEM60,TMEM60,null,null,-0.010882614
PDXP,PDXP,null,null,-0.010884853
ABL1,ABL1,null,null,-0.010920766
EXOSC10,EXOSC10,null,null,-0.01092315
PHF8,PHF8,null,null,-0.010941857
C2orf49,C2orf49,null,null,-0.010951103
PPT1,PPT1,null,null,-0.010960729
KEAP1,KEAP1,null,null,-0.010965271
SHPK,SHPK,null,null,-0.01099159
AGFG2,AGFG2,null,null,-0.011001546
NUDCD1,NUDCD1,null,null,-0.011027036
MAPK9,MAPK9,null,null,-0.011030666
GNE,GNE,null,null,-0.011047192
TMEM222,TMEM222,null,null,-0.011065532
SOX12,SOX12,null,null,-0.011085538
YARS,YARS,null,null,-0.011092769
SLC12A2,SLC12A2,null,null,-0.011112616
WDR26,WDR26,null,null,-0.011117403
PAN2,PAN2,null,null,-0.011117651
CRK,CRK,null,null,-0.011144002
USP11,USP11,null,null,-0.011150162
CRACR2A,CRACR2A,null,null,-0.011154342
SUPT20H,SUPT20H,null,null,-0.011184316
FKBP15,FKBP15,null,null,-0.011199468
KDM1A,KDM1A,null,null,-0.011202494
GCSAM,GCSAM,null,null,-0.011231779
MAP3K2,MAP3K2,null,null,-0.01125121
KCNJ11,KCNJ11,null,null,-0.011258189
NGLY1,NGLY1,null,null,-0.011262553
CNN2,CNN2,null,null,-0.011265242
NDRG3,NDRG3,null,null,-0.011267966
UBR5,UBR5,null,null,-0.011270792
VPS13C,VPS13C,null,null,-0.011273476
MPV17L2,MPV17L2,null,null,-0.01128456
GAPVD1,GAPVD1,null,null,-0.011302897
SLBP,SLBP,null,null,-0.011311749
SLC7A5,SLC7A5,null,null,-0.011316756
C6orf136,C6orf136,null,null,-0.011324142
FAM76A,FAM76A,null,null,-0.011325497
PGM1,PGM1,null,null,-0.011337516
KATNAL1,KATNAL1,null,null,-0.011338085
GNAI2,GNAI2,null,null,-0.011338174
CCDC25,CCDC25,null,null,-0.011373092
FPGS,FPGS,null,null,-0.01137859
STX4,STX4,null,null,-0.011404408
GOLGB1,GOLGB1,null,null,-0.011405997
RAP2A,RAP2A,null,null,-0.011407143
HEATR5B,HEATR5B,null,null,-0.011413656
TCF25,TCF25,null,null,-0.011439121
CASP7,CASP7,null,null,-0.011439768
RESF1,RESF1,null,null,-0.011449062
NOC4L,NOC4L,null,null,-0.011461156
SHMT2,SHMT2,null,null,-0.011473456
SPCS3,SPCS3,null,null,-0.011488914
MLST8,MLST8,null,null,-0.01150763
OCIAD2,OCIAD2,null,null,-0.01150928
TUBGCP2,TUBGCP2,null,null,-0.011523162
ZDHHC16,ZDHHC16,null,null,-0.011528906
PDCD6IP,PDCD6IP,null,null,-0.011532149
PBRM1,PBRM1,null,null,-0.011539931
SP1,SP1,null,null,-0.011552609
TIMM50,TIMM50,null,null,-0.011564721
RAB29,RAB29,null,null,-0.011568659
AC129492.1,AC129492.1,null,null,-0.011577304
ZBTB39,ZBTB39,null,null,-0.011582253
CDC42SE2,CDC42SE2,null,null,-0.011592461
MDH2,MDH2,null,null,-0.011593724
NELFB,NELFB,null,null,-0.011610767
DDX54,DDX54,null,null,-0.011613909
XPC,XPC,null,null,-0.011630626
FADD,FADD,null,null,-0.011637559
PRCP,PRCP,null,null,-0.011646474
TFDP2,TFDP2,null,null,-0.011657669
MAP2K1,MAP2K1,null,null,-0.011684089
ATRIP,ATRIP,null,null,-0.011703915
DNAJC25,DNAJC25,null,null,-0.011705301
PDCD2,PDCD2,null,null,-0.011710251
VPS29,VPS29,null,null,-0.011711376
FBXO22,FBXO22,null,null,-0.011733661
GMEB2,GMEB2,null,null,-0.011736133
PTGES2,PTGES2,null,null,-0.011736985
PLCG1,PLCG1,null,null,-0.011745593
KLHL12,KLHL12,null,null,-0.011750977
SLAIN1,SLAIN1,null,null,-0.011780192
RAD54L,RAD54L,null,null,-0.01180452
NFKB1,NFKB1,null,null,-0.011807888
PGD,PGD,null,null,-0.011821003
CUX1,CUX1,null,null,-0.011837732
CXXC5,CXXC5,null,null,-0.011847373
ATPAF1,ATPAF1,null,null,-0.011865682
MBD6,MBD6,null,null,-0.011881659
AKR1B1,AKR1B1,null,null,-0.011891344
DNAJC14,DNAJC14,null,null,-0.011909057
RBM42,RBM42,null,null,-0.011912585
SGPL1,SGPL1,null,null,-0.011913014
WDR13,WDR13,null,null,-0.011915826
ZBTB14,ZBTB14,null,null,-0.011916677
NPLOC4,NPLOC4,null,null,-0.011920136
POLRMT,POLRMT,null,null,-0.011920182
ATMIN,ATMIN,null,null,-0.011928852
TANGO2,TANGO2,null,null,-0.011936707
ELK1,ELK1,null,null,-0.011957786
EIF3K,EIF3K,null,null,-0.011959849
MBNL2,MBNL2,null,null,-0.011972925
TEX2,TEX2,null,null,-0.011982854
ATF6B,ATF6B,null,null,-0.011986791
UCHL3,UCHL3,null,null,-0.011991289
ST14,ST14,null,null,-0.011995138
MSANTD3,MSANTD3,null,null,-0.012000735
IFT46,IFT46,null,null,-0.01206107
RMND5A,RMND5A,null,null,-0.012070234
PEMT,PEMT,null,null,-0.012090066
GNAS,GNAS,null,null,-0.012103325
CEP120,CEP120,null,null,-0.012121235
PLEC,PLEC,null,null,-0.012128773
ATP7A,ATP7A,null,null,-0.012138306
CD53,CD53,null,null,-0.012139502
VPS36,VPS36,null,null,-0.012156216
PDCD11,PDCD11,null,null,-0.012189127
TMEM205,TMEM205,null,null,-0.012216751
MAPK7,MAPK7,null,null,-0.012219738
