NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
SRP14,SRP14,null,null,0.004353688
ZNF329,ZNF329,null,null,0.004332021
MGAT1,MGAT1,null,null,0.004266604
TP53BP1,TP53BP1,null,null,0.004257064
PABPN1,PABPN1,null,null,0.004249881
MIS12,MIS12,null,null,0.004233681
MAGOH,MAGOH,null,null,0.004232582
PPP2R1B,PPP2R1B,null,null,0.004228277
UNC119,UNC119,null,null,0.004217509
PIGX,PIGX,null,null,0.004194388
SAMHD1,SAMHD1,null,null,0.004187144
SDF4,SDF4,null,null,0.004176872
FIGNL1,FIGNL1,null,null,0.004174312
ELF1,ELF1,null,null,0.004166192
FTL,FTL,null,null,0.004165871
NDUFS8,NDUFS8,null,null,0.004141536
TAF8,TAF8,null,null,0.004130357
UBE2O,UBE2O,null,null,0.004129356
RPUSD3,RPUSD3,null,null,0.004125396
RPP38,RPP38,null,null,0.004122431
ODR4,ODR4,null,null,0.004093455
ARHGAP31,ARHGAP31,null,null,0.004092476
PES1,PES1,null,null,0.00408813
FAM98B,FAM98B,null,null,0.004087446
CRK,CRK,null,null,0.004073818
BCL2L2-PABPN1,BCL2L2-PABPN1,null,null,0.004064761
TBC1D1,TBC1D1,null,null,0.004063297
IPP,IPP,null,null,0.004061099
PCNX3,PCNX3,null,null,0.004055399
TMEM189,TMEM189,null,null,0.004052088
ZGRF1,ZGRF1,null,null,0.004031989
CFDP1,CFDP1,null,null,0.004013269
JADE1,JADE1,null,null,0.003979733
NUBP1,NUBP1,null,null,0.003955418
GABPB1,GABPB1,null,null,0.003953422
UQCRC1,UQCRC1,null,null,0.003952773
MARK4,MARK4,null,null,0.003936713
CDC5L,CDC5L,null,null,0.003929898
PSMD8,PSMD8,null,null,0.003922958
SURF1,SURF1,null,null,0.003921497
MON1B,MON1B,null,null,0.003909152
PFKL,PFKL,null,null,0.003908218
ABHD6,ABHD6,null,null,0.003908069
SDF2,SDF2,null,null,0.003904685
PIAS2,PIAS2,null,null,0.003901354
YTHDF2,YTHDF2,null,null,0.003898565
ATP5F1B,ATP5F1B,null,null,0.003886699
COBLL1,COBLL1,null,null,0.003886596
ZC3H15,ZC3H15,null,null,0.003874627
ZSCAN29,ZSCAN29,null,null,0.003844781
MRTFA,MRTFA,null,null,0.003830638
DYNC1LI1,DYNC1LI1,null,null,0.003812789
LMBRD1,LMBRD1,null,null,0.003757627
ATG16L2,ATG16L2,null,null,0.003732195
RNF187,RNF187,null,null,0.003728242
TXNDC11,TXNDC11,null,null,0.003712957
NAP1L1,NAP1L1,null,null,0.003708514
BORCS6,BORCS6,null,null,0.003700294
CPVL,CPVL,null,null,0.003693797
C12orf45,C12orf45,null,null,0.003654596
ABI1,ABI1,null,null,0.003646903
WDR46,WDR46,null,null,0.003618487
R3HDM1,R3HDM1,null,null,0.003594148
UTP25,UTP25,null,null,0.003585149
CBR1,CBR1,null,null,0.003559763
MAP4,MAP4,null,null,0.003556017
PIK3C3,PIK3C3,null,null,0.003552999
NOP56,NOP56,null,null,0.003549861
SENP3,SENP3,null,null,0.003533099
CNP,CNP,null,null,0.003526185
ALDH16A1,ALDH16A1,null,null,0.003503665
USP15,USP15,null,null,0.003475632
PRKAR1B,PRKAR1B,null,null,0.003464422
CDKN2AIPNL,CDKN2AIPNL,null,null,0.003436545
PRKAR2B,PRKAR2B,null,null,0.003399834
GPCPD1,GPCPD1,null,null,0.003394194
TDG,TDG,null,null,0.00339051
DPH1,DPH1,null,null,0.003363015
MYO1E,MYO1E,null,null,0.003353935
RELA,RELA,null,null,0.00334463
SRSF8,SRSF8,null,null,0.00333715
HK2,HK2,null,null,0.003329343
COPZ1,COPZ1,null,null,0.00329803
ATG4B,ATG4B,null,null,0.003285216
ERCC8,ERCC8,null,null,0.003269231
STX7,STX7,null,null,0.003263086
VCL,VCL,null,null,0.003254442
MAU2,MAU2,null,null,0.003251501
SETDB1,SETDB1,null,null,0.00324832
ZKSCAN1,ZKSCAN1,null,null,0.003241341
PTPA,PTPA,null,null,0.003233805
CHMP1A,CHMP1A,null,null,0.00321745
IQSEC1,IQSEC1,null,null,0.003217312
MRPS11,MRPS11,null,null,0.003206562
ACTR10,ACTR10,null,null,0.003200816
SDHAF2,SDHAF2,null,null,0.003199575
DCAF15,DCAF15,null,null,0.003195104
SRSF6,SRSF6,null,null,0.003185622
CDK12,CDK12,null,null,0.003184177
HMOX2,HMOX2,null,null,0.00318098
DAPP1,DAPP1,null,null,0.00316286
LAMTOR2,LAMTOR2,null,null,0.003144169
AP5S1,AP5S1,null,null,0.003137028
ZNF282,ZNF282,null,null,0.003127993
ORC4,ORC4,null,null,0.003091506
SENP7,SENP7,null,null,0.00308481
MDN1,MDN1,null,null,0.003065697
TPST2,TPST2,null,null,0.00306206
HMGXB4,HMGXB4,null,null,0.003054678
EIF3L,EIF3L,null,null,0.003050577
BDP1,BDP1,null,null,0.003017084
BAP1,BAP1,null,null,0.003003029
NELFCD,NELFCD,null,null,0.002996126
ZNF562,ZNF562,null,null,0.002983475
CNOT10,CNOT10,null,null,0.002980893
SLF1,SLF1,null,null,0.002977214
FANCC,FANCC,null,null,0.002965995
CLSTN1,CLSTN1,null,null,0.002955954
MYDGF,MYDGF,null,null,0.002954712
HCLS1,HCLS1,null,null,0.002943378
MYO19,MYO19,null,null,0.002938966
USP38,USP38,null,null,0.002937657
PRPF18,PRPF18,null,null,0.002921175
CHD4,CHD4,null,null,0.002891021
TBC1D7,TBC1D7,null,null,0.002887616
GUSB,GUSB,null,null,0.002843806
SEC24C,SEC24C,null,null,0.002819205
TTC14,TTC14,null,null,0.002789708
ADPRM,ADPRM,null,null,0.002788897
SCAF8,SCAF8,null,null,0.002783947
RPS2,RPS2,null,null,0.002750338
GCA,GCA,null,null,0.002707569
MRPS26,MRPS26,null,null,0.002698639
CYB561D2,CYB561D2,null,null,0.002695959
TMEM86B,TMEM86B,null,null,0.002693511
TDP2,TDP2,null,null,0.002672193
DCPS,DCPS,null,null,0.002663952
CEP57,CEP57,null,null,0.002645599
SLC25A40,SLC25A40,null,null,0.002584762
ATRX,ATRX,null,null,0.002570559
PIM1,PIM1,null,null,0.002567282
NFATC2,NFATC2,null,null,0.002562198
HECTD1,HECTD1,null,null,0.002537683
EEF1AKMT4,EEF1AKMT4,null,null,0.002495612
TBC1D25,TBC1D25,null,null,0.002491605
PURA,PURA,null,null,0.00248932
OXSR1,OXSR1,null,null,0.002483839
CSNK1G1,CSNK1G1,null,null,0.002456361
DDX6,DDX6,null,null,0.002432084
ALKBH7,ALKBH7,null,null,0.002399492
RIPK2,RIPK2,null,null,0.002398069
PM20D2,PM20D2,null,null,0.002392073
ABCE1,ABCE1,null,null,0.002367592
SLC33A1,SLC33A1,null,null,0.00235862
AKIRIN2,AKIRIN2,null,null,0.00233234
SSNA1,SSNA1,null,null,0.002326417
POLR2H,POLR2H,null,null,0.00231346
TIMM29,TIMM29,null,null,0.002299968
IL10RA,IL10RA,null,null,0.002290911
UBL4A,UBL4A,null,null,0.002260946
DMAC2,DMAC2,null,null,0.002258309
AVEN,AVEN,null,null,0.002234714
BICRA,BICRA,null,null,0.002212986
COMMD2,COMMD2,null,null,0.002209015
CSDE1,CSDE1,null,null,0.002195042
NFKBIZ,NFKBIZ,null,null,0.00217116
THOC5,THOC5,null,null,0.002169816
Sep-09,Sep-09,null,null,0.002164584
NDUFA12,NDUFA12,null,null,0.0021432
METAP2,METAP2,null,null,0.002122513
IGSF8,IGSF8,null,null,0.002110924
RTL10,RTL10,null,null,0.002068128
NUB1,NUB1,null,null,0.002062623
MED15,MED15,null,null,0.002050762
ASCC2,ASCC2,null,null,0.002032041
GOLGA3,GOLGA3,null,null,0.002031269
HOXC4,HOXC4,null,null,0.002010175
HLCS,HLCS,null,null,0.001999841
ZBTB33,ZBTB33,null,null,0.001988309
RAPGEF6,RAPGEF6,null,null,0.001986516
ZBTB14,ZBTB14,null,null,0.001972138
SLC25A24,SLC25A24,null,null,0.001958524
HDAC7,HDAC7,null,null,0.001948183
PIEZO1,PIEZO1,null,null,0.001931457
PI4K2B,PI4K2B,null,null,0.001908824
IFRD2,IFRD2,null,null,0.001898028
ANKS1A,ANKS1A,null,null,0.001889875
PRPF4B,PRPF4B,null,null,0.001870899
GABARAP,GABARAP,null,null,0.001857239
METTL16,METTL16,null,null,0.001833992
FIS1,FIS1,null,null,0.001827565
KRTCAP2,KRTCAP2,null,null,0.001757528
QARS,QARS,null,null,0.001754993
GOLM1,GOLM1,null,null,0.001747742
TEDC2,TEDC2,null,null,0.001742297
RBCK1,RBCK1,null,null,0.001726815
PAK2,PAK2,null,null,0.001723677
CUL4A,CUL4A,null,null,0.00172048
RAD1,RAD1,null,null,0.001697057
C1orf131,C1orf131,null,null,0.001675279
PAIP2,PAIP2,null,null,0.001627597
FNBP4,FNBP4,null,null,0.001627019
SPPL2A,SPPL2A,null,null,0.001626593
PHKA2,PHKA2,null,null,0.001618106
DNAJC10,DNAJC10,null,null,0.001599276
TMEM70,TMEM70,null,null,0.001594115
MTA2,MTA2,null,null,0.001581876
MAP1A,MAP1A,null,null,0.001581201
ZC3H14,ZC3H14,null,null,0.001579821
GRAMD4,GRAMD4,null,null,0.00157941
SCO1,SCO1,null,null,0.001543221
COPE,COPE,null,null,0.001517524
TIPIN,TIPIN,null,null,0.001512381
TMEM115,TMEM115,null,null,0.001511187
CCDC25,CCDC25,null,null,0.001485238
DHX57,DHX57,null,null,0.001469291
ALG12,ALG12,null,null,0.001460768
IKZF1,IKZF1,null,null,0.001450496
EEF1E1,EEF1E1,null,null,0.001439962
EEPD1,EEPD1,null,null,0.00142746
MOSPD2,MOSPD2,null,null,0.001402566
TPR,TPR,null,null,0.001396512
SNX3,SNX3,null,null,0.001380364
BLZF1,BLZF1,null,null,0.001351747
HTATSF1,HTATSF1,null,null,0.001339826
ZNF609,ZNF609,null,null,0.001313945
EIF3F,EIF3F,null,null,0.001296836
TCTEX1D2,TCTEX1D2,null,null,0.001269621
YWHAE,YWHAE,null,null,0.001244296
EDC4,EDC4,null,null,0.001234562
CUL2,CUL2,null,null,0.001184759
ALKBH5,ALKBH5,null,null,0.001181303
IFNGR2,IFNGR2,null,null,0.001169126
LONP2,LONP2,null,null,0.001161808
PKN1,PKN1,null,null,0.001159486
TAF2,TAF2,null,null,0.001131503
DSCC1,DSCC1,null,null,0.001123813
KLHDC2,KLHDC2,null,null,0.001077827
CCDC137,CCDC137,null,null,0.001074191
MDC1,MDC1,null,null,0.001072974
ANAPC16,ANAPC16,null,null,0.001061847
ZNF468,ZNF468,null,null,0.00102683
NDOR1,NDOR1,null,null,0.001017691
GNL2,GNL2,null,null,0.001015918
HELZ2,HELZ2,null,null,0.001014866
ZC3H12D,ZC3H12D,null,null,9.63E-04
OTUB1,OTUB1,null,null,8.98E-04
RPS9,RPS9,null,null,8.45E-04
HMGCR,HMGCR,null,null,8.28E-04
MTG1,MTG1,null,null,8.19E-04
RAD54L2,RAD54L2,null,null,8.18E-04
RC3H2,RC3H2,null,null,8.09E-04
ZNF655,ZNF655,null,null,7.89E-04
TMEM209,TMEM209,null,null,7.83E-04
NUP54,NUP54,null,null,7.69E-04
RALGPS1,RALGPS1,null,null,7.61E-04
MED31,MED31,null,null,7.54E-04
PHB2,PHB2,null,null,7.52E-04
DNAJC30,DNAJC30,null,null,7.36E-04
SLC35A2,SLC35A2,null,null,7.35E-04
TUT1,TUT1,null,null,7.26E-04
MMS19,MMS19,null,null,7.25E-04
PDCD4,PDCD4,null,null,7.23E-04
PEX6,PEX6,null,null,7.12E-04
SMYD3,SMYD3,null,null,7.07E-04
ARIH2,ARIH2,null,null,7.07E-04
COX11,COX11,null,null,7.00E-04
SMAD5,SMAD5,null,null,6.85E-04
NAA20,NAA20,null,null,6.72E-04
MRPL10,MRPL10,null,null,6.04E-04
SHARPIN,SHARPIN,null,null,6.02E-04
ZNF76,ZNF76,null,null,5.98E-04
PPP3CC,PPP3CC,null,null,5.63E-04
NAMPT,NAMPT,null,null,5.51E-04
CD48,CD48,null,null,5.21E-04
HDLBP,HDLBP,null,null,4.73E-04
CLEC16A,CLEC16A,null,null,4.68E-04
ZNF586,ZNF586,null,null,4.62E-04
ZBTB40,ZBTB40,null,null,4.31E-04
HERC3,HERC3,null,null,4.23E-04
NEDD8,NEDD8,null,null,4.06E-04
CDKN3,CDKN3,null,null,3.88E-04
QSER1,QSER1,null,null,3.45E-04
SPATA20,SPATA20,null,null,3.43E-04
PTPN4,PTPN4,null,null,2.83E-04
VKORC1L1,VKORC1L1,null,null,2.79E-04
DOCK10,DOCK10,null,null,2.76E-04
KLHL7,KLHL7,null,null,2.75E-04
ZNF420,ZNF420,null,null,2.72E-04
FLAD1,FLAD1,null,null,2.64E-04
ATP5F1C,ATP5F1C,null,null,2.46E-04
GTF2F2,GTF2F2,null,null,2.19E-04
PYGB,PYGB,null,null,2.19E-04
ALG1,ALG1,null,null,1.93E-04
MRPS27,MRPS27,null,null,1.91E-04
MED7,MED7,null,null,1.84E-04
ESCO2,ESCO2,null,null,1.60E-04
LBHD1,LBHD1,null,null,1.60E-04
RPS16,RPS16,null,null,1.11E-04
PEX13,PEX13,null,null,6.02E-05
SCFD1,SCFD1,null,null,4.11E-05
MCTS1,MCTS1,null,null,3.16E-05
PARP8,PARP8,null,null,2.83E-05
ARID4A,ARID4A,null,null,7.79E-06
C8orf82,C8orf82,null,null,6.08E-06
PSMD10,PSMD10,null,null,3.84E-06
RNF167,RNF167,null,null,-1.74E-05
NOL10,NOL10,null,null,-2.81E-05
CD37,CD37,null,null,-4.35E-05
SMYD2,SMYD2,null,null,-7.56E-05
POLR3D,POLR3D,null,null,-8.35E-05
ANAPC2,ANAPC2,null,null,-9.22E-05
RAB11A,RAB11A,null,null,-1.06E-04
SEC11C,SEC11C,null,null,-1.13E-04
RGS16,RGS16,null,null,-1.19E-04
ZNF266,ZNF266,null,null,-1.20E-04
DDX20,DDX20,null,null,-1.53E-04
CRLS1,CRLS1,null,null,-1.69E-04
URM1,URM1,null,null,-1.76E-04
UBAC2,UBAC2,null,null,-1.87E-04
RTRAF,RTRAF,null,null,-1.89E-04
WDHD1,WDHD1,null,null,-2.02E-04
COPS3,COPS3,null,null,-2.07E-04
FBXO25,FBXO25,null,null,-2.14E-04
KAT7,KAT7,null,null,-2.24E-04
CAMK2D,CAMK2D,null,null,-2.26E-04
OTUD6B,OTUD6B,null,null,-2.27E-04
FAM102A,FAM102A,null,null,-2.63E-04
SCO2,SCO2,null,null,-2.93E-04
ACTR1A,ACTR1A,null,null,-3.14E-04
EGLN2,EGLN2,null,null,-3.20E-04
PIN1,PIN1,null,null,-3.38E-04
ZNF146,ZNF146,null,null,-3.38E-04
TFE3,TFE3,null,null,-3.38E-04
NEK9,NEK9,null,null,-3.75E-04
NFKBIB,NFKBIB,null,null,-3.96E-04
HSP90B1,HSP90B1,null,null,-3.99E-04
CARD8,CARD8,null,null,-4.44E-04
CWC15,CWC15,null,null,-4.47E-04
UNC45A,UNC45A,null,null,-4.55E-04
EIF4G1,EIF4G1,null,null,-4.55E-04
PSME4,PSME4,null,null,-4.72E-04
AC027237.1,AC027237.1,null,null,-4.82E-04
WDR59,WDR59,null,null,-4.96E-04
ASNA1,ASNA1,null,null,-5.11E-04
DIS3L,DIS3L,null,null,-5.12E-04
SLC2A4RG,SLC2A4RG,null,null,-5.33E-04
C11orf58,C11orf58,null,null,-5.60E-04
FBRSL1,FBRSL1,null,null,-5.63E-04
VPS4B,VPS4B,null,null,-5.80E-04
ATP6AP1,ATP6AP1,null,null,-6.04E-04
COPB1,COPB1,null,null,-6.19E-04
CCDC12,CCDC12,null,null,-6.68E-04
RACK1,RACK1,null,null,-6.72E-04
CALCOCO1,CALCOCO1,null,null,-6.80E-04
MAK16,MAK16,null,null,-6.88E-04
UPF1,UPF1,null,null,-7.09E-04
PICALM,PICALM,null,null,-7.24E-04
PDLIM3,PDLIM3,null,null,-7.53E-04
CLK1,CLK1,null,null,-7.58E-04
RABGAP1L,RABGAP1L,null,null,-7.75E-04
PXN,PXN,null,null,-7.76E-04
SCAMP4,SCAMP4,null,null,-7.90E-04
ADAM19,ADAM19,null,null,-7.96E-04
CALM1,CALM1,null,null,-8.47E-04
PPP6R1,PPP6R1,null,null,-8.77E-04
RIC8A,RIC8A,null,null,-8.84E-04
COPS2,COPS2,null,null,-8.90E-04
PSMB6,PSMB6,null,null,-9.04E-04
NDUFAF4,NDUFAF4,null,null,-9.57E-04
PDIA6,PDIA6,null,null,-9.78E-04
LHFPL2,LHFPL2,null,null,-9.82E-04
NCK1,NCK1,null,null,-0.001018056
PRKCI,PRKCI,null,null,-0.00103416
KMT5B,KMT5B,null,null,-0.001041067
ZNF346,ZNF346,null,null,-0.001066815
ETS1,ETS1,null,null,-0.001081664
UBTD2,UBTD2,null,null,-0.001085113
CYCS,CYCS,null,null,-0.001092305
TRIP4,TRIP4,null,null,-0.00113055
PSMA2,PSMA2,null,null,-0.001147861
E4F1,E4F1,null,null,-0.001151412
FERMT3,FERMT3,null,null,-0.001163203
UBXN6,UBXN6,null,null,-0.001164905
AP2S1,AP2S1,null,null,-0.001180219
CFAP20,CFAP20,null,null,-0.001188236
MGAT2,MGAT2,null,null,-0.001190957
ANKH,ANKH,null,null,-0.001203935
PIK3R3,PIK3R3,null,null,-0.001233229
MDP1,MDP1,null,null,-0.001242861
RFX5,RFX5,null,null,-0.001243605
ADSS,ADSS,null,null,-0.001268607
CYSTM1,CYSTM1,null,null,-0.00129708
ZNF747,ZNF747,null,null,-0.001317115
EMG1,EMG1,null,null,-0.001337361
STMN1,STMN1,null,null,-0.001343563
SPC24,SPC24,null,null,-0.001393309
FASTKD5,FASTKD5,null,null,-0.00142661
MFSD10,MFSD10,null,null,-0.001432542
HMGB3,HMGB3,null,null,-0.001455611
DPM1,DPM1,null,null,-0.001468856
TMEM143,TMEM143,null,null,-0.001514963
TMEM94,TMEM94,null,null,-0.001539436
WDR5,WDR5,null,null,-0.001567045
REPIN1,REPIN1,null,null,-0.001583056
EDEM1,EDEM1,null,null,-0.001587294
SCRN1,SCRN1,null,null,-0.001588447
ATAD1,ATAD1,null,null,-0.001590522
RNASEH1,RNASEH1,null,null,-0.001592496
RHOF,RHOF,null,null,-0.001603441
RNF14,RNF14,null,null,-0.001608545
KIF2A,KIF2A,null,null,-0.001624162
DYNLL1,DYNLL1,null,null,-0.001626501
ITCH,ITCH,null,null,-0.001632246
HSPBP1,HSPBP1,null,null,-0.001681334
RNF13,RNF13,null,null,-0.001686903
Sep-11,Sep-11,null,null,-0.001689408
UCHL1,UCHL1,null,null,-0.001700652
DCTN1,DCTN1,null,null,-0.001701303
USP16,USP16,null,null,-0.001712878
NIPBL,NIPBL,null,null,-0.001731744
CCNL1,CCNL1,null,null,-0.00173567
USP39,USP39,null,null,-0.001739727
TKT,TKT,null,null,-0.001739893
SLC10A7,SLC10A7,null,null,-0.001741221
ZCCHC17,ZCCHC17,null,null,-0.001746889
INO80E,INO80E,null,null,-0.001771876
TRAPPC4,TRAPPC4,null,null,-0.001789569
MAPKBP1,MAPKBP1,null,null,-0.001789941
TERF2,TERF2,null,null,-0.001795483
SDF2L1,SDF2L1,null,null,-0.001795659
DAXX,DAXX,null,null,-0.001799588
RIOK2,RIOK2,null,null,-0.001812791
FAM107B,FAM107B,null,null,-0.00181706
SLC35B3,SLC35B3,null,null,-0.00183051
UQCRB,UQCRB,null,null,-0.001833087
GRPEL1,GRPEL1,null,null,-0.001861398
C12orf43,C12orf43,null,null,-0.001876521
CLSTN3,CLSTN3,null,null,-0.001890123
NTNG1,NTNG1,null,null,-0.001894997
ACP1,ACP1,null,null,-0.001895896
PAXIP1,PAXIP1,null,null,-0.001903616
MPDU1,MPDU1,null,null,-0.001916932
STAP1,STAP1,null,null,-0.001946075
SCCPDH,SCCPDH,null,null,-0.001965559
CYB5R3,CYB5R3,null,null,-0.001969128
LEMD3,LEMD3,null,null,-0.001983106
DTD1,DTD1,null,null,-0.001991249
LSM6,LSM6,null,null,-0.001994699
EBNA1BP2,EBNA1BP2,null,null,-0.002006182
UQCRC2,UQCRC2,null,null,-0.002007865
RNF2,RNF2,null,null,-0.00201458
DDX54,DDX54,null,null,-0.00203713
MFAP3,MFAP3,null,null,-0.002044758
FUBP3,FUBP3,null,null,-0.002056068
KDELR1,KDELR1,null,null,-0.002067516
GAPDH,GAPDH,null,null,-0.002071804
RSBN1,RSBN1,null,null,-0.002078636
MED24,MED24,null,null,-0.002088634
DIAPH3,DIAPH3,null,null,-0.002107394
TTLL12,TTLL12,null,null,-0.002115377
RALGPS2,RALGPS2,null,null,-0.002115992
OSBPL3,OSBPL3,null,null,-0.002122761
NUCB2,NUCB2,null,null,-0.002130374
LPXN,LPXN,null,null,-0.002140669
PPIL1,PPIL1,null,null,-0.002154322
SUCLA2,SUCLA2,null,null,-0.002159366
SYF2,SYF2,null,null,-0.002169175
RAB8A,RAB8A,null,null,-0.002193164
COQ6,COQ6,null,null,-0.002195561
SEC23IP,SEC23IP,null,null,-0.002209735
ELOVL5,ELOVL5,null,null,-0.002222921
MPHOSPH9,MPHOSPH9,null,null,-0.00223014
PSME1,PSME1,null,null,-0.002235311
CEP192,CEP192,null,null,-0.002248924
NFYB,NFYB,null,null,-0.002275696
ARHGEF12,ARHGEF12,null,null,-0.002282753
GTF2E2,GTF2E2,null,null,-0.002313439
GINS1,GINS1,null,null,-0.002314799
ZCCHC9,ZCCHC9,null,null,-0.002317679
GBE1,GBE1,null,null,-0.002321489
RESF1,RESF1,null,null,-0.002331801
CASC3,CASC3,null,null,-0.002350987
TRMT61A,TRMT61A,null,null,-0.002352644
CFAP44,CFAP44,null,null,-0.00235488
AKAP11,AKAP11,null,null,-0.002361351
VPS41,VPS41,null,null,-0.002387079
JMJD1C,JMJD1C,null,null,-0.002398564
YIPF6,YIPF6,null,null,-0.002401352
CEP250,CEP250,null,null,-0.002410962
SRI,SRI,null,null,-0.002462182
SDHB,SDHB,null,null,-0.002468995
BRMS1,BRMS1,null,null,-0.002474857
SF3B4,SF3B4,null,null,-0.002476077
RNF138,RNF138,null,null,-0.002478073
TRIM39,TRIM39,null,null,-0.002481109
UIMC1,UIMC1,null,null,-0.002490992
CAT,CAT,null,null,-0.002513076
ETS2,ETS2,null,null,-0.002537935
MLEC,MLEC,null,null,-0.002538496
DMTF1,DMTF1,null,null,-0.002549402
TSFM,TSFM,null,null,-0.002572935
MAGED2,MAGED2,null,null,-0.002584573
SPDL1,SPDL1,null,null,-0.002584867
ANKRD44,ANKRD44,null,null,-0.002608998
SLC35B2,SLC35B2,null,null,-0.002616822
DYNC1H1,DYNC1H1,null,null,-0.002657921
TMX4,TMX4,null,null,-0.002661556
GMPR2,GMPR2,null,null,-0.002666589
PLGRKT,PLGRKT,null,null,-0.002677932
PTPN1,PTPN1,null,null,-0.002682731
ANKRD10,ANKRD10,null,null,-0.002694906
GPN3,GPN3,null,null,-0.002695196
CCDC71L,CCDC71L,null,null,-0.002701494
C14orf119,C14orf119,null,null,-0.002705472
TMEM14B,TMEM14B,null,null,-0.00272155
AACS,AACS,null,null,-0.002730876
SYMPK,SYMPK,null,null,-0.002734449
PDLIM5,PDLIM5,null,null,-0.002747583
JRK,JRK,null,null,-0.002748983
MRPS24,MRPS24,null,null,-0.002749833
POLR2F,POLR2F,null,null,-0.002754137
TRIM39-RPP21,TRIM39-RPP21,null,null,-0.002760014
UMPS,UMPS,null,null,-0.002773865
EARS2,EARS2,null,null,-0.002786974
EAPP,EAPP,null,null,-0.002798006
NDUFB5,NDUFB5,null,null,-0.002799514
MRPL2,MRPL2,null,null,-0.002803742
ERI1,ERI1,null,null,-0.002805724
CEBPG,CEBPG,null,null,-0.002813921
XPO7,XPO7,null,null,-0.002862114
SNRNP35,SNRNP35,null,null,-0.002879445
TPP2,TPP2,null,null,-0.002898922
SH3GLB1,SH3GLB1,null,null,-0.002957086
THNSL1,THNSL1,null,null,-0.002990868
XXYLT1,XXYLT1,null,null,-0.003000601
TRAFD1,TRAFD1,null,null,-0.003016768
FKBP3,FKBP3,null,null,-0.003021875
USP9X,USP9X,null,null,-0.00303335
EIF2AK2,EIF2AK2,null,null,-0.00303671
SPICE1,SPICE1,null,null,-0.003043848
SMIM7,SMIM7,null,null,-0.003053743
CBFB,CBFB,null,null,-0.003054757
AL358075.4,AL358075.4,null,null,-0.003062376
FAM129A,FAM129A,null,null,-0.003075036
NUDT15,NUDT15,null,null,-0.003133827
TRIM41,TRIM41,null,null,-0.003160872
ITGB3BP,ITGB3BP,null,null,-0.003167131
TIMM44,TIMM44,null,null,-0.003168576
RAB1B,RAB1B,null,null,-0.003170014
TBCC,TBCC,null,null,-0.003219552
TRIM38,TRIM38,null,null,-0.003224577
SRRM1,SRRM1,null,null,-0.003230992
FAM210A,FAM210A,null,null,-0.003246135
NDUFS4,NDUFS4,null,null,-0.003254539
L3MBTL2,L3MBTL2,null,null,-0.003259614
IDH3A,IDH3A,null,null,-0.003330275
PURB,PURB,null,null,-0.003367059
UBE4B,UBE4B,null,null,-0.003368647
TMEM251,TMEM251,null,null,-0.003373782
RNASET2,RNASET2,null,null,-0.003425047
CRLF3,CRLF3,null,null,-0.003434798
YIF1B,YIF1B,null,null,-0.003450301
NIPA2,NIPA2,null,null,-0.003485411
DNM2,DNM2,null,null,-0.003506956
C22orf39,C22orf39,null,null,-0.003521
BRD8,BRD8,null,null,-0.003522419
CCDC152,CCDC152,null,null,-0.003526176
SREK1IP1,SREK1IP1,null,null,-0.003552727
DDX39B,DDX39B,null,null,-0.003553568
ITSN1,ITSN1,null,null,-0.003565012
POLDIP2,POLDIP2,null,null,-0.003568543
PDSS1,PDSS1,null,null,-0.003575447
CNOT6,CNOT6,null,null,-0.003583022
CASP3,CASP3,null,null,-0.003609553
BAG5,BAG5,null,null,-0.003618726
PAK4,PAK4,null,null,-0.003634784
DIMT1,DIMT1,null,null,-0.003643071
SUCLG2,SUCLG2,null,null,-0.003646669
TCAIM,TCAIM,null,null,-0.003649123
SPRYD7,SPRYD7,null,null,-0.003738948
ATG2B,ATG2B,null,null,-0.003756232
ACTG1,ACTG1,null,null,-0.003769866
WDR12,WDR12,null,null,-0.003788217
INTS9,INTS9,null,null,-0.003812549
CDCA5,CDCA5,null,null,-0.003814853
TPRKB,TPRKB,null,null,-0.003828128
VEZT,VEZT,null,null,-0.003849739
TNK2,TNK2,null,null,-0.003862362
NOL11,NOL11,null,null,-0.003888729
G3BP1,G3BP1,null,null,-0.003902965
SUMO1,SUMO1,null,null,-0.00391849
C3orf38,C3orf38,null,null,-0.003935057
TM2D2,TM2D2,null,null,-0.003972408
PPIP5K1,PPIP5K1,null,null,-0.004011322
SH3YL1,SH3YL1,null,null,-0.004041697
TCEA1,TCEA1,null,null,-0.004050119
PEF1,PEF1,null,null,-0.004092056
TIMELESS,TIMELESS,null,null,-0.004097891
FKBPL,FKBPL,null,null,-0.004100422
DHCR24,DHCR24,null,null,-0.004161994
RAB5A,RAB5A,null,null,-0.004173304
PPP4C,PPP4C,null,null,-0.004177602
SIPA1L3,SIPA1L3,null,null,-0.004189734
COL4A3BP,COL4A3BP,null,null,-0.0042144
RPP21,RPP21,null,null,-0.004221628
CHID1,CHID1,null,null,-0.004258801
ADAM8,ADAM8,null,null,-0.004261293
PELP1,PELP1,null,null,-0.004266471
EMC6,EMC6,null,null,-0.004274811
LSM14A,LSM14A,null,null,-0.004290539
HERC2,HERC2,null,null,-0.004309807
ADM,ADM,null,null,-0.00432243
ZC3H13,ZC3H13,null,null,-0.004381734
TEPSIN,TEPSIN,null,null,-0.004382104
ELP1,ELP1,null,null,-0.004393579
SCAP,SCAP,null,null,-0.004405376
