Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-168176,"Toll Like Receptor 5 (TLR5) Cascade",9,94,0.006597417181358787,0.001570171236963458,0.07065770566335561,34,59,0.004793630159246019,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;NKIRAS1;TNIP2;MAPKAPK2;TAB3;DUSP7","","R-HSA-937034;R-HSA-937032;R-HSA-451649;R-HSA-975878;R-HSA-975879;R-HSA-5684250;R-HSA-975874;R-HSA-168140;R-HSA-5684248;R-HSA-198669;R-HSA-936960;R-HSA-936991;R-HSA-937050;R-HSA-203797;R-HSA-450257;R-HSA-937044;R-HSA-450333;R-HSA-168162;R-HSA-975852;R-HSA-975853;R-HSA-5684275;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-450346;R-HSA-199917;R-HSA-5684261;R-HSA-451634;R-HSA-168184;R-HSA-199935;R-HSA-5684267;R-HSA-975857"
R-HSA-448424,"Interleukin-17 signaling",8,77,0.005404267265581134,0.001710889321477005,0.07356824082351121,20,35,0.0028436789080272993,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;TNIP2;MAPKAPK2;TAB3;DUSP7","","R-HSA-168162;R-HSA-5684275;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-451649;R-HSA-450222;R-HSA-5684250;R-HSA-450346;R-HSA-199917;R-HSA-5684248;R-HSA-198669;R-HSA-5684261;R-HSA-451634;R-HSA-203797;R-HSA-450257;R-HSA-450333;R-HSA-199935;R-HSA-5684267"
R-HSA-426486,"Small interfering RNA (siRNA) biogenesis",3,9,6.316676024705222E-4,0.00221333858341044,0.08632020475300717,5,5,4.062398440038999E-4,9606,Homo sapiens,"AGO1;AGO2","","R-HSA-2106625;R-HSA-9023912;R-HSA-426464;R-HSA-2106615;R-HSA-9023909"
R-HSA-9645135,"STAT5 Activation",3,9,6.316676024705222E-4,0.00221333858341044,0.08632020475300717,3,3,2.4374390640233994E-4,9606,Homo sapiens,"STAT5B;PTPN11;GAB2","","R-HSA-9645137;R-HSA-9645126;R-HSA-9645134"
R-HSA-8934593,"Regulation of RUNX1 Expression and Activity",5,32,0.0022459292532285235,0.002287701170725298,0.08634226994265526,14,19,0.0015437114072148197,9606,Homo sapiens,"CDK6;AGO1;AGO2;PTPN11","","R-HSA-8938440;R-HSA-8935785;R-HSA-8938507;R-HSA-8937134;R-HSA-8936068;R-HSA-8938853;R-HSA-8937767;R-HSA-8935864;R-HSA-8939129;R-HSA-8935930;R-HSA-8936058;R-HSA-8937744;R-HSA-8935766;R-HSA-8938487"
R-HSA-975138,"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",9,102,0.007158899494665918,0.0027003827722195117,0.08634226994265526,29,48,0.003899902502437439,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;NKIRAS1;TNIP2;MAPKAPK2;TAB3;DUSP7","","R-HSA-975119;R-HSA-451649;R-HSA-5684250;R-HSA-168140;R-HSA-5684248;R-HSA-198669;R-HSA-203797;R-HSA-450257;R-HSA-450333;R-HSA-975122;R-HSA-168162;R-HSA-5684275;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-975142;R-HSA-450346;R-HSA-975139;R-HSA-199917;R-HSA-975103;R-HSA-975100;R-HSA-5684261;R-HSA-451634;R-HSA-975097;R-HSA-168184;R-HSA-199935;R-HSA-5684267"
R-HSA-168164,"Toll Like Receptor 3 (TLR3) Cascade",9,102,0.007158899494665918,0.0027003827722195117,0.08634226994265526,25,61,0.0049561260968475785,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;NKIRAS1;TNIP2;MAPKAPK2;TAB3;DUSP7","","R-HSA-451649;R-HSA-5684250;R-HSA-168140;R-HSA-5684248;R-HSA-198669;R-HSA-847070;R-HSA-203797;R-HSA-450257;R-HSA-177690;R-HSA-450333;R-HSA-177692;R-HSA-168162;R-HSA-5684275;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-450346;R-HSA-199917;R-HSA-5684261;R-HSA-451634;R-HSA-168184;R-HSA-199935;R-HSA-5684267"
R-HSA-975155,"MyD88 dependent cascade initiated on endosome",9,103,0.007229084783829309,0.0028780756647551753,0.08634226994265526,37,63,0.005118622034449139,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;NKIRAS1;TNIP2;MAPKAPK2;TAB3;DUSP7","","R-HSA-975118;R-HSA-975119;R-HSA-975180;R-HSA-975115;R-HSA-451649;R-HSA-975111;R-HSA-5684250;R-HSA-975106;R-HSA-168140;R-HSA-5684248;R-HSA-198669;R-HSA-975134;R-HSA-203797;R-HSA-450257;R-HSA-975188;R-HSA-450333;R-HSA-975125;R-HSA-975122;R-HSA-168162;R-HSA-5684275;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-975142;R-HSA-450346;R-HSA-975139;R-HSA-199917;R-HSA-975103;R-HSA-975100;R-HSA-5684261;R-HSA-451634;R-HSA-975097;R-HSA-168184;R-HSA-199935;R-HSA-5684267"
R-HSA-168181,"Toll Like Receptor 7/8 (TLR7/8) Cascade",9,103,0.007229084783829309,0.0028780756647551753,0.08634226994265526,37,64,0.005199870003249919,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;NKIRAS1;TNIP2;MAPKAPK2;TAB3;DUSP7","","R-HSA-975118;R-HSA-975119;R-HSA-975180;R-HSA-975115;R-HSA-451649;R-HSA-975111;R-HSA-5684250;R-HSA-975106;R-HSA-168140;R-HSA-5684248;R-HSA-198669;R-HSA-975134;R-HSA-203797;R-HSA-450257;R-HSA-975188;R-HSA-450333;R-HSA-975125;R-HSA-975122;R-HSA-168162;R-HSA-5684275;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-975142;R-HSA-450346;R-HSA-975139;R-HSA-199917;R-HSA-975103;R-HSA-975100;R-HSA-5684261;R-HSA-451634;R-HSA-975097;R-HSA-168184;R-HSA-199935;R-HSA-5684267"
R-HSA-1296052,"Ca2+ activated K+ channels",3,10,7.018528916339135E-4,0.0029741487024111946,0.08782783605069022,1,3,2.4374390640233994E-4,9606,Homo sapiens,"KCNMB3;KCNMB4","","R-HSA-1296037"
R-HSA-195721,"Signaling by WNT",19,331,0.02323133071308254,0.003028546070713456,0.08782783605069022,62,156,0.012674683132921676,9606,Homo sapiens,"KMT2D;CREBBP;USP34;CSNK2A2;LEF1;XIAP;ITPR2;KLHL12;NLK;GNG2;AGO1;DVL1;CCDC88C;AGO2;EP300;TCF3","","R-HSA-3858489;R-HSA-3322422;R-HSA-3858495;R-HSA-3858482;R-HSA-4641231;R-HSA-3364026;R-HSA-3322427;R-HSA-3858480;R-HSA-3322424;R-HSA-3322431;R-HSA-3322429;R-HSA-3858475;R-HSA-4411351;R-HSA-4420052;R-HSA-3364014;R-HSA-5665608;R-HSA-4411357;R-HSA-3640872;R-HSA-4411367;R-HSA-3451153;R-HSA-4411365;R-HSA-1504190;R-HSA-3772435;R-HSA-4641260;R-HSA-1504188;R-HSA-3772434;R-HSA-1504186;R-HSA-3772436;R-HSA-4411373;R-HSA-4411372;R-HSA-4411383;R-HSA-3965450;R-HSA-3965444;R-HSA-3965447;R-HSA-3965441;R-HSA-3451147;R-HSA-4641159;R-HSA-1504213;R-HSA-3299569;R-HSA-4641155;R-HSA-4411402;R-HSA-201677;R-HSA-169680;R-HSA-8944349;R-HSA-201685;R-HSA-5368582;R-HSA-1504193;R-HSA-201691;R-HSA-5368588;R-HSA-398040;R-HSA-8944362;R-HSA-3361751;R-HSA-8944352;R-HSA-4518575;R-HSA-5229348;R-HSA-3322434;R-HSA-201712;R-HSA-5334050;R-HSA-201717;R-HSA-398193;R-HSA-3364042;R-HSA-4518585"
R-HSA-168138,"Toll Like Receptor 9 (TLR9) Cascade",9,107,0.007509825940482875,0.0036832295108997215,0.1031304263051922,37,67,0.005443613909652259,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;NKIRAS1;TNIP2;MAPKAPK2;TAB3;DUSP7","","R-HSA-975118;R-HSA-975119;R-HSA-975180;R-HSA-975115;R-HSA-451649;R-HSA-975111;R-HSA-5684250;R-HSA-975106;R-HSA-168140;R-HSA-5684248;R-HSA-198669;R-HSA-975134;R-HSA-203797;R-HSA-450257;R-HSA-975188;R-HSA-450333;R-HSA-975125;R-HSA-975122;R-HSA-168162;R-HSA-5684275;R-HSA-199910;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-975142;R-HSA-450346;R-HSA-975139;R-HSA-199917;R-HSA-975103;R-HSA-975100;R-HSA-5684261;R-HSA-451634;R-HSA-975097;R-HSA-168184;R-HSA-199935;R-HSA-5684267"
R-HSA-186763,"Downstream signal transduction",5,37,0.0025968556990454803,0.0042231009562360144,0.11172635290099642,7,16,0.0012999675008124798,9606,Homo sapiens,"STAT5B;PIK3CA;NCK2;PTPN11;SOS1","","R-HSA-186834;R-HSA-186800;R-HSA-186826;R-HSA-186778;R-HSA-380782;R-HSA-186780;R-HSA-382058"
R-HSA-9614657,"FOXO-mediated transcription of cell death genes",4,23,0.0016142616507580012,0.004301340967791001,0.11172635290099642,5,15,0.0012187195320116997,9606,Homo sapiens,"CREBBP;BCL6;EP300","","R-HSA-9622627;R-HSA-9622579;R-HSA-9622630;R-HSA-9622604;R-HSA-9622572"
R-HSA-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",9,111,0.00779056709713644,0.004655264704208184,0.11172635290099642,34,64,0.005199870003249919,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;NKIRAS1;TNIP2;MAPKAPK2;TAB3;DUSP7","","R-HSA-937034;R-HSA-937032;R-HSA-451649;R-HSA-166091;R-HSA-5684250;R-HSA-166286;R-HSA-168140;R-HSA-5684248;R-HSA-198669;R-HSA-936960;R-HSA-166284;R-HSA-936991;R-HSA-937050;R-HSA-203797;R-HSA-450257;R-HSA-166362;R-HSA-166363;R-HSA-937044;R-HSA-450333;R-HSA-168162;R-HSA-5684275;R-HSA-199910;R-HSA-166119;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-450346;R-HSA-199917;R-HSA-5684261;R-HSA-451634;R-HSA-168184;R-HSA-199935;R-HSA-5684267"
R-HSA-168188,"Toll Like Receptor TLR6:TLR2 Cascade",9,111,0.00779056709713644,0.004655264704208184,0.11172635290099642,34,66,0.005362365940851478,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;NKIRAS1;TNIP2;MAPKAPK2;TAB3;DUSP7","","R-HSA-937034;R-HSA-937032;R-HSA-451649;R-HSA-166091;R-HSA-5684250;R-HSA-166286;R-HSA-168140;R-HSA-5684248;R-HSA-198669;R-HSA-936960;R-HSA-166284;R-HSA-936991;R-HSA-937050;R-HSA-203797;R-HSA-450257;R-HSA-166362;R-HSA-166363;R-HSA-937044;R-HSA-450333;R-HSA-168162;R-HSA-5684275;R-HSA-199910;R-HSA-166119;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-450346;R-HSA-199917;R-HSA-5684261;R-HSA-451634;R-HSA-168184;R-HSA-199935;R-HSA-5684267"
R-HSA-9022692,"Regulation of MECP2 expression and activity",5,39,0.002737226277372263,0.005252743833954243,0.12081310818094759,5,14,0.0011374715632109197,9606,Homo sapiens,"NCOR2;CAMK2D;AGO1;AGO2","","R-HSA-8986939;R-HSA-9021183;R-HSA-9021182;R-HSA-9006992;R-HSA-9615501"
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",9,114,0.008001122964626614,0.005507001595651206,0.12115403510432654,34,66,0.005362365940851478,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;NKIRAS1;TNIP2;MAPKAPK2;TAB3;DUSP7","","R-HSA-937034;R-HSA-937032;R-HSA-451649;R-HSA-166091;R-HSA-5684250;R-HSA-166286;R-HSA-168140;R-HSA-5684248;R-HSA-198669;R-HSA-936960;R-HSA-166284;R-HSA-936991;R-HSA-937050;R-HSA-203797;R-HSA-450257;R-HSA-166362;R-HSA-166363;R-HSA-937044;R-HSA-450333;R-HSA-168162;R-HSA-5684275;R-HSA-199910;R-HSA-166119;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-450346;R-HSA-199917;R-HSA-5684261;R-HSA-451634;R-HSA-168184;R-HSA-199935;R-HSA-5684267"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",9,114,0.008001122964626614,0.005507001595651206,0.12115403510432654,34,68,0.0055248618784530384,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;NKIRAS1;TNIP2;MAPKAPK2;TAB3;DUSP7","","R-HSA-937034;R-HSA-937032;R-HSA-451649;R-HSA-166091;R-HSA-5684250;R-HSA-166286;R-HSA-168140;R-HSA-5684248;R-HSA-198669;R-HSA-936960;R-HSA-166284;R-HSA-936991;R-HSA-937050;R-HSA-203797;R-HSA-450257;R-HSA-166362;R-HSA-166363;R-HSA-937044;R-HSA-450333;R-HSA-168162;R-HSA-5684275;R-HSA-199910;R-HSA-166119;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-450346;R-HSA-199917;R-HSA-5684261;R-HSA-451634;R-HSA-168184;R-HSA-199935;R-HSA-5684267"
R-HSA-114508,"Effects of PIP2 hydrolysis",5,40,0.002807411566535654,0.0058290044408417785,0.12240909325767735,4,9,7.312317192070198E-4,9606,Homo sapiens,"DGKD;DGKQ;PRKCE;ITPR2;PRKCQ","","R-HSA-425861;R-HSA-426240;R-HSA-139941;R-HSA-139854"
R-HSA-2586552,"Signaling by Leptin",3,13,9.124087591240876E-4,0.006143227456879563,0.12900777659447082,9,19,0.0015437114072148197,9606,Homo sapiens,"STAT5B;IRS1;PTPN11","","R-HSA-452102;R-HSA-2671742;R-HSA-507937;R-HSA-2671855;R-HSA-2671873;R-HSA-2671747;R-HSA-2671876;R-HSA-2671829;R-HSA-2671862"
R-HSA-111933,"Calmodulin induced events",5,42,0.0029477821448624366,0.007112556012689786,0.13513856424110593,7,22,0.0017874553136171597,9606,Homo sapiens,"GRK3;CAMK2D;ADCY9;PRKAR2B","","R-HSA-442725;R-HSA-111970;R-HSA-111925;R-HSA-8951727;R-HSA-111930;R-HSA-9617583;R-HSA-111966"
R-HSA-111997,"CaM pathway",5,42,0.0029477821448624366,0.007112556012689786,0.13513856424110593,7,23,0.0018687032824179395,9606,Homo sapiens,"GRK3;CAMK2D;ADCY9;PRKAR2B","","R-HSA-442725;R-HSA-111970;R-HSA-111925;R-HSA-8951727;R-HSA-111930;R-HSA-9617583;R-HSA-111966"
R-HSA-3858494,"Beta-catenin independent WNT signaling",11,166,0.011650758001122965,0.008121469279160243,0.15056582333525514,20,51,0.004143646408839779,9606,Homo sapiens,"GNG2;AGO1;AGO2;DVL1;LEF1;ITPR2;TCF3;NLK","","R-HSA-8944362;R-HSA-3858489;R-HSA-3858495;R-HSA-4411365;R-HSA-3858482;R-HSA-4411402;R-HSA-3858480;R-HSA-4518575;R-HSA-4411373;R-HSA-3858475;R-HSA-169680;R-HSA-4411383;R-HSA-3965450;R-HSA-4420052;R-HSA-398193;R-HSA-3965444;R-HSA-3965447;R-HSA-4518585;R-HSA-3965441;R-HSA-398040"
R-HSA-166016,"Toll Like Receptor 4 (TLR4) Cascade",10,144,0.010106681639528355,0.00836476796306973,0.15056582333525514,38,95,0.007718557036074098,9606,Homo sapiens,"MAP2K4;RPS6KA5;IRAK1;FBXW11;NKIRAS1;TNIP2;MAPKAPK2;TAB3;PTPN11;DUSP7","","R-HSA-937034;R-HSA-937032;R-HSA-451649;R-HSA-166091;R-HSA-5684250;R-HSA-166286;R-HSA-168140;R-HSA-5684248;R-HSA-198669;R-HSA-936960;R-HSA-166284;R-HSA-936991;R-HSA-937050;R-HSA-203797;R-HSA-450257;R-HSA-166362;R-HSA-166363;R-HSA-937044;R-HSA-450333;R-HSA-168162;R-HSA-5684275;R-HSA-199910;R-HSA-166119;R-HSA-5684273;R-HSA-198756;R-HSA-450337;R-HSA-450222;R-HSA-450346;R-HSA-199917;R-HSA-5684261;R-HSA-451634;R-HSA-936951;R-HSA-168184;R-HSA-199935;R-HSA-5684267;R-HSA-166271;R-HSA-937075;R-HSA-936947"
R-HSA-1296072,"Voltage gated Potassium channels",5,44,0.0030881527231892197,0.008581386786844947,0.15446496216320904,1,1,8.124796880077999E-5,9606,Homo sapiens,"KCNH2;KCNQ5;KCNAB2;KCNAB3","","R-HSA-1296127"
R-HSA-5368598,"Negative regulation of TCF-dependent signaling by DVL-interacting proteins",2,5,3.5092644581695675E-4,0.008958357827960062,0.1612504409032811,2,2,1.6249593760155997E-4,9606,Homo sapiens,"DVL1;CCDC88C","","R-HSA-5368582;R-HSA-5368588"
R-HSA-5628897,"TP53 Regulates Metabolic Genes",9,125,0.00877316114542392,0.009696121299063054,0.16483406208407192,10,34,0.0027624309392265192,9606,Homo sapiens,"KMT2D;SESN3;RRM2B;AGO1;AGO2;MTOR","","R-HSA-5629189;R-HSA-5631941;R-HSA-5632887;R-HSA-2318752;R-HSA-2321904;R-HSA-380979;R-HSA-5629187;R-HSA-5632892;R-HSA-5631903;R-HSA-380927"
R-HSA-8983432,"Interleukin-15 signaling",3,16,0.0011229646266142617,0.010770772813484375,0.17787882041110503,8,17,0.0013812154696132596,9606,Homo sapiens,"STAT5B;GAB2;SOS1","","R-HSA-8983384;R-HSA-8983371;R-HSA-8983373;R-HSA-8983374;R-HSA-8983425;R-HSA-8983424;R-HSA-8983379;R-HSA-8983378"
R-HSA-111996,"Ca-dependent events",5,47,0.0032987085906793934,0.011158675012127972,0.17787882041110503,7,26,0.0021124471888202797,9606,Homo sapiens,"GRK3;CAMK2D;ADCY9;PRKAR2B","","R-HSA-442725;R-HSA-111970;R-HSA-111925;R-HSA-8951727;R-HSA-111930;R-HSA-9617583;R-HSA-111966"
R-HSA-9029569,"NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux",6,66,0.004632229084783829,0.011612794664149217,0.17787882041110503,13,40,0.003249918752031199,9606,Homo sapiens,"NCOR2;NCOA1;AGO1;AGO2;EP300","","R-HSA-9618486;R-HSA-9029551;R-HSA-9024334;R-HSA-9618392;R-HSA-9657791;R-HSA-9605052;R-HSA-9624925;R-HSA-9024326;R-HSA-9029561;R-HSA-9605057;R-HSA-9618405;R-HSA-9038545;R-HSA-9618479"
R-HSA-1266695,"Interleukin-7 signaling",4,31,0.002175743964065132,0.011935347522032846,0.17787882041110503,13,25,0.0020311992200194996,9606,Homo sapiens,"STAT5B;IRS1;BRWD1","","R-HSA-452102;R-HSA-8865605;R-HSA-507937;R-HSA-1295540;R-HSA-8865711;R-HSA-8983011;R-HSA-6785165;R-HSA-8865613;R-HSA-8983003;R-HSA-9012671;R-HSA-9025969;R-HSA-8865693;R-HSA-8865626"
R-HSA-5633007,"Regulation of TP53 Activity",11,178,0.01249298147108366,0.013081920483004827,0.17787882041110503,28,98,0.007962300942476437,9606,Homo sapiens,"KMT2D;USP7;PPP1R13B;BRPF3;CSNK2A2;EP300;PIP4K2B;TOPBP1;TAF4;NOC2L;MTOR","","R-HSA-3222128;R-HSA-6799332;R-HSA-6799777;R-HSA-3222072;R-HSA-3215295;R-HSA-5628871;R-HSA-6805620;R-HSA-6811508;R-HSA-6805126;R-HSA-6805638;R-HSA-6805061;R-HSA-6804229;R-HSA-6805059;R-HSA-6805122;R-HSA-6811522;R-HSA-6805640;R-HSA-6805399;R-HSA-6811479;R-HSA-6805650;R-HSA-6804242;R-HSA-6804383;R-HSA-6805470;R-HSA-8877692;R-HSA-8877691;R-HSA-3222093;R-HSA-6804379;R-HSA-6795290;R-HSA-3215310"
