ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,112,-0.48178605269054064,-2.127197892278481,1.1925218344844467e-7,5.019691688771643e-7,2.1135543952722706e-7,6660,"tags=58%, list=31%, signal=40%",HSP90B1/WFS1/HERPUD1/IARS1/GOSR2/SDAD1/EIF2S1/HSPA5/MTHFD2/TSPYL2/SRPRA/ARFGAP1/NPM1/EXOSC10/GEMIN4/HSPA9/EIF4G1/EEF2/SHC1/LSM1/ASNS/NOP14/DKC1/CEBPG/H2AX/SLC7A5/ATP6V0D1/KHSRP/ALDH18A1/EXOC2/PDIA6/EIF4A1/CALR/TUBB2A/NOP56/EDC4/EIF4A3/HYOU1/HYOU1/IMP3/NOLC1/ATF4/RPS14/PSAT1/ERN1/CEBPB/TARS1/LSM4/VEGFA/ZBTB17/DCTN1/NHP2/DDIT4/PDIA5/CXXC1/EXOSC5/CKS1B/YIF1A/RRP9/BANF1/PREB/BAG3/EXOSC4/XBP1/CHAC1/EIF4EBP1
HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,58,-0.5782038945337146,-2.2945549789501554,1.2047260053051942e-7,5.019691688771643e-7,2.1135543952722706e-7,5707,"tags=71%, list=26%, signal=53%",NOP16/NPM1/RRP12/MCM5/IMP4/TCOF1/MCM4/SORD/TBRG4/HSPD1/HSPE1/TMEM97/MYBBP1A/DUSP2/WDR74/NOP2/LAS1L/MYC/GRWD1/TFB2M/NOP56/NOLC1/BYSL/PA2G4/MRTO4/UNG/CDK4/SLC29A2/AIMP2/PPAN/PLK1/MAP3K6/IPO4/IPO4/EXOSC5/SRM/DCTPP1/PES1/RRP9/PHB/NOC4L/FARSA
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,198,0.3504088618209019,1.8754097404706802,1.7791471327571781e-6,6.8428735875276085e-6,2.881209931590572e-6,4967,"tags=39%, list=23%, signal=31%",GFPT2/GPNMB/ADAMDEC1/ANO1/PDCD1LG2/IGFBP3/IL33/SPP1/BMP2/MMP9/PTPRR/PRRX1/PLAU/INHBA/MPZL2/GNG11/ADGRL4/CFH/CMKLR1/TSPAN7/FGF9/IGF2/TMEM176A/ALDH1A2/F2RL1/ETV1/CSF2RA/TMEM176B/MAFB/EMP1/PLVAP/EPB41L3/IL1RL2/CXCL10/TPH1/HSD11B1/CPE/SNAP25/GPRC5B/BTBD3/EPHB2/LY96/SPARCL1/G0S2/ARG1/NGF/ITGBL1/SLPI/VWA5A/TNNT2/TSPAN13/EREG/ANXA10/SATB1/ETV5/SPRY2/FUCA1/ETV4/ADGRA2/FLT4/MAP7/ALDH1A3/H2BC3/USH1C/KIF5C/KIF5C/CCND2/ITGA2/NRP1/PEG3/PLAUR/SCG3/APOD/WNT7A/C3AR1/ABCB1/SNAP91/MALL/CFB/CFB/CFB/CFB/CFB/CFB/CFB/RELN
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,198,-0.37334921825064976,-1.7906630511940322,7.842975574164816e-6,2.8010627050588632e-5,1.1793948231826794e-5,5737,"tags=51%, list=26%, signal=38%",HERC6/RIPK1/NFKB1/PARP12/CD74/STAT1/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B/ADAR/SECTM1/CASP3/HLA-A/HLA-A/HLA-A/HLA-A/HLA-A/HLA-A/HLA-A/HLA-A/ARID5B/LAP3/HLA-G/HLA-G/HLA-G/HLA-G/HLA-G/HLA-G/HLA-G/HLA-G/SAMD9L/HLA-DRB1/HLA-DRB1/HLA-DRB1/HLA-DRB1/HLA-DRB1/HLA-DRB1/HELZ2/CMTR1/BTG1/TRIM14/NUP93/WARS1/IL6/STAT2/PML/IFI35/OGFR/FCGR1A/MYD88/DHX58/SP110/IRF1/ITGB7/SRI/PNP/IL15RA/TXNIP/IRF9/IRF9/PFKP/EPSTI1/PSMB2/BATF2/RBCK1/SLC25A28/TRIM26/TRIM26/TRIM26/TRIM26/TRIM26/TRIM26/TRIM26/TRIM26/ISOC1/MT2A/OAS2/LGALS3BP/PTPN1/RNF31/RNF31/TAP1/TAP1/TAP1/TAP1/TAP1/TAP1/TAP1/TAP1/IFIT3/CASP7/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/BPGM/PIM1/IRF5/TDRD7/PTPN6/LY6E/LY6E/PSME2/PSME2/NMI/TRAFD1/IRF2/VAMP5/VAMP8/IFIT2/CD69/PSMB10/PSMB9/PSMB9/PSMB9/PSMB9/PSMB9/PSMB9/PSMB9/PSMB9/MX1/METTL7B/PSMB8/PSMB8/PSMB8/PSMB8/PSMB8/PSMB8/PSMB8/PSMB8/PSME1/PSME1/UBE2L6/BST2/USP18/TRIM21/CDKN1A/ISG15/RTP4/IRF4
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,138,0.36449092149409373,1.8675311284210379,1.2727519359655334e-5,4.242506453218445e-5,1.7863185066182927e-5,2380,"tags=25%, list=11%, signal=23%",CAP2/PTGFR/HAS2/PLCB4/MMP16/LPAR1/ID1/SDC2/PLPP3/CDC42BPA/DAB2/EFEMP1/IGFBP5/PMP22/ADGRL2/KCNMA1/PTPRM/COL3A1/RND3/NFIB/PDGFRB/GJA1/TJP1/TJP1/KALRN/CDON/CAV1/F3/SNAI2/SCHIP1/DDAH1/COL1A2/DLC1/DLC1/SCN8A/ACVR2A/COL5A2
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,48,-0.5487230727049447,-2.0797307254807116,2.3435124510888946e-5,7.323476409652796e-5,3.0835690145906514e-5,5995,"tags=63%, list=28%, signal=46%",GLRX/NQO1/PTPA/STK25/SRXN1/LAMTOR5/NDUFA6/NDUFA6/NDUFA6/NDUFA6/NDUFA6/EGLN2/TXNRD1/PRDX6/JUNB/GSR/SBNO2/SBNO2/PDLIM1/NDUFB4/PFKP/PRDX1/HMOX2/HMOX2/SOD1/CAT/NDUFS2/PRDX4/ERCC2/PRDX2/TXN/LSP1/GLRX2/GPX4/CDKN2D/G6PD
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,194,-0.3685595685886942,-1.7666264197930015,2.8973504255090942e-5,8.52161889855616e-5,3.588050062549962e-5,6245,"tags=49%, list=29%, signal=35%",BCL2L13/G3BP2/RETSAT/SAMM50/LTC4S/LTC4S/ESYT1/ADIPOR2/ADIPOR2/IDH3A/DLAT/DGAT1/DGAT1/COX7B/EPHX2/FAH/MTCH2/MTCH2/DDT/DDT/YWHAG/ESRRA/ETFB/DECR1/IDH1/CPT2/AK2/ACAA2/BAZ2A/TKT/PFKL/PRDX3/SUCLG1/IMMT/CIDEA/SLC1A5/ACLY/PIM3/QDPR/GHITM/NMT1/ARAF/VEGFB/UCP2/POR/GRPEL1/ADIG/LIPE/SOD1/CAT/COQ3/UCK1/ALDOA/CHCHD10/CHCHD10/UBC/NDUFS3/NDUFS3/NDUFAB1/ACO2/AIFM1/SLC25A10/JAGN1/COQ9/CDKN2C/HADH/PGM1/STAT5A/UQCR11/SDHB/CRAT/GPD2/TALDO1/MRPL15/COX6A1/IDH3G/GADD45A/GPX4/UQCRQ/PREB/MDH2/PEX14/ECHS1/CYC1/COX8A/PEMT/BCKDHA/ACADS/ORM1/ECH1/ECH1/UQCRC1/UQCR10/DHCR7/SLC25A1/NDUFB7/TST/REEP6
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,157,-0.382841921429495,-1.782995981676293,9.345617225126803e-5,2.596004784757445e-4,1.0930546462136612e-4,6682,"tags=52%, list=31%, signal=36%",ENO2/PRPF3/WIZ/BTG3/BTG3/PARP2/TGFBRAP1/NFKBIA/CDK2/MGAT1/GRINA/STK25/RFC4/DGAT1/DGAT1/NPTX2/CYB5B/BSG/CASP3/FURIN/BID/HYAL2/BCL2L11/STARD3/RHOB/CNP/NXF1/ASNS/BTG1/CEBPG/RXRB/RXRB/RXRB/RXRB/RXRB/RXRB/BTG2/YKT6/H2AX/IL6/PRKCD/JUNB/POLE3/MARK2/CDKN1C/CDKN1C/RPN1/ARRB2/NR4A1/IRF1/CCND3/POLR2H/DNAJA1/TCHH/PRKACA/GRPEL1/SIGMAR1/TUBA4A/NAT1/PDAP1/ALDOA/SLC25A4/ALAS1/TAP1/TAP1/TAP1/TAP1/TAP1/TAP1/TAP1/TAP1/BAK1/MRPL23/FKBP4/TARS1/PPIF/PPP1R2/AP2S1/CCNE1/CDC34/STIP1/PSMC3/FEN1/ONECUT1/KLHDC3/ATP6V1F/AQP3/FGF18/CLTB/COL2A1/DNAJB1/UROD/SPR/KCNH2/FOS/FOSB/TST
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,157,-0.36405703050021554,-1.6955097813195723,4.336854707733121e-4,0.0011412775546666108,4.805379177543625e-4,6806,"tags=53%, list=31%, signal=37%",PDHB/ALAD/ENO2/LDHA/ACSL1/DLD/ALDH9A1/AUH/OSTC/RETSAT/LTC4S/LTC4S/ACSL5/HADHB/ADIPOR2/ADIPOR2/KMT5A/HSD17B4/MLYCD/UGDH/ADSL/S100A10/RAP1GDS1/UROS/DECR1/IDH1/CPT2/MDH1/ODC1/FASN/ACAA2/NCAPH2/HMGCL/ERP29/SDHA/HMGCS1/SUCLG1/PRDX6/ALDH3A1/ACADVL/SUCLG2/HSPH1/HSP90AA1/CIDEA/ECI2/GRHPR/ACOT8/PDHA1/ACOT2/ALDOA/ACO2/YWHAH/CD1D/H2AZ1/HADH/CPOX/FH/DHCR24/IDH3B/SMS/GCDH/PCBD1/HCCS/APEX1/CRAT/GPD2/MIF/MIF/IDH3G/ECI1/MDH2/ACAT2/ECHS1/HSD17B10/NTHL1/UROD/ACADS/ACSS1/ECH1/ECH1/PSME1/PSME1/UBE2L6/CBR1/NSDHL/REEP6
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,196,0.2862845166384056,1.529157428447486,6.272368212014156e-4,0.001568092053003539,6.602492854751742e-4,3627,"tags=27%, list=17%, signal=22%",ITIH3/BMPR1B/PTGFR/COPZ2/FGF16/MYH7/CPB1/THRB/LGALS7/LGALS7/ABCB11/ABCB11/EDN2/KCNN1/NTF3/TGFB2/ABCG4/SLC6A14/PAX4/SERPINA10/SERPINA10/SMPX/SLC38A3/BRDT/AKR1B10/KCND1/IGFBP2/GP2/ARHGDIG/ADRA2C/SCN10A/ATP4A/KLK8/TSHB/GDNF/KLK7/CACNA1F/EFHD1/ZNF112/EPHA5/KRT1/ACTC1/GP1BA/NOS1/PCDHB1/CLDN16/CAPN9/MACROH2A2/SYNPO/IFNG/MYOT/MYO15A/SGK1/EDN1/SHOX2/IL5/HTR1B
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,104,-0.39062443645560696,-1.7087299216659688,7.498786984655445e-4,0.0017854254725370106,7.517580936997941e-4,9996,"tags=75%, list=46%, signal=41%",SFN/CDK1/RAF1/TBK1/PLCB1/TNFRSF1A/MAP3K7/RPS6KA3/MKNK1/ACTR3/MAPK1/DUSP3/PRKAR2A/GSK3B/DDIT3/IRAK4/RPTOR/ACACA/ACACA/YWHAB/PPP2R1B/AKT1S1/PLCG1/UBE2N/CLTC/NCK1/MAP2K6/NOD1/MKNK2/ACTR2/ATF1/CAB39/IL4/HSP90B1/SLC2A1/E2F1/PRKCB/ARPC3/CDK2/RIPK1/AKT1/GRB2/PRKAG1/MAPKAP1/CXCR4/IL2RG/TRAF2/LCK/GRK2/RALB/STAT2/PIN1/TSC2/MYD88/FGF6/CALR/RAC1/CFL1/NFKBIB/NFKBIB/PFN1/PAK4/ARF1/TIAM1/CSNK2B/CSNK2B/CSNK2B/CSNK2B/CSNK2B/CSNK2B/CSNK2B/MAP2K3/CDK4/RPS6KA1/RPS6KA1/AP2M1/ARHGDIA/ECSIT/HRAS/HRAS/CDKN1B/PPP1CA/FGF17/CDKN1A/TRIB3/CAMK4
