ID,Description,GeneRatio,n,N,BgRatio,b,B,pvalue,p.adjust,qvalue,geneID,Count,EnrichmentScore,group,sample
GO:0051050,positive regulation of transport,49/562,49,562,428/8278,428,8278,1.827046694399245e-4,0.006366335989987798,0.005124305883059201,WNK1/IPO5/ACTB/RAB7A/PTPRC/EZR/HSP90AB1/UBR5/OAZ1/YWHAE/UBE2D3/GAPDH/GNAI2/KHDRBS1/ATF4/RAN/EDEM1/YWHAQ/MDM2/ANP32B/SOD1/ARF1/CALM2/AZIN1/CALM3/SYK/HNRNPK/ARF6/B2M/YWHAB/YWHAG/CDK1/GRK2/HCLS1/TFDP1/CALM1/RACK1/CD38/ATP1B3/IL4R/XBP1/RGCC/RAPGEF1/CD81/CPSF6/TFDP2/ITGB1/DBI/SREBF2,49,1.6863255396281638,GO BP,Mutu
GO:0022613,ribonucleoprotein complex biogenesis,46/562,46,562,402/8278,402,8278,2.9160885984015535e-4,0.008625076580057364,0.006942381101238233,HSP90AA1/XPO1/RPS5/RPLP0/SRPK1/HSP90AB1/SNRPD3/EIF3L/DDX17/RPL3/EIF3E/RPS16/FBL/RPS19/EIF3A/C1QBP/PTGES3/SRSF9/RPL5/SNRPB/LSM4/RPL27/RAN/RPL35/RPS6/RPS24/RPL11/RPS8/EIF3H/EIF3M/ADAR/RPS14/SF1/RPS9/RPS21/RPL38/RPL35A/RPL14/DDX3X/PRKDC/EIF4B/SRSF5/CPSF6/NOL9/PSIP1/RPL10A,46,1.6854694499035072,GO BP,Mutu
GO:0006397,mRNA processing,51/562,51,562,446/8278,446,8278,1.3878172108884696e-4,0.00519438509543255,0.004180994868203784,PTBP1/THRAP3/U2AF2/PABPC1/DAZAP1/FUS/PAPOLA/HNRNPC/SRPK1/HNRNPH3/SNRPD3/DDX17/RBM3/HNRNPUL1/C1QBP/DDX5/DHX15/HSPA8/SRSF9/SRSF3/NCL/SRSF7/SFPQ/KHDRBS1/HNRNPA2B1/SNRPB/HNRNPR/RALY/LSM4/SYNCRIP/HNRNPD/NONO/MBNL1/HNRNPU/SSU72/ADAR/HNRNPK/SRRM2/SF1/HNRNPH1/HNRNPF/HNRNPA0/SF3B3/PCBP2/SRSF5/CPSF6/RBM39/RBM38/SLBP/PSIP1/RNPS1,51,1.6843192952779154,GO BP,Mutu
GO:0043066,negative regulation of apoptotic process,52/562,52,562,457/8278,457,8278,1.353027572444428e-4,0.005146708727490536,0.004142619844781776,CD74/RHOA/MAP4K4/ENO1/GSTP1/HSP90AB1/PIM2/CORO1A/MAZ/YWHAE/HSPA9/GNAI2/HDAC1/SET/PRDX5/PSME3/TPT1/MDM2/TMBIM6/SOD1/MCL1/HSPD1/NONO/ADAR/HMGB2/HNRNPK/HSP90B1/ATF5/CDK1/CFL1/HCLS1/PHB2/DDX3X/UBA52/PRKDC/CD38/XBP1/TCL1A/ADNP/CSNK2A1/VHL/LAMTOR5/RNF144B/PLAC8/ITGB1/PDCD4/BTG2/MAD2L1/BCL2L1/SEMA4D/NUGGC/MDM4,52,1.6760086281411337,GO BP,Mutu
GO:0002366,leukocyte activation involved in immune response,49/562,49,562,431/8278,431,8278,2.1629257129906018e-4,0.0072595007246209825,0.005843220076626702,CD74/GDI2/PKM/RHOA/RAB7A/HSP90AA1/PTPRC/GSTP1/HSP90AB1/CORO1A/COTL1/KPNB1/NSD2/HSPA8/POU2AF1/MSH6/IRAG2/DIAPH1/SWAP70/LCP1/ACTR2/SRP14/PSMA5/CD53/HSPD1/ARPC5/SYK/B2M/EEF2/IMPDH2/TUBB/XRCC6/DDX3X/HLA-B/BTK/CNN2/IL4R/APBB1IP/XBP1/CD81/RAB5B/SLC44A2/GMFG/PLAC8/DOK3/HMCES/MME/PSAP/HLA-C,49,1.6745877748511697,GO BP,Mutu
GO:0045087,innate immune response,46/562,46,562,405/8278,405,8278,3.451065039502122e-4,0.009547142165224051,0.007684557780267884,PSMA4/SRPK1/HSP90AB1/PSMA7/CORO1A/RPS19/C1QBP/GAPDH/ACTR3/CAPZA1/SFPQ/PRDX1/PSMB2/SEC14L1/PSME3/JCHAIN/SYNCRIP/EPRS1/ACTR2/G3BP2/IRF8/PSMA5/NONO/ADAR/IFI16/HMGB2/SYK/B2M/SHMT2/ACTG1/TUBB/XRCC6/PCBP2/HLA-DRA/DDX3X/HLA-DPA1/HLA-B/PRKDC/LSM14A/BTK/CAMK2D/IFNGR2/JAK1/RNF187/CYBC1/HLA-C,46,1.6729844910153333,GO BP,Mutu
GO:0002263,cell activation involved in immune response,49/562,49,562,432/8278,432,8278,2.2867175807225344e-4,0.007452921377484623,0.0059989056375102405,CD74/GDI2/PKM/RHOA/RAB7A/HSP90AA1/PTPRC/GSTP1/HSP90AB1/CORO1A/COTL1/KPNB1/NSD2/HSPA8/POU2AF1/MSH6/IRAG2/DIAPH1/SWAP70/LCP1/ACTR2/SRP14/PSMA5/CD53/HSPD1/ARPC5/SYK/B2M/EEF2/IMPDH2/TUBB/XRCC6/DDX3X/HLA-B/BTK/CNN2/IL4R/APBB1IP/XBP1/CD81/RAB5B/SLC44A2/GMFG/PLAC8/DOK3/HMCES/MME/PSAP/HLA-C,49,1.6707114142612363,GO BP,Mutu
GO:0045859,regulation of protein kinase activity,49/562,49,562,433/8278,433,8278,2.4168777243419647e-4,0.007773307542680336,0.006256786577778728,CD74/WNK1/IPO5/RHOA/MAP4K4/ACTB/HSP90AA1/PTPRC/GSTP1/TPX2/HSP90AB1/STK4/CSK/PRKAR1A/CCND3/CCNI/CKS2/CDK4/WARS1/SOD1/CALM2/CCNA2/RPS3/CALM3/ADAR/SYK/YWHAG/CDK1/XRCC6/CALM1/RACK1/PHB2/DDX3X/UBA52/PRKAR2B/CDKN3/TCL1A/ADNP/CDC25B/RGCC/RAPGEF1/CD81/CXCR4/GMFG/ABI1/PDCD4/PBK/PKIG/S1PR2,49,1.666852958339155,GO BP,Mutu
GO:0043069,negative regulation of programmed cell death,53/562,53,562,469/8278,469,8278,1.3918220933161027e-4,0.00519438509543255,0.004180994868203784,CD74/RHOA/MAP4K4/ENO1/GSTP1/HSP90AB1/PIM2/CORO1A/MAZ/YWHAE/HSPA9/GNAI2/HDAC1/SET/PRDX5/PSME3/TPT1/MDM2/TMBIM6/SOD1/MCL1/HSPD1/NONO/ADAR/HMGB2/HNRNPK/HSP90B1/ATF5/CDK1/CFL1/HCLS1/PHB2/DDX3X/UBA52/PRKDC/CD38/XBP1/TCL1A/ADNP/CSNK2A1/VHL/LAMTOR5/RNF144B/PLAC8/ITGB1/PDCD4/BTG2/MAD2L1/BCL2L1/SEMA4D/NUGGC/KANK2/MDM4,53,1.6645319412090538,GO BP,Mutu
GO:0098542,defense response to other organism,55/562,55,562,490/8278,490,8278,1.2426125151801203e-4,0.004923040342515437,0.0039625876845588845,PSMA4/PUM2/PTPRC/SRPK1/HSP90AB1/DDX17/PSMA7/CORO1A/COTL1/RPS19/C1QBP/GAPDH/ACTR3/CAPZA1/SFPQ/PRDX1/PSMB2/SEC14L1/PSME3/JCHAIN/SYNCRIP/EPRS1/ACTR2/G3BP2/IRF8/PSMA5/NONO/RPL30/ADAR/IFI16/HMGB2/SYK/B2M/SHMT2/ACTG1/TUBB/XRCC6/PCBP2/HLA-DRA/PHB2/DDX3X/HLA-DPA1/HLA-B/PRKDC/LSM14A/BTK/IL4R/PLAC8/CAMK2D/IFNGR2/JAK1/RNF187/BCL2L1/CYBC1/HLA-C,55,1.653315418694168,GO BP,Mutu
GO:0002443,leukocyte mediated immunity,50/562,50,562,447/8278,447,8278,2.765181181866821e-4,0.008540275856249693,0.0068741244386023425,CD74/GDI2/PKM/RHOA/RAB7A/HSP90AA1/PTPRC/STARD7/GSTP1/HSP90AB1/CORO1A/COTL1/KPNB1/C1QBP/NSD2/HSPA8/MSH6/PRDX1/IRAG2/RFTN1/DIAPH1/SWAP70/ACTR2/SRP14/PSMA5/CD53/HSPD1/ARPC5/SYK/B2M/EEF2/IMPDH2/TUBB/XRCC6/DDX3X/HLA-B/BTK/CNN2/IL4R/CD81/RAB5B/SLC44A2/GMFG/PLAC8/DOK3/HPRT1/HMCES/MME/PSAP/HLA-C,50,1.6475992580031367,GO BP,Mutu
GO:0042788,polysomal ribosome,15/567,15,567,26/8522,26,8522,7.214850702151032e-12,3.787796618629292e-10,3.0758047730222824e-10,RPL18/RPL31/RPL19/RPL36/RPL11/RPL32/EIF3H/LARP1/RPL30/RPL8/EEF2/RPS21/RPL38/RPS23/RPL10A,15,8.671143671143671,GO CC,Mutu
GO:0022625,cytosolic large ribosomal subunit,27/567,27,567,47/8522,47,8522,2.5519292803619447e-20,2.679525744380042e-18,2.1758554916770266e-18,RPL18/RPL31/RPLP0/RPL3/RPL28/RPL19/RPL34/RPL5/RPL23/RPL36/RPL27/RPL35/RPL11/RPL32/RPL37/RPL30/RPL8/RPL13/RPL38/RPL4/RPLP2/RPL35A/RPL14/RPL37A/UBA52/RPL15/RPL10A,27,8.634245187436676,GO CC,Mutu
GO:0022626,cytosolic ribosome,47/567,47,567,89/8522,89,8522,2.580198207105819e-32,1.354604058730555e-29,1.099979235660902e-29,RPS20/RPL18/RPL31/RPS5/RPLP0/RPL3/RPS16/RPS19/RPL28/RPL19/RPL34/RPS13/RPS12/RPL5/RPL23/RPL36/RPL27/RPL35/RPS6/RPS24/RPS11/RPL11/RPS8/RPL32/RPL37/RPS3/RPL30/RPL8/RPS14/RPL13/RPS9/RPS21/RPL38/RPL4/RPLP2/RPL35A/RPS23/RPL14/RPL37A/RPS4X/RACK1/DDX3X/UBA52/EIF2AK3/RPL15/RPL10A/RPS18,47,7.937181697481322,GO CC,Mutu
GO:0022627,cytosolic small ribosomal subunit,20/567,20,567,39/8522,39,8522,4.3661298645086026e-14,2.8652727235837706e-12,2.326687625165769e-12,RPS20/RPS5/RPS16/RPS19/RPS13/RPS12/RPS6/RPS24/RPS11/RPS8/RPS3/RPS14/RPS9/RPS21/RPS23/RPS4X/RACK1/DDX3X/UBA52/RPS18,20,7.707683263238819,GO CC,Mutu
GO:0005844,polysome,19/567,19,567,57/8522,57,8522,1.8916056643870495e-9,9.028117943665463e-8,7.331103292600527e-8,RPL18/RPL31/FUS/RPL19/RPL36/RPL11/RPL32/EIF3H/RPS3/LARP1/RPL30/RPL8/EEF2/RPS21/RPL38/RPS23/RPS4X/MSI2/RPL10A,19,5.009994121105232,GO CC,Mutu
GO:0015935,small ribosomal subunit,20/567,20,567,66/8522,66,8522,4.685276018289827e-9,2.049808258001799e-7,1.6645059538661225e-7,RPS20/RPS5/RPS16/RPS19/RPS13/RPS12/RPS6/RPS24/RPS11/RPS8/RPS3/RPS14/RPS9/RPS21/RPS23/RPS4X/RACK1/DDX3X/UBA52/RPS18,20,4.554540110095665,GO CC,Mutu
GO:0044391,ribosomal subunit,49/567,49,567,167/8522,167,8522,1.0021718385240648e-19,8.769003587085567e-18,7.120694642144672e-18,RPS20/RPL18/RPL31/RPS5/RPLP0/RPL3/RBM3/RPS16/RPS19/RPL28/RPL19/RPL34/RPS13/MRPL51/RPS12/RPL5/RPL23/RPL36/RPL27/RPL35/RPS6/RPS24/RPS11/RPL11/RPS8/RPL32/RPL37/RPS3/RPL30/RPL8/RPS14/RPL13/RPS9/RPS21/RPL38/RPL4/RPLP2/RPL35A/RPS23/RPL14/RPL37A/RPS4X/RACK1/DDX3X/UBA52/MRPL16/RPL15/RPL10A/RPS18,49,4.409994825164486,GO CC,Mutu
GO:0015934,large ribosomal subunit,30/567,30,567,104/8522,104,8522,2.5793317427892573e-12,1.5046101832937334e-10,1.2217887202685957e-10,RPL18/RPL31/RPLP0/RPL3/RBM3/RPL28/RPL19/RPL34/MRPL51/RPL5/RPL23/RPL36/RPL27/RPL35/RPL11/RPL32/RPL37/RPL30/RPL8/RPL13/RPL38/RPL4/RPLP2/RPL35A/RPL14/RPL37A/UBA52/MRPL16/RPL15/RPL10A,30,4.335571835571836,GO CC,Mutu
GO:0005840,ribosome,55/567,55,567,202/8522,202,8522,2.4850572956385727e-20,2.679525744380042e-18,2.1758554916770266e-18,RPS20/RPL18/RPL31/RPS5/RPLP0/RPL3/RBM3/RPS16/RPS19/RPL28/RPL19/RPL34/RPS13/MRPL51/RPS12/RPL5/RPL23/CANX/RPL36/RPL27/RPL35/RPS6/RPS24/RPS11/RPL11/RPS8/RPL32/RPL37/EIF3H/RPS3/LARP1/RPL30/RPL8/RPS14/RPL13/EEF2/SF1/RPS9/RPS21/RPL38/RPL4/RPLP2/RPL35A/RPS23/RPL14/RPL37A/RPS4X/RACK1/DDX3X/UBA52/MRPL16/EIF2AK3/RPL15/RPL10A/RPS18,55,4.092321930605759,GO CC,Mutu
GO:0005925,focal adhesion,67/567,67,567,258/8522,258,8522,2.450112386507232e-23,6.4315450145814836e-21,5.222607981765416e-21,GDI2/RPL18/RHOA/PABPC1/MAP4K4/RPL31/ACTB/PTPRC/RPS5/RPLP0/EZR/RPL3/RPS16/RPS19/RPL19/PFN1/YWHAE/HSPA8/RPS13/HSPA9/ACTR3/GNA13/RPL5/RPL23/RPL27/YWHAQ/LCP1/HMGA1/ACTR2/CLTC/RPS11/RPS8/ARF1/SH3KBP1/RPS3/RPL30/RPL8/ARPC5/ARPC2/RPS14/HNRNPK/ARF6/HSP90B1/B2M/YWHAB/YWHAG/RPS9/CFL1/RPL38/RPL4/RPLP2/ACTG1/PPP1CC/PCBP2/RPL37A/RPS4X/PPP1CB/SYNE2/CNN2/APBB1IP/MAPRE1/CD81/ITGB1/JAK1/MME/RPL10A/RPS18,67,3.903134954814541,GO CC,Mutu
GO:0010494,cytoplasmic stress granule,15/567,15,567,58/8522,58,8522,3.7643878013121617e-6,1.3175357304592565e-4,1.069878638267667e-4,CSDE1/PUM2/PABPC1/PABPC4/KPNB1/DDX6/PRRC2C/G3BP2/MBNL1/LARP1/HNRNPK/ATXN2L/DDX3X/LSM14A/STAU1,15,3.8870644043057836,GO CC,Mutu
GO:0030055,cell-substrate junction,67/567,67,567,261/8522,261,8522,4.984771860490107e-23,8.723350755857687e-21,7.083623170170153e-21,GDI2/RPL18/RHOA/PABPC1/MAP4K4/RPL31/ACTB/PTPRC/RPS5/RPLP0/EZR/RPL3/RPS16/RPS19/RPL19/PFN1/YWHAE/HSPA8/RPS13/HSPA9/ACTR3/GNA13/RPL5/RPL23/RPL27/YWHAQ/LCP1/HMGA1/ACTR2/CLTC/RPS11/RPS8/ARF1/SH3KBP1/RPS3/RPL30/RPL8/ARPC5/ARPC2/RPS14/HNRNPK/ARF6/HSP90B1/B2M/YWHAB/YWHAG/RPS9/CFL1/RPL38/RPL4/RPLP2/ACTG1/PPP1CC/PCBP2/RPL37A/RPS4X/PPP1CB/SYNE2/CNN2/APBB1IP/MAPRE1/CD81/ITGB1/JAK1/MME/RPL10A/RPS18,67,3.858271334644259,GO CC,Mutu
GO:0042470,melanosome,20/567,20,567,82/8522,82,8522,2.610427381366984e-7,9.78910268012619e-6,7.949045785365628e-6,RAB7A/HSP90AA1/HSP90AB1/AHCY/SLC1A5/YWHAE/HSPA8/CCT4/PRDX1/GNA13/CANX/RAN/CLTC/PDIA6/HSP90B1/YWHAB/NAP1L1/ATP1B3/RAB5B/ITGB1,20,3.665849356906268,GO CC,Mutu
GO:0048770,pigment granule,20/567,20,567,82/8522,82,8522,2.610427381366984e-7,9.78910268012619e-6,7.949045785365628e-6,RAB7A/HSP90AA1/HSP90AB1/AHCY/SLC1A5/YWHAE/HSPA8/CCT4/PRDX1/GNA13/CANX/RAN/CLTC/PDIA6/HSP90B1/YWHAB/NAP1L1/ATP1B3/RAB5B/ITGB1,20,3.665849356906268,GO CC,Mutu
GO:0030863,cortical cytoskeleton,11/567,11,567,51/8522,51,8522,4.2408232738502436e-4,0.007545208764303582,0.006126936440186367,ACTB/EZR/CORO1A/COTL1/PPP1R9B/ACTR2/CFL1/HCLS1/MAPRE1/RIMS3/PRKCB,11,3.2417609018916207,GO CC,Mutu
GO:0070161,anchoring junction,76/567,76,567,403/8522,403,8522,2.0537658501856653e-17,1.5403243876392489e-15,1.2507897283085631e-15,GDI2/RPL18/RHOA/PABPC1/MAP4K4/RPL31/ACTB/PTPRC/RPS5/RPLP0/EZR/RPL3/CORO1A/CSK/RPS16/RPS19/RPL19/PFN1/PPP1R9B/YWHAE/HSPA8/EIF4G2/RPS13/HSPA9/ACTR3/GNA13/RPL5/RPL23/RPL27/YWHAQ/CDK4/LCP1/HMGA1/ACTR2/CLTC/RPS11/RPS8/CD53/ARF1/SH3KBP1/RPS3/RPL30/RPL8/ARPC5/ARPC2/RPS14/HNRNPK/ARF6/HSP90B1/B2M/YWHAB/CLIC4/YWHAG/RPS9/CFL1/RPL38/RPL4/RPLP2/GRB2/ACTG1/PPP1CC/PCBP2/RPL37A/RPS4X/PPP1CB/SYNE2/CNN2/APBB1IP/MAPRE1/CD81/ITGB1/JAK1/ATP2A2/MME/RPL10A/RPS18,76,2.8344383613200814,GO CC,Mutu
GO:0071013,catalytic step 2 spliceosome,15/567,15,567,84/8522,84,8522,3.735806676099452e-4,0.007545208764303582,0.006126936440186367,PABPC1/HNRNPC/SNRPD3/DDX5/HNRNPA2B1/SNRPB/HNRNPR/RALY/SYNCRIP/HNRNPU/HNRNPK/SRRM2/HNRNPH1/HNRNPF/SF3B3,15,2.68392542202066,GO CC,Mutu
GO:0036464,cytoplasmic ribonucleoprotein granule,27/567,27,567,171/8522,171,8522,2.0965663166503445e-5,6.879358226508943e-4,5.586245777917037e-4,CSDE1/PSMA4/PUM2/PABPC1/ACTB/RPLP0/PABPC4/RPL28/KPNB1/DDX6/NCL/PRRC2C/CNOT1/LSM4/RPS6/G3BP2/MBNL1/HNRNPU/LARP1/HNRNPK/ATXN2L/TUBB/RPS4X/TOP1/DDX3X/LSM14A/STAU1,27,2.373155109997215,GO CC,Mutu
GO:0035770,ribonucleoprotein granule,27/567,27,567,181/8522,181,8522,5.868063105962391e-5,0.0018121959591942678,0.0014715576209998566,CSDE1/PSMA4/PUM2/PABPC1/ACTB/RPLP0/PABPC4/RPL28/KPNB1/DDX6/NCL/PRRC2C/CNOT1/LSM4/RPS6/G3BP2/MBNL1/HNRNPU/LARP1/HNRNPK/ATXN2L/TUBB/RPS4X/TOP1/DDX3X/LSM14A/STAU1,27,2.2420415680084185,GO CC,Mutu
GO:0099572,postsynaptic specialization,22/567,22,567,152/8522,152,8522,4.3053067071800234e-4,0.007545208764303582,0.006126936440186367,RPLP0/RPS19/EIF3A/PPP1R9B/HSPA8/RPS13/RPL23/ACTR2/ARF1/RPS3/RPL30/RPL8/RPS14/RPL38/RPL14/PHB2/DYNLL2/LZTS1/ABI1/CLSTN1/RPL10A/RPS18,22,2.1753921841641137,GO CC,Mutu
GO:0098552,side of membrane,29/567,29,567,203/8522,203,8522,7.058941677857431e-5,0.0020588579893750843,0.0016718546079136024,CD74/RHOA/GNB1/PTPRC/GNAS/EZR/SLC7A5/PPP1R9B/HSPA8/SLC38A1/GNAI2/GNA13/CANX/RPL27/TMEM123/MS4A1/SYK/B2M/HLA-DRA/HLA-DPA1/HLA-B/CD79B/CD79A/CXCR4/ITGB1/TNFRSF13C/ATP2A2/GNG7/HLA-C,29,2.1471403376165283,GO CC,Mutu
GO:0005681,spliceosomal complex,25/567,25,567,176/8522,176,8522,2.410637478789221e-4,0.005505081111874235,0.0044702914291911075,U2AF2/PABPC1/HNRNPC/WAC/HNRNPH3/SNRPD3/RBM3/DDX5/DHX15/HSPA8/NCL/HNRNPA2B1/SNRPB/HNRNPR/RALY/LSM4/SYNCRIP/HNRNPU/ADAR/HNRNPK/SRRM2/SF1/HNRNPH1/HNRNPF/SF3B3,25,2.1349406766073433,GO CC,Mutu
GO:0009986,cell surface,29/567,29,567,225/8522,225,8522,4.311547865316332e-4,0.007545208764303582,0.006126936440186367,CD74/ENO1/HSP90AA1/PTPRC/HSP90AB1/SLC7A5/C1QBP/ATP5F1B/SLC38A1/CD53/HSPD1/TMEM123/HNRNPU/MS4A1/B2M/CLIC4/HLA-DRA/PHB2/HLA-DPA1/HLA-B/CD38/CD79B/CD79A/CXCR4/ITGB1/TNFRSF13C/CLSTN1/MME/HLA-C,29,1.9371977268273564,GO CC,Mutu
GO:0005667,transcription regulator complex,34/567,34,567,266/8522,266,8522,1.662902787751136e-4,0.004365119817846732,0.0035446085738905795,TCF3/CBX5/RBBP7/TLE5/POU2AF1/HDAC1/SFPQ/DR1/ATF4/ETS1/CDK4/HMGA1/HDGF/PARP1/NONO/HNRNPU/CTBP1/RBBP4/YWHAB/GATAD2A/ATF5/TBL1XR1/HCLS1/XRCC6/HNRNPAB/TFDP1/PRKDC/YY1/CSNK2A1/TFDP2/MAX/JUND/E2F5/LMO4,34,1.9211255652358408,GO CC,Mutu
GO:0097718,disordered domain specific binding,11/562,11,562,24/8475,24,8475,1.1175136901916595e-7,8.479135124329216e-6,7.190318348733178e-6,HSP90AA1/EZR/HSP90AB1/GAPDH/NCOA3/MDM2/CLTC/CALM2/CALM3/RRM1/CALM1,11,6.911699288256227,GO MF,Mutu
GO:0031492,nucleosomal DNA binding,11/562,11,562,28/8475,28,8475,7.526501188637777e-7,3.514297093463947e-5,2.980128810723784e-5,ACTB/HNRNPC/HDAC1/H3-3B/RBBP4/H2AZ1/SMARCC1/H1-2/SMARCB1/SMARCA4/H1-10,11,5.924313675648195,GO MF,Mutu
GO:0003735,structural constituent of ribosome,46/562,46,562,143/8475,143,8475,1.874152485665902e-20,1.1376105587992025e-17,9.646953320953958e-18,RPS20/RPL18/RPL31/RPS5/RPLP0/RPL3/RPS16/RPS19/RPL28/RPL19/RPL34/RPS13/MRPL51/RPS12/RPL5/RPL23/RPL36/RPL27/RPL35/RPS6/RPS24/RPS11/RPL11/RPS8/RPL32/RPL37/RPS3/RPL30/RPL8/RPS14/RPL13/RPS9/RPS21/RPL38/RPL4/RPLP2/RPL35A/RPS23/RPL14/RPL37A/RPS4X/UBA52/MRPL16/RPL15/RPL10A/RPS18,46,4.850931986163303,GO MF,Mutu
GO:0019843,rRNA binding,18/562,18,562,58/8475,58,8475,1.737292829501315e-8,2.6363418687682457e-6,2.235621562174061e-6,RPS5/RPLP0/RPL3/RPS13/RPL5/RPL23/MDM2/RPS11/RPL11/RPL37/RPS3/RPL8/RPS14/EEF2/RPS9/RPS4X/MRPL16/RPS18,18,4.680022088599828,GO MF,Mutu
GO:0003727,single-stranded RNA binding,18/562,18,562,62/8475,62,8475,5.5572280780189646e-8,5.622062405595853e-6,4.7675167195636385e-6,PTBP1/U2AF2/PABPC1/DAZAP1/PABPC4/HNRNPC/KHDRBS1/SYNCRIP/HNRNPDL/HNRNPU/HNRNPH1/CNBP/HNRNPF/DDX3X/LSM14A/EIF4B/MSI2/STRBP,18,4.378085179657904,GO MF,Mutu
GO:0031491,nucleosome binding,15/562,15,562,56/8475,56,8475,2.2328428763549904e-6,8.470847662171745e-5,7.183290569326252e-5,ACTB/HNRNPC/SUPT16H/HDAC1/H3-3B/SSRP1/RBBP4/H2AZ1/SMARCC1/H1-2/SMARCB1/VRK1/ARID1A/SMARCA4/H1-10,15,4.039304778851042,GO MF,Mutu
GO:0003730,mRNA 3'-UTR binding,16/562,16,562,66/8475,66,8475,4.307240657628436e-6,1.3072475395902304e-4,1.1085477271475292e-4,PUM2/PABPC1/DAZAP1/FUS/PABPC4/HNRNPC/DDX5/RPL5/HNRNPA2B1/HNRNPR/HNRNPD/HNRNPU/LARP1/HNRNPA0/TAF15/RNPS1,16,3.655774830152054,GO MF,Mutu
GO:0030295,protein kinase activator activity,11/562,11,562,46/8475,46,8475,1.5624153027270479e-4,0.003059309963726833,0.0025942990934924495,WNK1/TPX2/STK4/CKS2/CALM2/CALM3/CALM1/DDX3X/TCL1A/RGCC/ABI1,11,3.60610397648151,GO MF,Mutu
GO:0003725,double-stranded RNA binding,14/562,14,562,61/8475,61,8475,3.328364913578098e-5,8.417989593924607e-4,7.138466854121448e-4,HSP90AB1/DHX15/TUBA1B/RFTN1/CLTC/HSPD1/MBNL1/HNRNPU/ADAR/DDX3X/LSM14A/EIF4B/STAU1/STRBP,14,3.4609999416603463,GO MF,Mutu
GO:0047485,protein N-terminus binding,19/562,19,562,87/8475,87,8475,2.9905409515775613e-6,1.0084768653375443e-4,8.551897808897237e-5,EIF3E/HDAC1/NCOA3/EIF5A/YWHAQ/MDM2/PARP1/CALM2/CALM3/ARF6/SRRM2/RPS21/SMARCC1/TBL1XR1/PPP1CC/CALM1/PHB2/CSNK2A1/SMARCA4,19,3.2933488771628423,GO MF,Mutu
GO:0019209,kinase activator activity,11/562,11,562,52/8475,52,8475,4.919580371665513e-4,0.007283378745368211,0.00617631528047352,WNK1/TPX2/STK4/CKS2/CALM2/CALM3/CALM1/DDX3X/TCL1A/RGCC/ABI1,11,3.190015056118259,GO MF,Mutu
GO:0003729,mRNA binding,47/562,47,562,226/8475,226,8475,9.372627770154473e-13,1.896395018827922e-10,1.608145606879136e-10,PTBP1/PUM2/PKM/PABPC1/DAZAP1/RPS5/FUS/PABPC4/HNRNPC/EIF3A/C1QBP/DDX5/EIF4G2/DDX6/RPS13/SRSF3/NCL/PAIP2/KHDRBS1/RPL5/HNRNPA2B1/HNRNPR/SYNCRIP/RPL35/HNRNPD/G3BP2/RPS3/HNRNPU/LARP1/RPL30/RPS14/HNRNPK/SRRM2/SF1/CNBP/HNRNPA0/SHMT2/PCBP2/HNRNPAB/DDX3X/LSM14A/TAF15/SRSF5/CPSF6/RBM38/SLBP/RNPS1,47,3.1361209964412806,GO MF,Mutu
GO:0044325,ion channel binding,12/562,12,562,58/8475,58,8475,3.42615828129047e-4,0.005963312655088227,0.005056897404557606,HSP90AB1/PPP1R9B/YWHAE/DIAPH1/YWHAQ/CALM2/CALM3/CALM1/VDAC1/RIMS3/CAMK2D/ATP2A2,12,3.1200147257332187,GO MF,Mutu
GO:0045182,translation regulator activity,22/562,22,562,107/8475,107,8475,1.4788258472337834e-6,6.411766351935046e-5,5.4371867616339855e-5,PABPC1/EIF2AK1/EIF3L/EIF3E/EIF3A/C1QBP/EIF4G2/PAIP2/EIF5A/EIF3H/EIF3M/LARP1/EIF4A2/RPS14/EEF2/CNBP/RPS9/EIF1/SHMT2/EIF4B/EIF4EBP2/EIF2AK3,22,3.1005753816476536,GO MF,Mutu
GO:0005198,structural molecule activity,59/562,59,562,291/8475,291,8475,3.1738409353260403e-15,9.632607238714533e-13,8.168464301970704e-13,RPS20/NDC1/RPL18/RPL31/ACTB/RPS5/RPLP0/RPL3/RPS16/RPS19/EIF3A/RPL28/RPL19/RPL34/RPS13/MRPL51/RPS12/LMNB1/ACTR3/RPL5/TUBA1B/RPL23/RPL36/RPL27/RPL35/RPS6/HMGA1/ACTR2/RPS24/CLTC/RPS11/RPL11/RPS8/RPL32/RPL37/RPS3/RPL30/RPL8/ARPC5/ARPC2/RPS14/RPL13/RPS9/RPS21/RPL38/RPL4/RPLP2/RPL35A/ACTG1/RPS23/RPL14/TUBB/RPL37A/RPS4X/UBA52/MRPL16/RPL15/RPL10A/RPS18,59,3.0574714752173753,GO MF,Mutu
GO:0031490,chromatin DNA binding,13/562,13,562,69/8475,69,8475,5.148915500691224e-4,0.007405850215827203,0.006280171257330273,ACTB/HNRNPC/HDAC1/H3-3B/HNRNPU/RBBP4/H2AZ1/SMARCC1/H1-2/SMARCB1/CTCF/SMARCA4/H1-10,13,2.8411728299551293,GO MF,Mutu
