ID,Description,GeneRatio,n,N,BgRatio,b,B,pvalue,p.adjust,qvalue,geneID,Count,EnrichmentScore,group,status,sample
GO:0006612,protein targeting to membrane,21/211,21,211,198/16847,198,16847,6.609353543811908e-14,1.6144848156566e-11,1.456587675731945e-11,RPL18/RPS5/RPLP0/RPS16/RPS19/RPL28/RPL36/RPL35/RPLP1/RPL11/RPL7A/RPS3/ZDHHC12/RPS14/RPL13/RPSA/RPS9/RPL15/RPLP2/RPL37A/CHMP4A,21,8.468260807123366,GO BP,TE_down,U2932
GO:0006413,translational initiation,20/211,20,211,191/16847,191,16847,3.420767983299471e-13,7.659669642604731e-11,6.910551460998845e-11,RPL18/RPS5/RPLP0/RPS16/RPS19/RPL28/ATF4/RPL36/RPL35/RPLP1/RPL11/RPL7A/RPS3/RPS14/RPL13/RPSA/RPS9/RPL15/RPLP2/RPL37A,20,8.360586585940796,GO BP,TE_down,U2932
GO:0000956,nuclear-transcribed mRNA catabolic process,20/211,20,211,206/16847,206,16847,1.4233349009116921e-12,2.941923752884397e-10,2.6542026532790504e-10,RPL18/RPS5/RPLP0/RPS16/RPS19/RPL28/EXOSC8/RPL36/RPL35/RPLP1/RPL11/RPL7A/RPS3/RPS14/RPL13/RPSA/RPS9/RPL15/RPLP2/RPL37A,20,7.75180600929462,GO BP,TE_down,U2932
GO:0009142,nucleoside triphosphate biosynthetic process,7/211,7,211,76/16847,76,16847,4.601646144627931e-5,0.0037468555123076515,0.003380411824905303,NME3/STOML2/DTYMK/TYMS/CYC1/NME1/NME2,7,7.354015964080819,GO BP,TE_down,U2932
GO:0070125,mitochondrial translational elongation,8/211,8,211,88/16847,88,16847,1.443908741979105e-5,0.0014922241498837904,0.0013462841428250525,MRPS34/MRPS25/MRPL57/AURKAIP1/GADD45GIP1/MRPL54/MRPL53/MRPL12,8,7.258509263248601,GO BP,TE_down,U2932
GO:0070126,mitochondrial translational termination,8/211,8,211,89/16847,89,16847,1.569642851101105e-5,0.0015620853114476554,0.0014093128600724542,MRPS34/MRPS25/MRPL57/AURKAIP1/GADD45GIP1/MRPL54/MRPL53/MRPL12,8,7.176952979391874,GO BP,TE_down,U2932
GO:0006414,translational elongation,11/211,11,211,130/16847,130,16847,7.244925551998167e-7,9.733557479109536e-5,8.781612392764095e-5,MRPS34/EEF2K/MRPS25/RPLP1/MRPL57/AURKAIP1/RPLP2/GADD45GIP1/MRPL54/MRPL53/MRPL12,11,6.7559970834852345,GO BP,TE_down,U2932
GO:0006415,translational termination,8/211,8,211,105/16847,105,16847,5.2231101226956486e-5,0.0041277932057891785,0.0037240936881015726,MRPS34/MRPS25/MRPL57/AURKAIP1/GADD45GIP1/MRPL54/MRPL53/MRPL12,8,6.083322049198827,GO BP,TE_down,U2932
GO:0006402,mRNA catabolic process,28/211,28,211,372/16847,372,16847,2.4073321017047777e-14,7.18722373031193e-12,6.48431091254515e-12,RPL18/RPS5/PSMC5/RPLP0/APEX1/PSMA7/RPS16/RPS19/RPL28/PSMD3/SET/EXOSC8/RPL36/RPL35/RPLP1/ANP32A/RPL11/SERBP1/RPL7A/RPS3/RPS14/RPL13/RPSA/RPS9/RPL15/RPLP2/HNRNPA0/RPL37A,28,6.009733476023035,GO BP,TE_down,U2932
GO:0032543,mitochondrial translation,10/211,10,211,135/16847,135,16847,7.749114255683551e-6,8.328748002008681e-4,7.514193739300724e-4,MRPS34/MRPS25/UQCC2/MRPL57/AURKAIP1/GADD45GIP1/NGRN/MRPL54/MRPL53/MRPL12,10,5.914340881165525,GO BP,TE_down,U2932
GO:0006401,RNA catabolic process,30/211,30,211,410/16847,410,16847,5.60125166075353e-15,2.1500804589206763e-12,1.939801890934644e-12,RPL18/RPS5/PSMC5/RPLP0/APEX1/PSMA7/RPS16/RPS19/RPL28/PSMD3/SET/EXOSC8/TRIR/RPL36/RPL35/RPLP1/ANP32A/RPL11/SERBP1/RPL7A/RPS3/RPS14/RPL13/RPSA/RPS9/RNASEH2C/RPL15/RPLP2/HNRNPA0/RPL37A,30,5.842214772858629,GO BP,TE_down,U2932
GO:0090150,establishment of protein localization to membrane,24/211,24,211,329/16847,329,16847,3.8033235316162445e-12,7.299664521037749e-10,6.585754957377602e-10,RPL18/RPS5/RPLP0/TOMM22/CSK/RPS16/RPS19/RPL28/RPL36/RPL35/RPLP1/RPL11/RPL7A/RPS3/RILPL2/ZDHHC12/RPS14/RPL13/RPSA/RPS9/RPL15/RPLP2/RPL37A/CHMP4A,24,5.824457281147812,GO BP,TE_down,U2932
GO:0016072,rRNA metabolic process,15/211,15,211,230/16847,230,16847,2.132467890530348e-7,3.581213263659403e-5,3.2309694420338105e-5,TSR3/RPS16/FBL/RPS19/NOP53/GAR1/EXOSC8/TRIR/RPL35/RPL11/RPL7A/RPS14/RPS9/NOC4L/BOP1,15,5.207191427982691,GO BP,TE_down,U2932
GO:0006364,rRNA processing,14/211,14,211,219/16847,219,16847,6.968329994190527e-7,9.733557479109536e-5,8.781612392764095e-5,TSR3/RPS16/FBL/RPS19/NOP53/GAR1/EXOSC8/RPL35/RPL11/RPL7A/RPS14/RPS9/NOC4L/BOP1,14,5.104157198814084,GO BP,TE_down,U2932
GO:0140053,mitochondrial gene expression,10/211,10,211,165/16847,165,16847,4.436774385534392e-5,0.00372550399185341,0.0033611484900939823,MRPS34/MRPS25/UQCC2/MRPL57/AURKAIP1/GADD45GIP1/NGRN/MRPL54/MRPL53/MRPL12,10,4.839006175499066,GO BP,TE_down,U2932
GO:0042254,ribosome biogenesis,17/211,17,211,300/16847,300,16847,2.446391888498214e-7,3.866738237879236e-5,3.4885699809358434e-5,TSR3/RPS5/RPLP0/RPS16/FBL/RPS19/NOP53/GAR1/EXOSC8/RPL35/RPL11/RPL7A/RPS14/RPSA/RPS9/NOC4L/BOP1,17,4.524470774091626,GO BP,TE_down,U2932
GO:0006605,protein targeting,24/211,24,211,431/16847,431,16847,1.0078514275109965e-9,1.8053978571480318e-7,1.628829359689702e-7,RPL18/RPS5/RPLP0/TOMM22/RPS16/RPS19/RPL28/AIP/RPL36/OS9/RPL35/RPLP1/RPL11/RPL7A/RPS3/ZDHHC12/RPS14/RPL13/RPSA/RPS9/RPL15/RPLP2/RPL37A/CHMP4A,24,4.44604743734949,GO BP,TE_down,U2932
GO:0022618,ribonucleoprotein complex assembly,10/211,10,211,188/16847,188,16847,1.320653175122052e-4,0.009098961747571676,0.008209080330110892,RPS5/RPLP0/SF3A2/RPS19/NOP53/SRSF9/RPL11/RPS14/RPSA/BOP1,10,4.247000100836947,GO BP,TE_down,U2932
GO:0022613,ribonucleoprotein complex biogenesis,19/211,19,211,431/16847,431,16847,2.1598654713308173e-6,2.576260618090913e-4,2.3243014919645754e-4,TSR3/RPS5/RPLP0/SF3A2/RPS16/FBL/RPS19/NOP53/GAR1/SRSF9/EXOSC8/RPL35/RPL11/RPL7A/RPS14/RPSA/RPS9/NOC4L/BOP1,19,3.5197875545683464,GO BP,TE_down,U2932
GO:1903311,regulation of mRNA metabolic process,15/211,15,211,344/16847,344,16847,2.988944266384551e-5,0.0027694114633707895,0.00249856212177264,JMJD6/DAZAP1/PSMC5/APEX1/PSMA7/HNRNPL/PSMD3/SRSF9/SET/EXOSC8/RBM42/ANP32A/SERBP1/HNRNPA0/HSF1,15,3.481552408244241,GO BP,TE_down,U2932
GO:0034470,ncRNA processing,16/211,16,211,388/16847,388,16847,3.1888046872719936e-5,0.002856106064899949,0.002576777963083299,TSR3/RPS16/FBL/RPS19/NOP53/GAR1/EXOSC8/GTPBP3/RPL35/RPL11/RPL7A/QTRT2/RPS14/RPS9/NOC4L/BOP1,16,3.292519665803489,GO BP,TE_down,U2932
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,16/211,16,211,418/16847,418,16847,7.724204505958398e-5,0.0057652604187528374,0.005201416075211167,ARAF/PSMC5/PSMA7/STUB1/NOP53/FBXL15/PSMD3/CDC20/OS9/DERL1/RPL11/CCNF/UBXN1/TMUB1/RAD23A/DDRGK1,16,3.05621442663099,GO BP,TE_down,U2932
GO:0034660,ncRNA metabolic process,18/211,18,211,480/16847,480,16847,3.578646409752883e-5,0.003101878355808386,0.002798513644027467,TSR3/RPS16/FBL/RPS19/NOP53/GAR1/EXOSC8/TRIR/GTPBP3/RPL35/RPL11/RPL7A/QTRT2/RPS14/RPS9/NOC4L/BOP1/AARSD1,18,2.9941350710900476,GO BP,TE_down,U2932
GO:0022625,cytosolic large ribosomal subunit,12/216,12,216,55/17646,55,17646,2.301191610287436e-12,1.514184079569133e-10,1.2402211625970184e-10,RPL18/RPLP0/RPL28/RPL36/RPL35/RPLP1/RPL11/RPL7A/RPL13/RPL15/RPLP2/RPL37A,12,17.824242424242424,GO CC,TE_down,U2932
GO:0022626,cytosolic ribosome,19/216,19,216,106/17646,106,17646,3.673598798190848e-17,4.02871334868263e-15,3.299794008199499e-15,RPL18/RPS5/RPLP0/RPS16/RPS19/RPL28/RPL36/RPL35/RPLP1/RPL11/RPL7A/RPS3/RPS14/RPL13/RPSA/RPS9/RPL15/RPLP2/RPL37A,19,14.643343815513628,GO CC,TE_down,U2932
GO:0022627,cytosolic small ribosomal subunit,7/216,7,216,46/17646,46,17646,1.3333894436043406e-6,6.2669303849404e-5,5.133048083649793e-5,RPS5/RPS16/RPS19/RPS3/RPS14/RPSA/RPS9,7,12.431763285024154,GO CC,TE_down,U2932
GO:0015934,large ribosomal subunit,17/216,17,216,113/17646,113,17646,3.708585233096792e-14,3.0503113542221117e-12,2.4984153149283655e-12,NDUFAB1/RPL18/RPLP0/RPL28/RPL36/RPL35/RPLP1/RPL11/RPL7A/RPL13/MRPL57/RPL15/RPLP2/MRPL54/RPL37A/MRPL53/MRPL12,17,12.29031465093412,GO CC,TE_down,U2932
GO:0044391,ribosomal subunit,25/216,25,216,183/17646,183,17646,3.0107438229545765e-19,4.952673588760278e-17,4.056581150928272e-17,NDUFAB1/RPL18/MRPS34/RPS5/RPLP0/RPS16/RPS19/RPL28/RPL36/RPL35/RPLP1/RPL11/RPL7A/RPS3/RPS14/RPL13/RPSA/RPS9/MRPL57/RPL15/RPLP2/MRPL54/RPL37A/MRPL53/MRPL12,25,11.16044323011536,GO CC,TE_down,U2932
GO:0005840,ribosome,29/216,29,216,223/17646,223,17646,1.4342162364338481e-21,4.718571417867361e-19,3.864835331863844e-19,NDUFAB1/RPL18/MRPS34/RPS5/RPLP0/APEX1/RPS16/RPS19/RPL28/RPL36/MRPS25/RPL35/RPLP1/RPL11/RPL7A/RPS3/RPS14/RPL13/RPSA/RPS9/MRPL57/RPL15/AURKAIP1/RPLP2/GADD45GIP1/MRPL54/RPL37A/MRPL53/MRPL12,29,10.623941205779772,GO CC,TE_down,U2932
GO:0015935,small ribosomal subunit,8/216,8,216,73/17646,73,17646,3.0061963515776084e-6,1.2362982495862915e-4,1.0126135078998261e-4,MRPS34/RPS5/RPS16/RPS19/RPS3/RPS14/RPSA/RPS9,8,8.95281582952816,GO CC,TE_down,U2932
GO:0000777,condensed chromosome kinetochore,7/216,7,216,104/17646,104,17646,2.906705485272678e-4,0.008693691860497373,0.007120733054830675,BIRC5/CENPM/SPC24/CDT1/CENPX/HSF1/SPOUT1,7,5.49866452991453,GO CC,TE_down,U2932
GO:0001726,ruffle,9/216,9,216,178/17646,178,17646,3.528904971634955e-4,0.009675081130565836,0.007924558532794286,TESC/SH2D3C/PACSIN2/SLC9A3R1/DBNL/RPS3/ARHGAP45/NME1/NME2,9,4.13061797752809,GO CC,TE_down,U2932
GO:0005743,mitochondrial inner membrane,21/216,21,216,467/17646,467,17646,3.106978440879123e-7,1.7036598450820523e-5,1.3954148787106237e-5,NDUFAB1/MRPS34/NDUFB7/SLC25A1/NDUFC1/PTPMT1/UQCR11/MRPS25/UQCC2/RPS3/STOML2/SPNS1/MRPL57/UCP2/AURKAIP1/COX8A/TYMS/CYC1/MRPL54/MRPL53/MRPL12,21,3.6736259814418273,GO CC,TE_down,U2932
GO:0005925,focal adhesion,15/216,15,216,413/17646,413,17646,1.8053034431584253e-4,0.006599387031101355,0.005405352999398326,RPL18/RPS5/RPLP0/PACSIN2/RPS16/RPS19/PDLIM1/PFN1/RPLP1/RPL7A/RPS3/RPS14/RPS9/RPLP2/RPL37A,15,2.9671105730427763,GO CC,TE_down,U2932
GO:0030055,cell-substrate junction,15/216,15,216,421/17646,421,17646,2.2202092361508127e-4,0.007304488386936174,0.00598287962583798,RPL18/RPS5/RPLP0/PACSIN2/RPS16/RPS19/PDLIM1/PFN1/RPLP1/RPL7A/RPS3/RPS14/RPS9/RPLP2/RPL37A,15,2.910728424386382,GO CC,TE_down,U2932
GO:0003735,structural constituent of ribosome,24/217,24,217,156/17256,156,17256,1.709332067621605e-19,7.96548743511668e-17,7.071236869213588e-17,RPL18/MRPS34/RPS5/RPLP0/RPS16/RPS19/RPL28/RPL36/MRPS25/RPL35/RPLP1/RPL11/RPL7A/RPS3/RPS14/RPL13/RPSA/RPS9/MRPL57/RPL15/RPLP2/MRPL54/RPL37A/MRPL12,24,12.233959588798298,GO MF,TE_down,U2932
GO:0019205,nucleobase-containing compound kinase activity,6/217,6,217,42/17256,42,17256,1.32663672294504e-5,0.002060709042974629,0.0018293622179557925,PNKP/NME3/DTYMK/CARD11/NME1/NME2,6,11.360105332455564,GO MF,TE_down,U2932
GO:0019843,rRNA binding,8/217,8,217,63/17256,63,17256,1.1753122206944009e-6,2.738477474217954e-4,2.4310405406994712e-4,RPS5/RPLP0/NOP53/RPL11/RPS3/RPS14/RPS9/NGRN,8,10.097871406627167,GO MF,TE_down,U2932
GO:0003729,mRNA binding,13/217,13,217,293/17256,293,17256,8.977954794783897e-5,0.008367453868738592,0.007428076282842256,DAZAP1/RPS5/HNRNPL/EXOSC8/MBD2/RPL35/SERBP1/RPS3/RPS14/PCBP1/TYMS/HNRNPA0/HNRNPAB,13,3.5282238404554818,GO MF,TE_down,U2932
