ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,164,-0.34342001786932236,-1.670069161280023,0.0024449877750611247,0.009110787172011662,0.004603345097437471,2101,"tags=28%, list=17%, signal=24%",EEF1AKMT1/ENO3/PNP/DHRS3/GBP4/DCPS/IL2RB/TNFRSF21/PLSCR1/COL6A1/CTSZ/CSF1/BHLHE40/SOCS2/SLC29A2/BATF3/SELP/AHCY/CD44/GSTO1/TNFRSF1B/SERPINB6/TNFRSF4/GLIPR2/PIM1/CCND2/S100A1/IRF4/SLC1A5/NCS1/FAH/CAPN3/FLT3LG/WLS/TNFRSF18/IFITM3/BCL2L1/CAPG/HIPK2/BATF/LTB/CXCL10/SELL/ITIH5/XBP1
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,179,-0.5237032783519625,-2.5717187099631773,0.002512562814070352,0.009110787172011662,0.004603345097437471,2638,"tags=51%, list=21%, signal=41%",CFH/HLA-DMA/SRI/EPSTI1/CMTR1/ADAR/SECTM1/TAP1/CD40/GPR18/NFKBIA/CCL5/PSMB2/PSMB8/ST3GAL5/RNF31/CMKLR1/IRF9/RBCK1/SAMD9L/STAT2/SP110/BTG1/APOL6/PNP/GBP4/IL2RB/PLSCR1/HLA-DRB1/SERPING1/IRF1/TRIM26/PSMB10/IRF5/IFI27/ZBP1/SLC25A28/ISG15/OAS2/XAF1/HLA-DQA1/PARP12/UPP1/IL18BP/SELP/STAT3/CASP4/IL15RA/METTL7B/HLA-B/CFB/PSME2/PSME1/PML/TRIM21/WARS/VAMP8/IFI30/C1R/NLRC5/C1S/PIM1/IFI44/VCAM1/PTPN1/IRF4/IFI35/TNFAIP2/HLA-A/HLA-G/IDO1/VAMP5/UBE2L6/MX2/IFI44L/IFITM3/TXNIP/CXCL11/PSMB9/CXCL9/PARP14/PTPN6/BST2/HLA-DQA1/IRF7/MT2A/LY6E/IFITM2/CXCL10/MX1/CDKN1A
HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,199,-0.30013209656705975,-1.501421788392505,0.002551020408163265,0.009110787172011662,0.004603345097437471,4025,"tags=40%, list=33%, signal=27%",HSPD1/SNRPA/EIF2S2/MAD2L1/SNRPD1/UBE2L3/TARDBP/VDAC1/PSMD8/RPS10/PSMD1/PCBP1/SSBP1/PCNA/SNRPD3/SRM/NOP16/CANX/RPLP0/KARS/PTGES3/MCM7/HDGF/BUB3/PSMA2/STARD7/CCT4/EIF3D/MRPL9/EIF3B/NOP56/ERH/MCM2/PSMA4/SRSF2/LSM7/RAN/CCT7/PA2G4/PSMB2/DUT/TRIM28/VDAC3/SLC25A3/AIMP2/POLE3/PPM1G/POLD2/SNRPD2/PRPF31/HSP90AB1/APEX1/TUFM/NHP2/MRPS18B/KPNA2/PHB2/RUVBL2/PPIA/RNPS1/NDUFAB1/EXOSC7/ILF2/PRDX4/RRP9/FBL/CYC1/NME1/PHB/COX5A/LSM2/HSPE1/CDK4/MRPL23/PSMB3/SNRPG/PSMA7/PSMC4
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,199,-0.4382399536071052,-2.1923113936026914,0.002551020408163265,0.009110787172011662,0.004603345097437471,3435,"tags=50%, list=28%, signal=36%",ACAA2/MGST3/GPX4/OXA1L/TOMM22/NDUFB6/BDH2/TIMM8B/BCKDHA/NDUFA4/SUCLG1/COX7A2/ATP5PO/COX4I1/NDUFS3/ECHS1/PDK4/ATP5F1A/NDUFS7/COX17/SLC25A4/GRPEL1/MDH1/HTRA2/NDUFB7/ECI1/ATP5F1B/NDUFS2/COX5B/LDHB/COX6C/NDUFS6/ATP5MF/TCIRG1/VDAC3/SLC25A3/IDH3G/SDHC/GPI/AIFM1/NDUFA8/UQCRQ/ECH1/POLR2F/NDUFB1/ISCU/SDHA/COX7B/MDH2/FH/MRPS11/NDUFS8/PHB2/NDUFV1/NDUFC1/ATP5F1D/TIMM13/NDUFAB1/ATP5ME/ATP6AP1/NDUFB2/UQCRFS1/UQCR11/NDUFB8/UQCR10/UQCRH/ATP5PD/IDH3B/ATP6V0E1/CYC1/SURF1/UQCRC1/BAX/COX5A/ATP6V0B/COX6A1/ATP5MG/ATP5F1E/COX7C/HSD17B10/SLC25A11/NDUFA2/NDUFA1/ATP5MC3/MRPL11/ATP6V1F/MRPS12/NDUFC2/COX6B1/NDUFA9/NDUFA3/MAOB/ETFB/ATP5MC2/ATP6V0C/TIMM10/COX8A/ATP5MC1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,109,-0.3406411733755746,-1.5434219943810417,0.004651162790697674,0.014064697609001406,0.007106373528758606,1794,"tags=25%, list=15%, signal=21%",EXOSC5/EXOSC1/DNAJC3/DCTN1/SRPRB/NHP2/ZBTB17/CXXC1/HSP90B1/ARFGAP1/PREB/RRP9/EXOSC4/H2AFX/CALR/VEGFA/DDIT4/YIF1A/CKS1B/ATP6V0D1/IMP3/HYOU1/BANF1/ERN1/EIF4EBP1/XBP1
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,134,-0.3311902374269108,-1.5692215822267963,0.004694835680751174,0.014064697609001406,0.007106373528758606,2205,"tags=42%, list=18%, signal=35%",KARS/PTGES3/TMEM97/IGF1/CNDP2/MCCC2/ARG2/PTGR1/KYNU/ASL/TKFC/PDK4/GABARAPL1/APOE/NINJ1/NFS1/LCAT/PINK1/PYCR1/SPINT2/DHPS/TNFRSF1A/ECH1/PGD/NQO1/ACP2/DDT/CYP27A1/PSMB10/SERTAD1/UPP1/DHRS1/AHCY/ACOX3/CFB/BLVRB/SLC35B1/GSTO1/ITIH4/DCXR/EPHX1/FBLN1/SLC1A5/NDRG2/FAH/SMOX/GSTM4/HMOX1/IGFBP4/EPHA2/FBP1/TMEM176B/MT2A/JUP/PTGDS
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,177,-0.31226219533459004,-1.5308815148549477,0.005,0.014064697609001406,0.007106373528758606,3162,"tags=38%, list=26%, signal=29%",MIGA2/SUCLG1/ATP5PO/ELMOD3/TOB1/NDUFS3/ADCY6/ANGPTL4/ECHS1/ALDOA/APOE/SOD1/GRPEL1/NDUFB7/GPD2/ESYT1/ATP1B3/DGAT1/IDH3G/SDHC/AK2/COQ9/AIFM1/SLC19A1/UQCRQ/ECH1/PIM3/SLC27A1/MYLK/SLC25A10/ENPP2/DDT/COX7B/PEX14/MDH2/PFKL/ITGA7/QDPR/SLC5A6/TALDO1/CAVIN2/JAGN1/NDUFAB1/EPHX2/UQCR11/UQCR10/PREB/CHCHD10/SLC25A1/RAB34/CYC1/ARAF/UQCRC1/FZD4/COX6A1/LIFR/SQOR/SLC1A5/SULT1A1/FAH/HSPB8/ETFB/COX8A/UCP2/DHCR7/C3/ITIH5
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,173,-0.32198909938477244,-1.5673003195536819,0.005063291139240506,0.014064697609001406,0.007106373528758606,2417,"tags=33%, list=20%, signal=27%",TP53/RAP2B/COQ8A/TAP1/PHLDA3/LDHB/HINT1/RPS27L/HRAS/SERTAD3/SPHK1/ITGB4/VWA5A/BTG1/ADA/CTSF/BAK1/IP6K2/SAT1/CDK5R1/ISCU/FUCA1/HDAC3/DGKA/RCHY1/RRP8/FAM162A/UPP1/FDXR/PTPN14/KLF4/MAPKAPK3/TRIB3/TRAF4/BAX/TM4SF1/IER5/DCXR/HIST1H1C/VAMP8/TGFA/IFI30/DDIT4/ABHD4/EPHX1/CCND2/TCN2/IER3/TXNIP/HMOX1/EPHA2/BLCAP/S100A4/CDKN2A/SDC1/CDKN1A
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,162,-0.3079998468508281,-1.4975563920902761,0.007075471698113208,0.018619662363455813,0.009407829404693464,2942,"tags=35%, list=24%, signal=27%",CLN6/HAX1/TSTA3/CHPF2/MIF/TPBG/ALDOA/QSOX1/SRD5A3/GNPDA1/SOD1/MDH1/IL13RA1/PMM2/PLOD1/ALG1/RBCK1/B3GAT3/HSPA5/SDHC/SPAG4/FKBP4/ENO1/TPI1/SLC25A10/ENO2/GALK1/NSDHL/MDH2/TALDO1/PPIA/GALE/FAM162A/PRPS1/GOT1/ALDH7A1/AK4/AKR1A1/SLC37A4/CD44/IGFBP3/TGFA/VEGFA/DDIT4/EGFR/B4GALT7/PSMC4/GMPPA/POLR3K/PYGB/IER3/LHPP/B4GALT1/CHST12/CHST2/SDC1
HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,34,0.46847105405720063,1.6376277354248243,0.008944543828264758,0.021994941163532386,0.011113233429995312,257,"tags=15%, list=2%, signal=14%",JAG2/LEF1/PTCH1/FZD1/WNT5B
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,123,-0.31399340576190704,-1.4601679425091754,0.009237875288683603,0.021994941163532386,0.011113233429995312,3504,"tags=42%, list=28%, signal=30%",TMBIM6/PRPF3/SQSTM1/TARS/STK25/STIP1/CHRNA5/KLHDC3/ICAM1/IL6ST/SPR/ALDOA/BSG/SLC25A4/GRPEL1/MMP14/TAP1/RHOB/NFKBIA/NXF1/DGAT1/STARD3/MGAT1/BTG1/BAK1/POLE3/RXRB/PSMC3/FKBP4/POLR2H/ENO2/FOSB/PPP1R2/RPN1/IRF1/GRINA/BCL2L11/YKT6/PDAP1/AP2S1/H2AFX/TUBA4A/PPIF/MRPL23/EPHX1/ATP6V1F/SULT1A1/UROD/HMOX1/HLA-F/SELENOW
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,142,-0.3017346352641824,-1.4387004109568,0.011547344110854504,0.02624396388830569,0.01326010806988077,2545,"tags=28%, list=21%, signal=23%",JAM3/PLCG1/AKT2/GTF2F1/SRC/STX4/ATP1A3/EPB41L2/LAYN/HRAS/ITGB4/SORBS3/RHOF/VWF/CLDN15/TUBG1/TMEM8B/RRAS/PFN1/CD209/NECTIN2/ZYX/FLNC/MVD/PIK3R3/VCAM1/EGFR/LDLRAP1/MMP2/VAV2/ICAM2/CD34/FSCN1/B4GALT1/CLDN5/MMP9/CADM3/JUP/CX3CL1
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,196,-0.27984019878483496,-1.3951958535119644,0.015228426395939087,0.03310527477378062,0.01672687567517337,2124,"tags=24%, list=17%, signal=20%",HSPA5/PSMB5/LDLR/GPI/PNP/SERP1/ENO1/TPI1/EEF1E1/RPN1/HMBS/TUBG1/PSMD13/BHLHE40/PFKL/QDPR/SLC9A3R1/PPIA/YKT6/NFKBIB/PDAP1/HSP90B1/GOT1/FDXR/RRP9/TRIB3/AK4/SLC37A4/HSPE1/CALR/WARS/IFI30/TUBA4A/DDIT4/FADS2/PIK3R3/SLC1A5/PSMC4/EBP/LGMN/SDF2L1/FADS1/ATP5MC1/DHCR7/CFP/CDKN1A/XBP1
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,122,0.3251921127764442,1.4422607793583315,0.015901060070671377,0.03312720848056537,0.016737957969127762,2717,"tags=37%, list=22%, signal=29%",SCHIP1/SCHIP1/PRKAR2B/IRS1/SNAI2/PRKCE/COL3A1/SCAF8/SYNE1/GCNT1/COL1A1/PTEN/VLDLR/ADD3/CDK13/LTBP1/KCNMA1/MAP1B/NR3C1/COL5A2/AGGF1/NRP1/ATP2C1/TOGARAM1/RASA2/SMAD3/PHF3/DLG1/MAP2K5/CITED2/ATP2B1/F3/INSIG1/IGFBP5/COL1A2/NIPBL/RGS4/FHL2/SERPINE1/MYC/DYRK1A/MAPK14/MGLL/SYNJ2/MRPS31/LAMC1
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,174,-0.27616663669153185,-1.3482244484978885,0.022670025188916875,0.04534005037783375,0.02290865703301074,2907,"tags=29%, list=24%, signal=23%",KYNU/EIF1/NFKB2/TRIP10/MSC/CD80/GADD45B/PLPP3/NINJ1/TAP1/RHOB/CD83/NFKBIA/CCL5/SPHK1/BTG1/LDLR/HES1/SAT1/FOSB/CSF1/PTGER4/BHLHE40/IRF1/CCND1/FJX1/EFNA1/NFKBIE/KLF4/BCL3/IL15RA/CD44/IER5/VEGFA/EGR3/BCL2A1/TNFAIP2/IER3/TNF/CXCL11/DUSP1/B4GALT1/MARCKS/IER2/IL7R/SDC4/DUSP5/CXCL10/CDKN1A/KLF2
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,70,-0.3271954093664341,-1.373425565443615,0.04555808656036447,0.08761170492377783,0.04426696669832984,804,"tags=21%, list=7%, signal=20%",LFNG/CAMK1D/SYNPO/SIDT1/PDK2/GP1BA/STAG3/IFI44L/CLSTN3/GPRC5C/TCL1A/CHST2/MX1/VPREB1
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,166,-0.2589231579981896,-1.2538032008663758,0.05198019801980198,0.09625962596259625,0.04863644259162759,2042,"tags=23%, list=17%, signal=20%",BTG1/GPI/PRDX5/PDGFB/SIAH2/ENO1/TPI1/MT1E/ENO2/GALK1/BHLHE40/PFKL/CAVIN3/FAM162A/EFNA1/SLC25A1/AK4/NAGK/SLC37A4/IGFBP3/VEGFA/DDIT4/SRPX/PIM1/EGFR/SELENBP1/IER3/HMOX1/DUSP1/CSRP2/LARGE1/FBP1/S100A4/MT2A/CHST2/SDC4/CDKN1A/PLAC8
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,194,0.26570503777761256,1.258761117827128,0.07011686143572621,0.12043512043512043,0.060851429272481904,3210,"tags=34%, list=26%, signal=25%",RAPGEF5/FGD6/CCDC88A/BRCA2/RICTOR/CNTRL/ARFGEF1/PKD2/PPP4R2/KIF20B/LATS1/ROCK1/MYO1E/TTK/TUBGCP5/SMC4/ARHGEF12/ALMS1/CEP57/RAPGEF6/HOOK3/CENPF/KIF5B/KIF3C/NIN/ANLN/CENPE/CDC27/PCM1/STK38L/KNTC1/PALLD/CD2AP/CENPJ/SORBS2/RASA2/RANBP9/DLG1/KIF11/CEP131/KIF15/TLK1/CEP192/WASL/TOP2A/APC/NUSAP1/NF1/FBXO5/BCAR1/NDC80/EPB41/RABGAP1/MARK4/DYNC1H1/PLEKHG2/RFC1/BUB1/SOS1/DOCK4/MYO9B/LMNB1/RASAL2/ABI1/NEDD9
HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,65,-0.3206098204934903,-1.321557812464228,0.07093821510297482,0.12043512043512043,0.060851429272481904,2128,"tags=26%, list=17%, signal=22%",LSS/LDLR/ATF5/ECH1/PLSCR1/NSDHL/TRIB3/MVD/STX5/FADS2/EBP/LGMN/ETHE1/GSTM2/DHCR7/CLU
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,131,-0.26576731542898463,-1.256489169470903,0.07226107226107226,0.12043512043512043,0.060851429272481904,1106,"tags=16%, list=9%, signal=15%",GPRC5B/ETV5/TSPAN13/KLF4/CFB/KCNN4/IGFBP3/TNFRSF1B/RBM4/CD37/CCND2/TSPAN7/IL2RG/TMEM176A/TMEM176B/IL7R/APOD/CXCL10/MMP9/JUP
HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,28,-0.4074354700572895,-1.4057028649343282,0.07829977628635347,0.12628996175218302,0.06380966488531353,2048,"tags=32%, list=17%, signal=27%",IL2RB/AKAP7/TMEM8B/MDGA1/SRPX/IL2RG/B4GALT1/CX3CL1
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,138,-0.2581216361316485,-1.2268190689138991,0.0892018779342723,0.13937793427230047,0.07042253521126761,1971,"tags=22%, list=16%, signal=19%",DHRS3/RRP12/SIAH2/FKBP4/KRT8/BHLHE40/CCND1/SLC9A3R1/OVOL2/KRT18/GJA1/BCL11B/KLF4/RARA/BLVRB/TUBB2B/GAB2/MINDY1/CD44/NBL1/PPIF/EGR3/NXT1/HSPB8/IGFBP4/B4GALT1/SYNGR1/DHCR7/FCMR/XBP1
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,67,0.30595083241528803,1.2394912137882548,0.11795774647887323,0.1787238583013231,0.09030258103645798,3939,"tags=42%, list=32%, signal=29%",ARL4A/RAD17/TOPBP1/TTK/CCT6B/PRKAR2A/STRBP/DBF4/CSNK2A2/AGFG1/CLVS1/SIRT1/TLE4/LPIN1/MTOR/HSPA2/SLC2A5/BUB1/TSN/GMCL1/NEK2/MAST2/CNIH2/ZC3H14/MLLT10/CHFR/DMC1/CDK1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,154,-0.24264429994690895,-1.1719483529712604,0.12941176470588237,0.19031141868512114,0.09615734838827174,1736,"tags=21%, list=14%, signal=19%",ENO2/NOTCH2/EFEMP2/FUCA1/PCOLCE/COLGALT1/GJA1/GREM1/NNMT/MFAP5/CD44/IGFBP3/HTRA1/DST/VEGFA/VCAM1/FBLN1/PPIB/LOXL1/MGP/MMP2/ABI3BP/IGFBP4/PDLIM4/FMOD/LGALS1/CAPG/TIMP1/SDC4/IL32/EMP3/SDC1
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,120,-0.24867342146110372,-1.1561388134249804,0.17045454545454544,0.23861967694566813,0.12056573150939022,2042,"tags=19%, list=17%, signal=16%",MEF2D/SPHK1/ITGB4/SORBS3/MYLK/NQO1/CRYAB/BHLHE40/ITGA7/ATP6AP1/APLNR/SOD3/IGFBP3/FABP3/FHL1/HSPB8/LARGE1/ACHE/APOD/CKB/CDKN1A/CLU
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,30,-0.35368235114985686,-1.2430702409456724,0.17180616740088106,0.23861967694566813,0.12056573150939022,1971,"tags=30%, list=16%, signal=25%",NOTCH2/CCND1/DTX1/ARRB1/RBX1/FZD7/LFNG/DTX4
