ensembl,external_gene_name,entrezgene_id
ENSG00000107854,TNKS2,80351
ENSG00000107862,GBF1,8729
ENSG00000107863,ARHGAP21,57584
ENSG00000107872,FBXL15,79176
ENSG00000107874,CUEDC2,79004
ENSG00000107890,ANKRD26,22852
ENSG00000107897,ACBD5,91452
ENSG00000107929,LARP4B,23185
ENSG00000107937,GTPBP4,23560
ENSG00000107938,EDRF1,26098
ENSG00000107949,BCCIP,56647
ENSG00000107951,MTPAP,55149
ENSG00000107959,PITRM1,10531
ENSG00000107968,MAP3K8,1326
ENSG00000108010,GLRX3,10539
ENSG00000108021,TASOR2,54906
ENSG00000108039,XPNPEP1,7511
ENSG00000108055,SMC3,9126
ENSG00000108061,SHOC2,8036
ENSG00000108064,TFAM,7019
ENSG00000108091,CCDC6,8030
ENSG00000108094,CUL2,8453
ENSG00000108100,CCNY,219771
ENSG00000108106,UBE2S,27338
ENSG00000108107,RPL28,6158
ENSG00000108179,PPIF,10105
ENSG00000108256,NUFIP2,57532
ENSG00000108262,GIT1,28964
ENSG00000108298,RPL19,6143
ENSG00000108312,UBTF,7343
ENSG00000108344,PSMD3,5709
ENSG00000108349,CASC3,22794
ENSG00000108375,RNF43,54894
ENSG00000108384,RAD51C,5889
ENSG00000108389,MTMR4,9110
ENSG00000108395,TRIM37,4591
ENSG00000108406,DHX40,79665
ENSG00000108423,TUBD1,51174
ENSG00000108424,KPNB1,3837
ENSG00000108433,GOSR2,9570
ENSG00000108439,PNPO,55163
ENSG00000108443,RPS6KB1,6198
ENSG00000108465,CDK5RAP3,80279
ENSG00000108468,CBX1,10951
ENSG00000108469,RECQL5,9400
ENSG00000108479,GALK1,2584
ENSG00000108506,INTS2,57508
ENSG00000108509,CAMTA2,23125
ENSG00000108510,MED13,9969
ENSG00000108518,PFN1,5216
ENSG00000108523,RNF167,26001
ENSG00000108528,SLC25A11,8402
ENSG00000108557,RAI1,10743
ENSG00000108559,NUP88,4927
ENSG00000108561,C1QBP,708
ENSG00000108578,BLMH,642
ENSG00000108582,CPD,1362
ENSG00000108587,GOSR1,9527
ENSG00000108588,CCDC47,57003
ENSG00000108590,MED31,51003
ENSG00000108591,DRG2,1819
ENSG00000108592,FTSJ3,117246
ENSG00000108599,AKAP10,11216
ENSG00000108604,SMARCD2,6603
ENSG00000108622,ICAM2,3384
ENSG00000108639,SYNGR2,9144
ENSG00000108651,UTP6,55813
ENSG00000108654,DDX5,1655
ENSG00000108666,C17orf75,64149
ENSG00000108669,CYTH1,9267
ENSG00000108671,PSMD11,5717
ENSG00000108679,LGALS3BP,3959
ENSG00000108773,KAT2A,2648
ENSG00000108774,RAB5C,5878
ENSG00000108784,NAGLU,4669
ENSG00000108788,MLX,6945
ENSG00000108797,CNTNAP1,8506
ENSG00000108798,ABI3,51225
ENSG00000108799,EZH1,2145
ENSG00000108819,PPP1R9B,84687
ENSG00000108825,PTGES3L-AARSD1,100885850
ENSG00000108826,MRPL27,51264
ENSG00000108828,VAT1,10493
ENSG00000108829,LRRC59,55379
ENSG00000108840,HDAC5,10014
ENSG00000108848,LUC7L3,51747
ENSG00000108854,SMURF2,64750
ENSG00000108883,EFTUD2,9343
ENSG00000108932,SLC16A6,9120
ENSG00000108946,PRKAR1A,5573
ENSG00000108953,YWHAE,7531
ENSG00000108960,MMD,23531
ENSG00000108961,RANGRF,29098
ENSG00000108963,DPH1,1801
ENSG00000109016,DHRS7B,25979
ENSG00000109046,WSB1,26118
ENSG00000109062,SLC9A3R1,9368
ENSG00000109065,NAT9,26151
ENSG00000109066,TMEM104,54868
ENSG00000109079,TNFAIP1,7126
ENSG00000109083,IFT20,90410
ENSG00000109084,TMEM97,27346
ENSG00000109103,UNC119,9094
ENSG00000109107,ALDOC,230
ENSG00000109111,SUPT6H,6830
ENSG00000109118,PHF12,57649
ENSG00000109133,TMEM33,55161
ENSG00000109171,SLAIN2,57606
ENSG00000109180,OCIAD1,54940
ENSG00000109220,CHIC2,26511
ENSG00000109270,LAMTOR3,8649
ENSG00000109320,NFKB1,4790
ENSG00000109323,MANBA,4126
ENSG00000109332,UBE2D3,7323
ENSG00000109381,ELF2,1998
ENSG00000109390,NDUFC1,4717
ENSG00000109436,TBC1D9,23158
ENSG00000109445,ZNF330,27309
ENSG00000109458,GAB1,2549
ENSG00000109466,KLHL2,11275
ENSG00000109475,RPL34,6164
ENSG00000109501,WFS1,7466
ENSG00000109519,GRPEL1,80273
ENSG00000109534,GAR1,54433
ENSG00000109536,FRG1,2483
ENSG00000109572,CLCN3,1182
ENSG00000109586,GALNT7,51809
ENSG00000109606,DHX15,1665
ENSG00000109618,SEPSECS,51091
ENSG00000109670,FBXW7,55294
ENSG00000109674,NEIL3,55247
ENSG00000109685,NSD2,7468
ENSG00000109689,STIM2,57620
ENSG00000109736,MFSD10,10227
ENSG00000109762,SNX25,83891
ENSG00000109775,UFSP2,55325
ENSG00000109790,KLHL5,51088
ENSG00000109805,NCAPG,64151
ENSG00000109814,UGDH,7358
ENSG00000109854,HTATIP2,10553
ENSG00000109861,CTSC,1075
ENSG00000109881,CCDC34,91057
ENSG00000109911,ELP4,26610
ENSG00000109917,ZPR1,8882
ENSG00000109919,MTCH2,23788
ENSG00000109920,FNBP4,23360
ENSG00000109929,SC5D,6309
ENSG00000109971,HSPA8,3312
ENSG00000110011,DNAJC4,3338
ENSG00000110025,SNX15,29907
ENSG00000110031,LPXN,9404
ENSG00000110046,ATG2A,23130
ENSG00000110047,EHD1,10938
ENSG00000110048,OSBP,5007
ENSG00000110057,UNC93B1,81622
ENSG00000110060,PUS3,83480
ENSG00000110063,DCPS,28960
ENSG00000110066,KMT5B,51111
ENSG00000110074,FOXRED1,55572
ENSG00000110075,PPP6R3,55291
ENSG00000110090,CPT1A,1374
ENSG00000110104,CCDC86,79080
ENSG00000110107,PRPF19,27339
ENSG00000110108,TMEM109,79073
ENSG00000110172,CHORDC1,26973
ENSG00000110200,ANAPC15,25906
ENSG00000110218,PANX1,24145
ENSG00000110274,CEP164,22897
ENSG00000110321,EIF4G2,1982
ENSG00000110324,IL10RA,3587
ENSG00000110330,BIRC2,329
ENSG00000110344,UBE4A,9354
ENSG00000110367,DDX6,1656
ENSG00000110395,CBL,867
ENSG00000110400,NECTIN1,5818
ENSG00000110422,HIPK3,10114
ENSG00000110427,KIAA1549L,25758
ENSG00000110429,FBXO3,26273
ENSG00000110435,PDHX,8050
ENSG00000110442,COMMD9,29099
ENSG00000110446,SLC15A3,51296
ENSG00000110497,AMBRA1,55626
ENSG00000110514,MADD,8567
ENSG00000110536,PTPMT1,114971
ENSG00000110583,NAA40,79829
ENSG00000110619,CARS,833
ENSG00000110651,CD81,975
ENSG00000110660,SLC35F2,54733
ENSG00000110696,C11orf58,10944
ENSG00000110697,PITPNM1,9600
ENSG00000110700,RPS13,6207
ENSG00000110711,AIP,9049
ENSG00000110713,NUP98,4928
ENSG00000110717,NDUFS8,4728
ENSG00000110719,TCIRG1,10312
ENSG00000110721,CHKA,1119
ENSG00000110756,HPS5,11234
ENSG00000110768,GTF2H1,2965
ENSG00000110777,POU2AF1,5450
ENSG00000110801,PSMD9,5715
ENSG00000110851,PRDM4,11108
ENSG00000110871,COQ5,84274
ENSG00000110880,CORO1C,23603
ENSG00000110888,CAPRIN2,65981
ENSG00000110906,KCTD10,83892
ENSG00000110911,SLC11A2,4891
ENSG00000110917,MLEC,9761
ENSG00000110921,MVK,4598
ENSG00000110931,CAMKK2,10645
ENSG00000110955,ATP5F1B,506
ENSG00000110958,PTGES3,10728
ENSG00000110987,BCL7A,605
ENSG00000111011,RSRC2,65117
ENSG00000111142,METAP2,10988
ENSG00000111144,LTA4H,4048
ENSG00000111145,ELK3,2004
ENSG00000111196,MAGOHB,55110
ENSG00000111203,ITFG2,55846
ENSG00000111206,FOXM1,2305
ENSG00000111229,ARPC3,10094
ENSG00000111231,GPN3,51184
ENSG00000111237,VPS29,51699
ENSG00000111247,RAD51AP1,10635
ENSG00000111249,CUX2,23316
ENSG00000111252,SH2B3,10019
ENSG00000111271,ACAD10,80724
ENSG00000111275,ALDH2,217
ENSG00000111276,CDKN1B,1027
ENSG00000111300,NAA25,80018
ENSG00000111325,OGFOD2,79676
ENSG00000111328,CDK2AP1,8099
ENSG00000111331,OAS3,4940
ENSG00000111335,OAS2,4939
ENSG00000111344,RASAL1,8437
ENSG00000111348,ARHGDIB,397
ENSG00000111358,GTF2H3,2967
ENSG00000111361,EIF2B1,1967
ENSG00000111364,DDX55,57696
ENSG00000111371,SLC38A1,81539
ENSG00000111412,C12orf49,79794
ENSG00000111445,RFC5,5985
ENSG00000111481,COPZ1,22818
ENSG00000111530,CAND1,55832
ENSG00000111540,AC034102.1,5869
ENSG00000111554,MDM1,56890
ENSG00000111581,NUP107,57122
ENSG00000111596,AC092881.1,4848
ENSG00000111602,TIMELESS,8914
ENSG00000111605,CPSF6,11052
ENSG00000111615,KRR1,11103
ENSG00000111639,MRPL51,51258
ENSG00000111640,GAPDH,2597
ENSG00000111641,NOP2,4839
ENSG00000111642,CHD4,1108
ENSG00000111647,UHRF1BP1L,23074
ENSG00000111652,COPS7A,50813
ENSG00000111653,ING4,51147
ENSG00000111665,CDCA3,83461
ENSG00000111666,CHPT1,56994
ENSG00000111667,USP5,8078
ENSG00000111669,TPI1,7167
ENSG00000111670,GNPTAB,79158
ENSG00000111674,ENO2,2026
ENSG00000111676,ATN1,1822
ENSG00000111678,C12orf57,113246
ENSG00000111679,PTPN6,5777
ENSG00000111684,LPCAT3,10162
ENSG00000111707,SUDS3,64426
ENSG00000111716,LDHB,3945
ENSG00000111725,PRKAB1,5564
ENSG00000111726,CMAS,55907
ENSG00000111727,HCFC2,29915
ENSG00000111731,C2CD5,9847
ENSG00000111737,RAB35,11021
ENSG00000111775,COX6A1,1337
ENSG00000111786,SRSF9,8683
ENSG00000111790,FGFR1OP2,26127
ENSG00000111802,TDP2,51567
ENSG00000111832,RWDD1,51389
ENSG00000111843,TMEM14C,51522
ENSG00000111845,PAK1IP1,55003
ENSG00000111846,GCNT2,2651
ENSG00000111859,NEDD9,4739
ENSG00000111875,ASF1A,25842
ENSG00000111877,MCM9,254394
ENSG00000111880,RNGTT,8732
ENSG00000111885,MAN1A1,4121
ENSG00000111897,SERINC1,57515
ENSG00000111906,HDDC2,51020
ENSG00000111912,NCOA7,135112
ENSG00000111913,RIPOR2,9750
ENSG00000112029,FBXO5,26271
ENSG00000112039,FANCE,2178
ENSG00000112062,MAPK14,1432
ENSG00000112078,KCTD20,222658
ENSG00000112079,STK38,11329
ENSG00000112081,SRSF3,6428
ENSG00000112096,SOD2,6648
ENSG00000112110,MRPL18,29074
ENSG00000112118,MCM3,4172
ENSG00000112130,RNF8,9025
ENSG00000112144,ICK,22858
ENSG00000112146,FBXO9,26268
ENSG00000112149,CD83,9308
ENSG00000112159,MDN1,23195
ENSG00000112182,BACH2,60468
ENSG00000112200,ZNF451,26036
ENSG00000112208,BAG2,9532
ENSG00000112232,KHDRBS2,202559
ENSG00000112234,FBXL4,26235
ENSG00000112237,CCNC,892
ENSG00000112242,E2F3,1871
ENSG00000112245,PTP4A1,7803
ENSG00000112249,ASCC3,10973
ENSG00000112282,MED23,9439
ENSG00000112290,WASF1,8936
ENSG00000112293,GPLD1,2822
ENSG00000112294,ALDH5A1,7915
ENSG00000112297,CRYBG1,202
ENSG00000112303,VNN2,8875
ENSG00000112304,ACOT13,55856
ENSG00000112305,SMAP1,60682
ENSG00000112306,RPS12,6206
ENSG00000112308,C6orf62,81688
ENSG00000112312,GMNN,51053
ENSG00000112320,SOBP,55084
ENSG00000112335,SNX3,8724
ENSG00000112339,HBS1L,10767
ENSG00000112343,TRIM38,10475
ENSG00000112365,ZBTB24,9841
ENSG00000112367,FIG4,9896
ENSG00000112406,HECA,51696
ENSG00000112473,SLC39A7,7922
ENSG00000112511,PHF1,5252
ENSG00000112514,CUTA,51596
ENSG00000112531,QKI,9444
ENSG00000112561,TFEB,7942
ENSG00000112576,CCND3,896
ENSG00000112578,BYSL,705
ENSG00000112584,FAM120B,84498
ENSG00000112624,BICRAL,23506
ENSG00000112640,PPP2R5D,5528
ENSG00000112651,MRPL2,51069
ENSG00000112658,SRF,6722
ENSG00000112659,CUL9,23113
ENSG00000112667,DNPH1,10591
ENSG00000112679,DUSP22,56940
ENSG00000112685,EXOC2,55770
ENSG00000112695,COX7A2,1347
ENSG00000112697,TMEM30A,55754
ENSG00000112699,GMDS,2762
ENSG00000112701,SENP6,26054
ENSG00000112739,PRPF4B,8899
ENSG00000112742,TTK,7272
ENSG00000112759,SLC29A1,2030
ENSG00000112763,BTN2A1,11120
ENSG00000112787,FBRSL1,57666
ENSG00000112799,LY86,9450
ENSG00000112851,ERBIN,55914
ENSG00000112855,HARS2,23438
ENSG00000112893,MAN2A1,4124
ENSG00000112972,HMGCS1,3157
ENSG00000112977,DAP,1611
ENSG00000112983,BRD8,10902
ENSG00000112984,KIF20A,10112
ENSG00000112992,NNT,23530
ENSG00000112996,MRPS30,10884
ENSG00000113013,HSPA9,3313
ENSG00000113048,MRPS27,23107
ENSG00000113068,PFDN1,5201
ENSG00000113119,TMCO6,55374
ENSG00000113141,IK,3550
ENSG00000113161,HMGCR,3156
ENSG00000113163,COL4A3BP,10087
ENSG00000113194,FAF2,23197
ENSG00000113240,CLK4,57396
ENSG00000113272,THG1L,54974
ENSG00000113273,ARSB,411
ENSG00000113282,CLINT1,9685
ENSG00000113300,CNOT6,57472
ENSG00000113312,TTC1,7265
ENSG00000113318,MSH3,4437
ENSG00000113328,CCNG1,900
ENSG00000113356,POLR3G,10622
ENSG00000113360,DROSHA,29102
ENSG00000113368,LMNB1,4001
ENSG00000113369,ARRDC3,57561
ENSG00000113384,GOLPH3,64083
ENSG00000113387,SUB1,10923
ENSG00000113391,FAM172A,83989
ENSG00000113407,TARS,6897
ENSG00000113441,LNPEP,4012
ENSG00000113456,RAD1,5810
ENSG00000113460,BRIX1,55299
ENSG00000113504,SLC12A7,10723
ENSG00000113522,RAD50,10111
ENSG00000113532,ST8SIA4,7903
ENSG00000113558,SKP1,6500
ENSG00000113569,NUP155,9631
ENSG00000113575,PPP2CA,5515
ENSG00000113580,NR3C1,2908
ENSG00000113583,C5orf15,56951
ENSG00000113593,PPWD1,23398
ENSG00000113595,TRIM23,373
ENSG00000113597,TRAPPC13,80006
ENSG00000113615,SEC24A,10802
ENSG00000113621,TXNDC15,79770
ENSG00000113643,RARS,5917
ENSG00000113645,WWC1,23286
ENSG00000113648,H2AFY,9555
ENSG00000113649,TCERG1,10915
ENSG00000113658,SMAD5,4090
ENSG00000113712,CSNK1A1,1452
ENSG00000113716,HMGXB3,22993
ENSG00000113719,ERGIC1,57222
ENSG00000113732,ATP6V0E1,8992
ENSG00000113734,BNIP1,662
ENSG00000113742,CPEB4,80315
ENSG00000113761,ZNF346,23567
ENSG00000113790,EHHADH,1962
ENSG00000113810,SMC4,10051
ENSG00000113812,ACTR8,93973
ENSG00000113838,TBCCD1,55171
ENSG00000113845,TIMMDC1,51300
ENSG00000113851,CRBN,51185
ENSG00000113916,BCL6,604
ENSG00000114013,CD86,942
ENSG00000114021,NIT2,56954
ENSG00000114023,FAM162A,26355
ENSG00000114026,OGG1,4968
ENSG00000114030,KPNA1,3836
ENSG00000114054,PCCB,5096
ENSG00000114062,UBE3A,7337
ENSG00000114098,ARMC8,25852
ENSG00000114107,CEP70,80321
ENSG00000114120,SLC25A36,55186
ENSG00000114125,RNF7,9616
ENSG00000114126,TFDP2,7029
ENSG00000114127,XRN1,54464
ENSG00000114166,KAT2B,8850
ENSG00000114209,PDCD10,11235
ENSG00000114302,PRKAR2A,5576
ENSG00000114315,HES1,3280
ENSG00000114316,USP4,7375
ENSG00000114316,USP4,107986084
ENSG00000114331,ACAP2,23527
ENSG00000114346,ECT2,1894
ENSG00000114353,GNAI2,2771
ENSG00000114354,TFG,10342
ENSG00000114383,TUSC2,11334
ENSG00000114388,NPRL2,10641
ENSG00000114391,RPL24,6152
ENSG00000114395,CYB561D2,11068
ENSG00000114416,FXR1,8087
ENSG00000114423,CBLB,868
ENSG00000114439,BBX,56987
ENSG00000114446,IFT57,55081
ENSG00000114450,GNB4,59345
ENSG00000114473,IQCG,84223
ENSG00000114480,GBE1,2632
ENSG00000114491,UMPS,7372
ENSG00000114503,NCBP2,22916
ENSG00000114520,SNX4,8723
ENSG00000114544,SLC41A3,54946
ENSG00000114554,PLXNA1,5361
ENSG00000114573,ATP6V1A,523
ENSG00000114631,PODXL2,50512
ENSG00000114648,KLHL18,23276
ENSG00000114650,SCAP,22937
ENSG00000114686,MRPL3,11222
ENSG00000114735,HEMK1,51409
ENSG00000114738,MAPKAPK3,7867
ENSG00000114742,WDR48,57599
ENSG00000114744,COMMD2,51122
ENSG00000114745,GORASP1,64689
ENSG00000114767,RRP9,9136
ENSG00000114770,ABCC5,10057
ENSG00000114779,ABHD14B,84836
ENSG00000114784,EIF1B,10289
ENSG00000114796,KLHL24,54800
ENSG00000114850,SSR3,6747
ENSG00000114857,NKTR,4820
ENSG00000114861,FOXP1,27086
ENSG00000114867,EIF4G1,1981
ENSG00000114902,SPCS1,28972
ENSG00000114904,NEK4,6787
ENSG00000114933,INO80D,54891
ENSG00000114942,EEF1B2,1933
ENSG00000114956,DGUOK,1716
ENSG00000114978,MOB1A,55233
ENSG00000114982,KANSL3,55683
ENSG00000114988,LMAN2L,81562
ENSG00000114999,TTL,150465
ENSG00000115020,PIKFYVE,200576
ENSG00000115053,NCL,4691
ENSG00000115073,ACTR1B,10120
ENSG00000115084,SLC35F5,80255
ENSG00000115091,ACTR3,10096
ENSG00000115128,SF3B6,51639
ENSG00000115145,STAM2,10254
ENSG00000115159,GPD2,2820
ENSG00000115163,CENPA,1058
ENSG00000115165,CYTIP,9595
ENSG00000115204,MPV17,4358
ENSG00000115207,GTF3C2,2976
ENSG00000115211,EIF2B4,8890
ENSG00000115216,NRBP1,29959
ENSG00000115232,ITGA4,3676
ENSG00000115233,PSMD14,10213
ENSG00000115234,SNX17,9784
ENSG00000115239,ASB3,51130
ENSG00000115239,ASB3,100302652
ENSG00000115241,PPM1G,5496
ENSG00000115267,IFIH1,64135
ENSG00000115268,RPS15,6209
ENSG00000115271,GCA,25801
ENSG00000115274,INO80B,83444
ENSG00000115275,MOGS,7841
ENSG00000115282,TTC31,64427
ENSG00000115286,NDUFS7,374291
ENSG00000115289,PCGF1,84759
ENSG00000115306,SPTBN1,6711
ENSG00000115307,AUP1,550
ENSG00000115310,RTN4,57142
ENSG00000115317,HTRA2,27429
ENSG00000115325,DOK1,1796
ENSG00000115350,POLE4,56655
ENSG00000115355,CCDC88A,55704
ENSG00000115364,MRPL19,9801
ENSG00000115365,LANCL1,10314
ENSG00000115368,WDR75,84128
ENSG00000115392,FANCL,55120
ENSG00000115415,STAT1,6772
ENSG00000115419,GLS,2744
ENSG00000115421,PAPOLG,64895
ENSG00000115446,UNC50,25972
ENSG00000115464,USP34,9736
ENSG00000115484,CCT4,10575
ENSG00000115486,GGCX,2677
ENSG00000115504,EHBP1,23301
ENSG00000115514,TXNDC9,10190
ENSG00000115520,COQ10B,80219
ENSG00000115524,SF3B1,23451
ENSG00000115526,CHST10,9486
ENSG00000115540,MOB4,25843
ENSG00000115541,HSPE1,3336
ENSG00000115548,KDM3A,55818
ENSG00000115561,CHMP3,51652
ENSG00000115568,ZNF142,7701
ENSG00000115649,CNPPD1,27013
ENSG00000115657,ABCB6,10058
ENSG00000115661,STK16,8576
ENSG00000115677,HDLBP,3069
ENSG00000115685,PPP1R7,5510
ENSG00000115687,PASK,23178
ENSG00000115694,STK25,10494
ENSG00000115738,ID2,3398
ENSG00000115750,TAF1B,9014
ENSG00000115756,HPCAL1,3241
ENSG00000115758,ODC1,4953
ENSG00000115760,BIRC6,57448
ENSG00000115761,NOL10,79954
ENSG00000115762,PLEKHB2,55041
ENSG00000115806,GORASP2,26003
ENSG00000115808,STRN,6801
ENSG00000115816,CEBPZ,10153
ENSG00000115825,PRKD3,23683
ENSG00000115828,QPCT,25797
ENSG00000115839,RAB3GAP1,22930
ENSG00000115840,SLC25A12,8604
ENSG00000115866,DARS,1615
ENSG00000115875,SRSF7,6432
ENSG00000115902,SLC1A4,6509
ENSG00000115904,SOS1,6654
ENSG00000115935,WIPF1,7456
ENSG00000115942,ORC2,4999
ENSG00000115944,COX7A2L,9167
ENSG00000115946,PNO1,56902
ENSG00000115947,ORC4,5000
ENSG00000115956,PLEK,5341
ENSG00000115966,ATF2,1386
ENSG00000115970,THADA,63892
ENSG00000115993,TRAK2,66008
ENSG00000115998,C2orf42,54980
ENSG00000116001,TIA1,7072
ENSG00000116005,PCYOX1,51449
ENSG00000116017,ARID3A,1820
ENSG00000116030,SUMO1,7341
ENSG00000116044,NFE2L2,4780
ENSG00000116062,MSH6,2956
ENSG00000116096,SPR,6697
ENSG00000116120,FARSB,10056
ENSG00000116127,ALMS1,7840
ENSG00000116128,BCL9,607
ENSG00000116133,DHCR24,1718
ENSG00000116138,DNAJC16,23341
ENSG00000116157,GPX7,2882
ENSG00000116161,CACYBP,27101
ENSG00000116171,SCP2,6342
ENSG00000116191,RALGPS2,55103
ENSG00000116198,CEP104,9731
ENSG00000116199,FAM20B,9917
ENSG00000116209,TMEM59,9528
ENSG00000116212,LRRC42,115353
ENSG00000116213,WRAP73,49856
ENSG00000116221,MRPL37,51253
ENSG00000116237,ICMT,23463
ENSG00000116260,QSOX1,5768
ENSG00000116266,STXBP3,6814
ENSG00000116288,PARK7,11315
ENSG00000116337,AMPD2,271
ENSG00000116350,SRSF4,6429
ENSG00000116353,MECR,51102
ENSG00000116406,EDEM3,80267
ENSG00000116455,WDR77,79084
ENSG00000116459,ATP5PB,515
ENSG00000116473,RAP1A,5906
ENSG00000116478,HDAC1,3065
ENSG00000116489,CAPZA1,829
ENSG00000116497,S100PBP,64766
ENSG00000116514,RNF19B,127544
ENSG00000116521,SCAMP3,10067
ENSG00000116539,ASH1L,55870
ENSG00000116560,SFPQ,6421
ENSG00000116580,GON4L,54856
ENSG00000116584,ARHGEF2,9181
ENSG00000116586,LAMTOR2,28956
ENSG00000116604,MEF2D,4209
ENSG00000116649,SRM,6723
ENSG00000116670,MAD2L2,10459
ENSG00000116675,DNAJC6,9829
ENSG00000116679,IVNS1ABP,10625
ENSG00000116685,KIAA2013,90231
ENSG00000116688,MFN2,9927
ENSG00000116691,MIIP,60672
ENSG00000116698,SMG7,9887
ENSG00000116704,SLC35D1,23169
ENSG00000116717,GADD45A,1647
ENSG00000116731,PRDM2,7799
ENSG00000116741,RGS2,5997
ENSG00000116747,RO60,6738
ENSG00000116750,UCHL5,51377
ENSG00000116752,BCAS2,10286
ENSG00000116754,SRSF11,9295
ENSG00000116786,PLEKHM2,23207
ENSG00000116791,CRYZ,1429
ENSG00000116793,PHTF1,10745
ENSG00000116809,ZBTB17,7709
ENSG00000116815,CD58,965
ENSG00000116830,TTF2,8458
ENSG00000116857,TMEM9,252839
ENSG00000116863,ADPRHL2,54936
ENSG00000116871,MAP7D1,55700
ENSG00000116874,WARS2,10352
ENSG00000116898,MRPS15,64960
ENSG00000116903,EXOC8,149371
ENSG00000116906,GNPAT,8443
ENSG00000116918,TSNAX,7257
ENSG00000116922,C1orf109,54955
ENSG00000116954,RRAGC,64121
ENSG00000116984,MTR,4548
ENSG00000117000,RLF,6018
ENSG00000117016,RIMS3,9783
ENSG00000117036,ETV3,2117
ENSG00000117054,ACADM,34
ENSG00000117091,CD48,962
ENSG00000117118,SDHB,6390
ENSG00000117133,RPF1,80135
ENSG00000117143,UAP1,6675
ENSG00000117153,KLHL12,59349
ENSG00000117155,SSX2IP,117178
ENSG00000117174,ZNHIT6,54680
ENSG00000117222,RBBP5,5929
ENSG00000117280,RAB29,8934
ENSG00000117298,ECE1,1889
ENSG00000117305,HMGCL,3155
ENSG00000117308,GALE,2582
ENSG00000117318,ID3,3399
ENSG00000117322,CR2,1380
ENSG00000117335,CD46,4179
ENSG00000117360,PRPF3,9129
ENSG00000117362,APH1A,51107
ENSG00000117385,P3H1,64175
ENSG00000117394,SLC2A1,6513
ENSG00000117395,EBNA1BP2,10969
ENSG00000117399,CDC20,991
ENSG00000117408,IPO13,9670
ENSG00000117410,ATP6V0B,533
ENSG00000117411,B4GALT2,8704
ENSG00000117419,ERI3,79033
ENSG00000117448,AKR1A1,10327
ENSG00000117450,PRDX1,5052
ENSG00000117461,PIK3R3,8503
ENSG00000117475,BLZF1,8548
ENSG00000117481,NSUN4,387338
ENSG00000117500,TMED5,50999
ENSG00000117505,DR1,1810
ENSG00000117523,PRRC2C,23215
ENSG00000117528,ABCD3,5825
ENSG00000117543,DPH5,51611
ENSG00000117569,PTBP2,58155
ENSG00000117592,PRDX6,9588
ENSG00000117593,DARS2,55157
ENSG00000117597,UTP25,27042
ENSG00000117614,SYF2,25949
ENSG00000117616,RSRP1,57035
ENSG00000117620,SLC35A3,23443
ENSG00000117625,RCOR3,55758
ENSG00000117632,STMN1,3925
ENSG00000117640,MTFR1L,56181
ENSG00000117650,NEK2,4751
ENSG00000117676,RPS6KA1,6195
ENSG00000117682,DHDDS,79947
ENSG00000117691,NENF,29937
ENSG00000117697,NSL1,25936
ENSG00000117713,ARID1A,8289
ENSG00000117724,CENPF,1063
ENSG00000117748,RPA2,6118
ENSG00000117751,PPP1R8,5511
ENSG00000117758,STX12,23673
ENSG00000117859,OSBPL9,114883
ENSG00000117862,TXNDC12,51060
ENSG00000117868,ESYT2,57488
ENSG00000117877,CD3EAP,10849
ENSG00000117899,MESD,23184
ENSG00000117906,RCN2,5955
ENSG00000117984,CTSD,1509
ENSG00000118007,STAG1,10274
ENSG00000118046,STK11,6794
ENSG00000118058,KMT2A,4297
ENSG00000118096,IFT46,56912
ENSG00000118181,RPS25,6230
ENSG00000118193,KIF14,9928
ENSG00000118197,DDX59,83479
ENSG00000118217,ATF6,22926
ENSG00000118242,MREG,55686
ENSG00000118246,FASTKD2,22868
ENSG00000118260,CREB1,1385
ENSG00000118276,B4GALT6,9331
ENSG00000118308,LRMP,4033
ENSG00000118363,SPCS2,9789
ENSG00000118418,HMGN3,9324
ENSG00000118420,UBE3D,90025
ENSG00000118432,CNR1,1268
ENSG00000118454,ANKRD13C,81573
ENSG00000118482,PHF3,23469
ENSG00000118495,PLAGL1,5325
ENSG00000118496,FBXO30,84085
ENSG00000118503,TNFAIP3,7128
ENSG00000118513,MYB,4602
ENSG00000118564,FBXL5,26234
ENSG00000118579,MED28,80306
ENSG00000118596,SLC16A7,9194
ENSG00000118600,RXYLT1,10329
ENSG00000118620,ZNF430,80264
ENSG00000118640,VAMP8,8673
ENSG00000118655,DCLRE1B,64858
ENSG00000118680,MYL12B,103910
ENSG00000118705,RPN2,6185
ENSG00000118707,TGIF2,60436
ENSG00000118816,CCNI,10983
ENSG00000118855,MFSD1,64747
ENSG00000118873,RAB3GAP2,25782
ENSG00000118894,EEF2KMT,196483
ENSG00000118900,UBN1,29855
ENSG00000118922,KLF12,11278
ENSG00000118939,UCHL3,7347
ENSG00000118961,LDAH,60526
ENSG00000118965,WDR35,57539
ENSG00000118985,ELL2,22936
ENSG00000119004,CYP20A1,57404
ENSG00000119013,NDUFB3,4709
ENSG00000119041,GTF3C3,9330
ENSG00000119048,UBE2B,7320
ENSG00000119139,TJP2,9414
ENSG00000119185,ITGB1BP1,9270
ENSG00000119203,CPSF3,51692
ENSG00000119231,SENP5,205564
ENSG00000119242,CCDC92,80212
ENSG00000119285,HEATR1,55127
ENSG00000119314,PTBP3,9991
ENSG00000119318,RAD23B,5887
ENSG00000119321,FKBP15,23307
ENSG00000119326,CTNNAL1,8727
ENSG00000119333,WDR34,89891
