Gene name (Gene ID)	Length	cDNA #	cDNA %	reads #	reads %
POLR2J (ENSG00000005075.15)	5790	14	0.0012585321739255508	219	0.0009274607534818213
DHX33 (ENSG00000005100.12)	28096	77	0.006921926956590528	1299	0.005501239811748336
MEOX1 (ENSG00000005102.12)	21567	1	8.989515528039647e-05	104	0.0004404379833886273
THSD7A (ENSG00000005108.15)	460864	18	0.0016181127950471365	142	0.0006013672465498566
LIG3 (ENSG00000005156.11)	29250	36	0.003236225590094273	835	0.0035362088089375366
RPAP3 (ENSG00000005175.9)	44296	71	0.00638255602490815	1508	0.0063863507591350975
ACSM3 (ENSG00000005187.11)	185903	44	0.0039553868323374455	869	0.003680198149660742
REXO5 (ENSG00000005189.19)	43145	19	0.0017080079503275331	330	0.0013975436011369909
CIAPIN1 (ENSG00000005194.14)	19360	17	0.0015282176397667401	311	0.001317078969556376
SPPL2B (ENSG00000005206.16)	16060	27	0.002427169192570705	410	0.0017363420498974732
FAM214B (ENSG00000005238.19)	12230	5	0.0004494757764019823	156	0.0006606569750829411
PRKAR2B (ENSG00000005249.12)	117163	587	0.052768456149592725	13122	0.05557141555793815
MSL3 (ENSG00000005302.17)	17595	26	0.0023372740372903087	592	0.0025071085208275717
CREBBP (ENSG00000005339.14)	155673	257	0.02310305490706189	5797	0.02455018259330647
TSPOAP1 (ENSG00000005379.15)	27533	2	0.00017979031056079294	61	0.000258333817179868
PON1 (ENSG00000005421.8)	27032	1	8.989515528039647e-05	37	0.0001566942825517232
GCFC2 (ENSG00000005436.13)	58990	4	0.0003595806211215859	65	0.0002752737396178921
WDR54 (ENSG00000005448.16)	4078	16	0.0014383224844863435	379	0.0016050576510027864
CROT (ENSG00000005469.11)	54115	9	0.0008090563975235683	84	0.0003557383711985067
ABCB4 (ENSG00000005471.15)	78739	17	0.0015282176397667401	464	0.001965031002810799
KMT2E (ENSG00000005483.20)	100183	187	0.016810394037434142	4942	0.02092927417217881
RHBDD2 (ENSG00000005486.16)	46325	16	0.0014383224844863435	293	0.0012408493185852676
IBTK (ENSG00000005700.14)	77669	81	0.0072815075777121156	1788	0.007572145329796786
ZNF195 (ENSG00000005801.16)	39962	29	0.0026069595031314977	615	0.0026045130748462092
MYCBP2 (ENSG00000005810.17)	281968	349	0.031373409192858366	8236	0.03487930029989168
FBXL3 (ENSG00000005812.10)	34598	58	0.005213919006262995	1242	0.005259845917006492
ITGAL (ENSG00000005844.17)	50445	31	0.002786749813692291	574	0.0024308788698564625
PDK2 (ENSG00000005882.11)	17416	13	0.001168637018645154	251	0.0010629801329860142
ITGA3 (ENSG00000005884.17)	34514	1	8.989515528039647e-05	1	4.2349806095060314e-06
ZFX (ENSG00000005889.15)	67083	76	0.0068320318013101325	1748	0.0074027461054165435
LAMP2 (ENSG00000005893.15)	41539	241	0.02166473242257555	5422	0.022962064864741703
ITGA2B (ENSG00000005961.17)	17326	1	8.989515528039647e-05	1	4.2349806095060314e-06
ASB4 (ENSG00000005981.12)	61789	4	0.0003595806211215859	11	4.658478670456635e-05
GDE1 (ENSG00000006007.11)	20457	56	0.005034128695702203	1040	0.0044043798338862725
C19orf60 (ENSG00000006015.17)	3652	19	0.0017080079503275331	489	0.0020709055180484497
CRLF1 (ENSG00000006016.10)	35522	5	0.0004494757764019823	70	0.00029644864266542234
YBX2 (ENSG00000006047.12)	6364	5	0.0004494757764019823	67	0.0002837437008369042
MAP3K14 (ENSG00000006062.14)	53920	152	0.013664063602620263	3099	0.013124204908859195
ABCC8 (ENSG00000006071.12)	83451	1	8.989515528039647e-05	35	0.00014822432133271114
CACNG3 (ENSG00000006116.3)	107249	1	8.989515528039647e-05	1	4.2349806095060314e-06
AP2B1 (ENSG00000006125.17)	138685	80	0.007191612422431717	1901	0.008050698138670967
TAC1 (ENSG00000006128.11)	8565	1	8.989515528039647e-05	1	4.2349806095060314e-06
ZNF263 (ENSG00000006194.9)	32551	41	0.003685701366496256	1013	0.004290035357429611
SPATA20 (ENSG00000006282.20)	12102	1	8.989515528039647e-05	7	2.9644864266542223e-05
CACNA1G (ENSG00000006283.17)	66407	3	0.00026968546584118944	14	5.928972853308445e-05
TNFRSF12A (ENSG00000006327.13)	3939	2	0.00017979031056079294	36	0.00015245930194221716
DLX6 (ENSG00000006377.10)	5492	1	8.989515528039647e-05	1	4.2349806095060314e-06
MAP3K9 (ENSG00000006432.15)	87009	34	0.0030564352795334803	419	0.0017744568753830273
RALA (ENSG00000006451.7)	84642	59	0.005303814161543392	1182	0.00500574708043613
BAIAP2L1 (ENSG00000006453.13)	108634	6	0.0005393709316823789	16	6.775968975209652e-05
KDM7A (ENSG00000006459.10)	92194	48	0.004314967453459031	1126	0.004768588166303793
ETV1 (ENSG00000006468.13)	100198	2	0.00017979031056079294	2	8.469961219012065e-06
AGK (ENSG00000006530.15)	104056	12	0.0010787418633647578	240	0.0010163953462814478
ALDH3B1 (ENSG00000006534.15)	20705	2	0.00017979031056079294	107	0.0004531429252171455
PHTF2 (ENSG00000006576.16)	158599	116	0.01042783801252599	2538	0.010748380786926309
CCL26 (ENSG00000006606.8)	20364	1	8.989515528039647e-05	1	4.2349806095060314e-06
FARP2 (ENSG00000006607.13)	137843	45	0.00404528198761784	1047	0.004434024698152816
USH1C (ENSG00000006611.15)	50522	4	0.0003595806211215859	21	8.893459279962667e-05
GGCT (ENSG00000006625.17)	1270	47	0.004225072298178634	1135	0.004806702991789346
DBF4 (ENSG00000006634.7)	33326	53	0.004764443229861013	1114	0.00471776839898972
TBXA2R (ENSG00000006638.11)	12335	1	8.989515528039647e-05	28	0.0001185794570661689
IFRD1 (ENSG00000006652.13)	58050	27	0.002427169192570705	506	0.0021429001884100524
LGALS14 (ENSG00000006659.12)	5139	1	8.989515528039647e-05	10	4.234980609506032e-05
COX10 (ENSG00000006695.10)	139002	59	0.005303814161543392	1564	0.0066235096732674345
GTF2IRD1 (ENSG00000006704.10)	148815	54	0.00485433838514141	925	0.00391735706379308
PAF1 (ENSG00000006712.14)	5344	38	0.0034160159006550663	870	0.0036844331302702494
VPS41 (ENSG00000006715.15)	209432	76	0.0068320318013101325	1572	0.006657389518143483
ARHGAP44 (ENSG00000006740.16)	202105	58	0.005213919006262995	937	0.003968176831107152
ELAC2 (ENSG00000006744.18)	25797	46	0.004135177142898239	1026	0.004345090105353189
ARSD (ENSG00000006756.15)	25382	2	0.00017979031056079294	2	8.469961219012065e-06
PNPLA4 (ENSG00000006757.11)	29493	11	0.0009888467080843614	164	0.0006945368199589892
ADIPOR2 (ENSG00000006831.9)	100105	201	0.01806892621135969	4814	0.02038719665416204
CDKL3 (ENSG00000006837.11)	3057	4	0.0003595806211215859	119	0.0005039626925312179
UPP2 (ENSG00000007001.12)	256924	5	0.0004494757764019823	5	2.117490304753016e-05
PRSS21 (ENSG00000007038.10)	9125	2	0.00017979031056079294	34	0.0001439893407232051
MARK4 (ENSG00000007047.14)	212666	136	0.012225741118133921	3070	0.013001390471183516
PROM1 (ENSG00000007062.11)	121172	6	0.0005393709316823789	40	0.00016939922438024128
CCDC124 (ENSG00000007080.10)	10976	26	0.0023372740372903087	479	0.002028555711953389
CEACAM21 (ENSG00000007129.17)	35925	21	0.0018877982608883261	550	0.0023292393352283176
PAFAH1B1 (ENSG00000007168.12)	89178	326	0.02930582062140925	6537	0.02768406824434093
NOS2 (ENSG00000007171.16)	42205	4	0.0003595806211215859	5	2.117490304753016e-05
DNAH9 (ENSG00000007174.17)	371318	1	8.989515528039647e-05	1	4.2349806095060314e-06
KIAA0100 (ENSG00000007202.14)	31015	190	0.017080079503275333	3869	0.01638513997817884
SLC13A2 (ENSG00000007216.14)	24489	2	0.00017979031056079294	67	0.0002837437008369042
GAS7 (ENSG00000007237.18)	287943	6	0.0005393709316823789	6	2.5409883657036195e-05
TRAPPC6A (ENSG00000007255.10)	15310	31	0.002786749813692291	697	0.002951781484825705
MATK (ENSG00000007264.14)	24160	23	0.0020675885714491193	499	0.0021132553241435103
CEACAM7 (ENSG00000007306.14)	33670	1	8.989515528039647e-05	1	4.2349806095060314e-06
CD79B (ENSG00000007312.12)	3615	372	0.03344099776430748	7826	0.03314295824999421
SCN4A (ENSG00000007314.12)	34365	19	0.0017080079503275331	289	0.001223909396147243
ST7L (ENSG00000007341.18)	97308	12	0.0010787418633647578	239	0.0010121603656719415
TKTL1 (ENSG00000007350.16)	34680	1	8.989515528039647e-05	1	4.2349806095060314e-06
PAX6 (ENSG00000007372.21)	33284	2	0.00017979031056079294	2	8.469961219012065e-06
RPUSD1 (ENSG00000007376.7)	3424	17	0.0015282176397667401	401	0.001698227224411919
RHBDF1 (ENSG00000007384.15)	18297	4	0.0003595806211215859	86	0.0003642083324175188
LUC7L (ENSG00000007392.16)	40495	25	0.002247378882009912	430	0.0018210416620875933
CACNA2D2 (ENSG00000007402.11)	141446	17	0.0015282176397667401	195	0.0008258212188536764
TSR3 (ENSG00000007520.3)	2672	28	0.002517064347851101	753	0.0031889403989580427
PIGQ (ENSG00000007541.16)	14910	25	0.002247378882009912	428	0.001812571700868582
CRAMP1 (ENSG00000007545.15)	65522	44	0.0039553868323374455	1287	0.005450420044434264
TEAD3 (ENSG00000007866.19)	23480	1	8.989515528039647e-05	1	4.2349806095060314e-06
DNAJC11 (ENSG00000007923.15)	67757	59	0.005303814161543392	1544	0.006538810061077313
MYLIP (ENSG00000007944.14)	19055	27	0.002427169192570705	748	0.003167765495910512
E2F2 (ENSG00000007968.6)	24791	237	0.021305151801453964	4563	0.019324216521176024
PSMB1 (ENSG00000008018.8)	18225	68	0.0061128705590669605	1511	0.006399055700963614
JARID2 (ENSG00000008083.13)	275638	169	0.015192281242387003	3897	0.01650371943524501
CDKL5 (ENSG00000008086.11)	227005	33	0.002966540124253084	583	0.002468993695342017
CDK11A (ENSG00000008128.22)	4646	1	8.989515528039647e-05	42	0.00017786918559925337
NADK (ENSG00000008130.15)	29226	108	0.00970867677028282	2176	0.009215317806285126
TFAP2D (ENSG00000008197.4)	59161	1	8.989515528039647e-05	1	4.2349806095060314e-06
DLEC1 (ENSG00000008226.19)	84184	2	0.00017979031056079294	37	0.0001566942825517232
CYTH3 (ENSG00000008256.15)	110766	89	0.008000668819955287	2003	0.008482666160840582
ADAM22 (ENSG00000008277.14)	268747	45	0.00404528198761784	904	0.003828422470993453
SYPL1 (ENSG00000008282.8)	22074	158	0.014203434534302643	3744	0.015855767401990583
CYB561 (ENSG00000008283.15)	14075	1	8.989515528039647e-05	1	4.2349806095060314e-06
SPAG9 (ENSG00000008294.20)	158692	115	0.010337942857245591	2762	0.011697016443455662
CELSR3 (ENSG00000008300.16)	26425	25	0.002247378882009912	584	0.002473228675951523
PLEKHG6 (ENSG00000008323.15)	18071	1	8.989515528039647e-05	70	0.00029644864266542234
SS18L2 (ENSG00000008324.11)	13275	38	0.0034160159006550663	1092	0.004624598825580587
MPND (ENSG00000008382.15)	16560	6	0.0005393709316823789	129	0.0005463124986262781
MGST1 (ENSG00000008394.12)	260588	5	0.0004494757764019823	20	8.469961219012064e-05
CRY1 (ENSG00000008405.11)	102466	1	8.989515528039647e-05	7	2.9644864266542223e-05
NFIX (ENSG00000008441.16)	102590	9	0.0008090563975235683	112	0.0004743178282646756
ST3GAL1 (ENSG00000008513.14)	117093	20	0.0017979031056079293	342	0.0014483633684510627
MMP25 (ENSG00000008516.16)	14046	1	8.989515528039647e-05	1	4.2349806095060314e-06
IL32 (ENSG00000008517.16)	16896	1	8.989515528039647e-05	2	8.469961219012065e-06
PKD1 (ENSG00000008710.19)	46427	54	0.00485433838514141	1002	0.0042434505707250455
MAPK8IP2 (ENSG00000008735.13)	13297	6	0.0005393709316823789	72	0.0003049186038844343
MED24 (ENSG00000008838.19)	42015	42	0.0037755965217766523	620	0.0026256879778937398
RHOBTB2 (ENSG00000008853.16)	32783	209	0.018788087453602862	4039	0.017105086681794866
HEATR5B (ENSG00000008869.11)	115960	35	0.0031463304348138764	767	0.0032482301274911266
SEC62 (ENSG00000008952.16)	31739	164	0.014742805465985024	4594	0.019455500920070708
RPS20 (ENSG00000008988.9)	7287	239	0.02148494211201476	5520	0.0233770929644733
CSDE1 (ENSG00000009307.15)	41764	636	0.05717331875833216	15037	0.06368140342514221
UBE3C (ENSG00000009335.17)	129995	199	0.017889135900798898	4193	0.01775727369565879
REV3L (ENSG00000009413.15)	184306	162	0.014563015155424231	3444	0.014585273219138776
TENM1 (ENSG00000009694.13)	587580	8	0.0007191612422431718	49	0.0002075140498657956
FAM76A (ENSG00000009780.15)	36119	13	0.001168637018645154	266	0.0011265048421286047
TRAF3IP3 (ENSG00000009790.14)	26289	19	0.0017080079503275331	343	0.0014525983490605693
POMT2 (ENSG00000009830.11)	45929	13	0.001168637018645154	292	0.0012366143379757613
VTA1 (ENSG00000009844.15)	77528	67	0.006022975403786564	1394	0.00590356296965141
MLXIPL (ENSG00000009950.15)	29109	1	8.989515528039647e-05	1	4.2349806095060314e-06
BAZ1B (ENSG00000009954.10)	81881	245	0.022024313043697136	5572	0.023597311956167613
RANBP9 (ENSG00000010017.12)	90067	99	0.008899620372759251	2025	0.008575835734249715
ETV7 (ENSG00000010030.13)	33710	1	8.989515528039647e-05	1	4.2349806095060314e-06
SPRTN (ENSG00000010072.15)	17920	20	0.0017979031056079293	538	0.002278419567914245
METTL13 (ENSG00000010165.19)	31937	21	0.0018877982608883261	379	0.0016050576510027864
DYRK4 (ENSG00000010219.13)	45546	15	0.0013484273292059474	317	0.0013424888532134122
ZNF207 (ENSG00000010244.18)	22277	191	0.017169974658555732	4663	0.01974771458212663
UQCRC1 (ENSG00000010256.10)	11975	93	0.00836024944107687	1843	0.007805069263319617
STARD3NL (ENSG00000010270.13)	52450	43	0.0038654916770570476	1025	0.004340855124743684
CD9 (ENSG00000010278.12)	38557	2	0.00017979031056079294	40	0.00016939922438024128
NCAPD2 (ENSG00000010292.12)	38270	247	0.02220410335425793	5276	0.022343757695753832
IFFO1 (ENSG00000010295.19)	17709	8	0.0007191612422431718	214	0.000906285850434291
GIPR (ENSG00000010310.8)	15384	6	0.0005393709316823789	229	0.0009698105595768817
PHF7 (ENSG00000010318.20)	12985	144	0.012944902360377092	2976	0.01260330229388995
SEMA3G (ENSG00000010319.6)	12033	3	0.00026968546584118944	46	0.0001948091080372775
NISCH (ENSG00000010322.15)	37954	41	0.003685701366496256	774	0.003277874991757669
FUZ (ENSG00000010361.13)	10508	35	0.0031463304348138764	541	0.0022911245097427635
SLC6A13 (ENSG00000010379.15)	41750	2	0.00017979031056079294	32	0.00013551937950419303
IDS (ENSG00000010404.17)	8069	123	0.011057104099488766	3805	0.01611410121917045
ZNF200 (ENSG00000010539.11)	13897	17	0.0015282176397667401	315	0.0013340188919944002
CD4 (ENSG00000010610.9)	33951	2	0.00017979031056079294	24	0.00010163953462814478
LRRC23 (ENSG00000010626.14)	38029	8	0.0007191612422431718	160	0.0006775968975209651
BTK (ENSG00000010671.15)	41350	198	0.017799240745518502	4277	0.0181130120668573
HFE (ENSG00000010704.18)	11063	2	0.00017979031056079294	29	0.00012281443767567492
SCMH1 (ENSG00000010803.16)	214955	182	0.01636091826103216	4306	0.01823582650453297
FYN (ENSG00000010810.17)	213121	84	0.0075511930435533045	1853	0.007847419069414677
HIVEP2 (ENSG00000010818.9)	205232	237	0.021305151801453964	5203	0.022034604111259886
FMO1 (ENSG00000010932.16)	37508	9	0.0008090563975235683	183	0.0007750014515396039
ELOA (ENSG00000011007.12)	18905	45	0.00404528198761784	968	0.004099461230001839
LYPLA2 (ENSG00000011009.10)	4570	12	0.0010787418633647578	206	0.0008724060055582426
CLCN6 (ENSG00000011021.21)	37049	38	0.0034160159006550663	780	0.0033032848754147057
MRC2 (ENSG00000011028.13)	66091	4	0.0003595806211215859	26	0.00011010949584715683
NME1-NME2 (ENSG00000011052.21)	13383	154	0.013843853913181057	3103	0.013141144831297216
TSPAN9 (ENSG00000011105.12)	205961	24	0.0021574837267295155	86	0.0003642083324175188
BTBD7 (ENSG00000011114.14)	95543	62	0.005573499627384582	1471	0.006229656476583374
APBA3 (ENSG00000011132.11)	10673	16	0.0014383224844863435	311	0.001317078969556376
MKS1 (ENSG00000011143.16)	14169	3	0.00026968546584118944	7	2.9644864266542223e-05
ABHD5 (ENSG00000011198.7)	44259	10	0.0008989515528039649	153	0.000647952033254423
ANOS1 (ENSG00000011201.11)	203313	1	8.989515528039647e-05	1	4.2349806095060314e-06
AKAP8L (ENSG00000011243.17)	38463	32	0.002876644968972687	548	0.0023207693740093056
MBTD1 (ENSG00000011258.15)	77356	138	0.012405531428694714	2685	0.011370922936523696
UTP18 (ENSG00000011260.13)	37409	28	0.002517064347851101	700	0.0029644864266542225
RNF216 (ENSG00000011275.18)	161285	39	0.0035059110559354624	589	0.002494403578999053
TTC19 (ENSG00000011295.15)	44834	57	0.0051240238509826	1401	0.0059332078339179506
PTBP1 (ENSG00000011304.19)	15253	220	0.019776934161687226	4285	0.01814689191173335
DPF1 (ENSG00000011332.19)	18709	5	0.0004494757764019823	74	0.0003133885651034464
SYT7 (ENSG00000011347.9)	63159	3	0.00026968546584118944	32	0.00013551937950419303
LARS2 (ENSG00000011376.9)	160916	50	0.0044947577640198225	1177	0.0049845721773886
PIK3C2A (ENSG00000011405.13)	129794	61	0.005483604472104184	1743	0.007381571202369014
PLAUR (ENSG00000011422.11)	24176	2	0.00017979031056079294	15	6.352470914259048e-05
ANLN (ENSG00000011426.10)	63986	68	0.0061128705590669605	1388	0.005878153085994373
WIZ (ENSG00000011451.17)	29972	36	0.003236225590094273	592	0.0025071085208275717
RABGAP1 (ENSG00000011454.16)	164003	136	0.012225741118133921	2792	0.011824065861740842
DCN (ENSG00000011465.16)	42640	1	8.989515528039647e-05	1	4.2349806095060314e-06
QPCTL (ENSG00000011478.11)	11507	27	0.002427169192570705	408	0.0017278720886784616
PPP5C (ENSG00000011485.14)	45988	46	0.004135177142898239	899	0.0038072475679459226
CEP68 (ENSG00000011523.13)	30639	40	0.0035958062112158586	864	0.0036590232466132116
MAP4K3 (ENSG00000011566.14)	187435	43	0.0038654916770570476	726	0.00307459592250138
ZBTB32 (ENSG00000011590.13)	12512	4	0.0003595806211215859	105	0.0004446729639981334
TMEM159 (ENSG00000011638.10)	22240	18	0.0016181127950471365	450	0.0019057412742777145
GABRA3 (ENSG00000011677.12)	284749	2	0.00017979031056079294	2	8.469961219012065e-06
BRCA1 (ENSG00000012048.20)	118339	137	0.012315636273414315	2771	0.011735131268941216
ERCC1 (ENSG00000012061.15)	71496	312	0.0280472884474837	6351	0.026896361850972814
CD22 (ENSG00000012124.16)	27586	246	0.02211420819897753	5798	0.024554417573915976
MBTPS2 (ENSG00000012174.11)	43048	21	0.0018877982608883261	648	0.002744267434959909
PRICKLE3 (ENSG00000012211.12)	11265	10	0.0008989515528039649	144	0.0006098372077688686
EXTL3 (ENSG00000012232.8)	155131	61	0.005483604472104184	1273	0.0053911303159011785
NR1H4 (ENSG00000012504.13)	90706	2	0.00017979031056079294	2	8.469961219012065e-06
ELOVL5 (ENSG00000012660.13)	81378	155	0.013933749068461454	3258	0.013797566825770652
ALOX5 (ENSG00000012779.10)	71944	55	0.004944233540421806	1288	0.00545465502504377
KDM5D (ENSG00000012817.15)	41075	25	0.002247378882009912	538	0.002278419567914245
CALCOCO1 (ENSG00000012822.15)	19229	9	0.0008090563975235683	132	0.0005590174404547963
UBR7 (ENSG00000012963.14)	11235	63	0.005663394782664978	1211	0.0051285615181118046
MAP4K5 (ENSG00000012983.11)	142524	111	0.009978362236124009	2758	0.011680076521017636
EHD3 (ENSG00000013016.15)	35111	4	0.0003595806211215859	24	0.00010163953462814478
PSMC4 (ENSG00000013275.7)	10437	18	0.0016181127950471365	337	0.0014271884654035328
MAN2B2 (ENSG00000013288.8)	48188	13	0.001168637018645154	176	0.0007453565872730616
SLC7A14 (ENSG00000013293.5)	126491	2	0.00017979031056079294	23	9.740455401863875e-05
CLDN11 (ENSG00000013297.10)	437349	8	0.0007191612422431718	53	0.00022445397230381968
SLC25A39 (ENSG00000013306.15)	5246	61	0.005483604472104184	1189	0.005035391944702672
MVP (ENSG00000013364.18)	27570	22	0.0019776934161687227	401	0.001698227224411919
NUB1 (ENSG00000013374.15)	36751	143	0.012855007205096695	2869	0.012150159368672806
PGM3 (ENSG00000013375.15)	32787	28	0.002517064347851101	652	0.0027612073573979328
RWDD2A (ENSG00000013392.7)	5554	2	0.00017979031056079294	24	0.00010163953462814478
CLK1 (ENSG00000013441.15)	11640	42	0.0037755965217766523	1055	0.004467904543028864
POLR3B (ENSG00000013503.9)	152541	24	0.0021574837267295155	461	0.001952326060982281
ANGEL1 (ENSG00000013523.9)	40069	77	0.006921926956590528	1229	0.005204791169082914
RNF14 (ENSG00000013561.17)	31964	28	0.002517064347851101	580	0.002456288753513499
DNASE1L1 (ENSG00000013563.13)	10875	15	0.0013484273292059474	337	0.0014271884654035328
DDX11 (ENSG00000013573.16)	30947	20	0.0017979031056079293	312	0.0013213139501658821
MAMLD1 (ENSG00000013619.13)	152757	3	0.00026968546584118944	26	0.00011010949584715683
CD6 (ENSG00000013725.14)	48698	2	0.00017979031056079294	47	0.00019904408864678352
TACC3 (ENSG00000013810.18)	23687	144	0.012944902360377092	2913	0.012336498515491071
UFL1 (ENSG00000014123.9)	33682	47	0.004225072298178634	1201	0.0050862117120167435
POLA2 (ENSG00000014138.8)	43828	65	0.005843185093225771	1001	0.004239215590115538
