Gene name (Gene ID)	Length	cDNA #	cDNA %	reads #	reads %
ST7 (ENSG00000004866.20)	274611	24	0.0026071228769600947	1341	0.0031257767823361033
CDC27 (ENSG00000004897.11)	70516	108	0.011732052946320426	5702	0.013290961381715477
SLC4A1 (ENSG00000004939.13)	19757	4	0.00043452047949334914	267	0.0006223582407783293
HCCS (ENSG00000004961.14)	11778	23	0.0024984927570867576	1252	0.002918324035409993
DVL2 (ENSG00000004975.11)	9205	36	0.003910684315440142	1511	0.0035220348382623795
UPF1 (ENSG00000005007.12)	36299	80	0.008690409589866983	3895	0.009078971340193228
SKAP2 (ENSG00000005020.12)	327578	104	0.011297532466827076	4890	0.01139824643223232
SLC25A5 (ENSG00000005022.5)	2920	140	0.015208216782267218	7854	0.018307122183794
MCUB (ENSG00000005059.15)	128240	40	0.004345204794933492	2202	0.005132707289115658
HOXA11 (ENSG00000005073.5)	3714	5	0.0005431505993666863	5	1.1654648703714027e-05
POLR2J (ENSG00000005075.15)	5790	14	0.001520821678226722	1011	0.0023565699678909768
DHX33 (ENSG00000005100.12)	28096	122	0.013252874624547148	6705	0.015628883911680512
THSD7A (ENSG00000005108.15)	460864	8	0.0008690409589866983	288	0.0006713077653339282
LIG3 (ENSG00000005156.11)	29250	39	0.0042365746750601535	2373	0.005531296274782678
RPAP3 (ENSG00000005175.9)	44296	64	0.006952327671893585	3150	0.007342428683339838
ACSM3 (ENSG00000005187.11)	185903	4	0.00043452047949334914	300	0.0006992789222228418
REXO5 (ENSG00000005189.19)	43145	5	0.0005431505993666863	443	0.001032601875149063
CIAPIN1 (ENSG00000005194.14)	19360	19	0.0020639722775934086	1565	0.0036479050442624907
SPPL2B (ENSG00000005206.16)	16060	7	0.0007604108391133608	222	0.0005174664024449029
FAM214B (ENSG00000005238.19)	12230	9	0.0009776710788600355	413	0.0009626739829267788
COPZ2 (ENSG00000005243.9)	11777	1	0.00010863011987333729	20	4.661859481485612e-05
PRKAR2B (ENSG00000005249.12)	117163	7	0.0007604108391133608	463	0.0010792204699639194
MSL3 (ENSG00000005302.17)	17595	17	0.0018467120378467337	1286	0.0029975756465952484
CREBBP (ENSG00000005339.14)	155673	160	0.017380819179733966	8026	0.01870804209920176
MPO (ENSG00000005381.7)	11080	1	0.00010863011987333729	1	2.330929740742806e-06
PON1 (ENSG00000005421.8)	27032	1	0.00010863011987333729	1	2.330929740742806e-06
GCFC2 (ENSG00000005436.13)	58990	23	0.0024984927570867576	1122	0.002615303169113428
WDR54 (ENSG00000005448.16)	4078	9	0.0009776710788600355	227	0.0005291210511486169
CROT (ENSG00000005469.11)	54115	14	0.001520821678226722	1135	0.0026456052557430844
ABCB4 (ENSG00000005471.15)	78739	2	0.00021726023974667452	2	4.661859481485612e-06
KMT2E (ENSG00000005483.20)	100183	104	0.011297532466827076	5949	0.013866701027678952
RHBDD2 (ENSG00000005486.16)	46325	2	0.00021726023974667452	49	0.00011421555729639748
SOX8 (ENSG00000005513.9)	5172	1	0.00010863011987333729	74	0.00017248880081496766
IBTK (ENSG00000005700.14)	77669	98	0.010645751747587051	5465	0.012738531033159434
ZNF195 (ENSG00000005801.16)	39962	23	0.0024984927570867576	1238	0.0028856910190395942
MYCBP2 (ENSG00000005810.17)	281968	428	0.046493691305788364	23401	0.0545460868631224
FBXL3 (ENSG00000005812.10)	34598	45	0.004888355394300178	2497	0.005820331562634786
ITGAL (ENSG00000005844.17)	50445	45	0.004888355394300178	2392	0.0055755839398567925
PDK2 (ENSG00000005882.11)	17416	5	0.0005431505993666863	371	0.000864774933815581
ITGA3 (ENSG00000005884.17)	34514	12	0.0013035614384800474	532	0.0012400546220751724
ZFX (ENSG00000005889.15)	67083	100	0.01086301198733373	5043	0.01175487868256597
LAMP2 (ENSG00000005893.15)	41539	56	0.0060832867129068866	2608	0.0060790647638572365
ASB4 (ENSG00000005981.12)	61789	7	0.0007604108391133608	7	1.631650818519964e-05
GDE1 (ENSG00000006007.11)	20457	24	0.0026071228769600947	1583	0.003689861779595861
C19orf60 (ENSG00000006015.17)	3652	8	0.0008690409589866983	332	0.0007738686739266115
CRLF1 (ENSG00000006016.10)	35522	2	0.00021726023974667452	70	0.0001631650818519964
OSBPL7 (ENSG00000006025.11)	14463	2	0.00021726023974667452	144	0.0003356538826669641
TMEM98 (ENSG00000006042.11)	17197	2	0.00021726023974667452	28	6.526603274079857e-05
MAP3K14 (ENSG00000006062.14)	53920	44	0.00477972527442684	2339	0.0054520446635974214
ABCC8 (ENSG00000006071.12)	83451	1	0.00010863011987333729	1	2.330929740742806e-06
CACNG3 (ENSG00000006116.3)	107249	3	0.00032589035962001184	27	6.293510300005576e-05
TMEM132A (ENSG00000006118.14)	12697	6	0.0006517807192400237	367	0.0008554512148526098
AP2B1 (ENSG00000006125.17)	138685	102	0.011080272227080402	5941	0.01384805358975301
ZNF263 (ENSG00000006194.9)	32551	30	0.003258903596200118	1764	0.00411176006267031
CX3CL1 (ENSG00000006210.6)	12591	1	0.00010863011987333729	1	2.330929740742806e-06
SPATA20 (ENSG00000006282.20)	12102	13	0.0014121915583533845	504	0.001174788589334374
CACNA1G (ENSG00000006283.17)	66407	3	0.00032589035962001184	25	5.827324351857015e-05
TNFRSF12A (ENSG00000006327.13)	3939	18	0.001955342157720071	1112	0.002591993871706
MAP3K9 (ENSG00000006432.15)	87009	47	0.005105615634046852	1318	0.003072165398299018
RALA (ENSG00000006451.7)	84642	71	0.007712738511006947	3425	0.00798343436204411
BAIAP2L1 (ENSG00000006453.13)	108634	16	0.0017380819179733966	659	0.001536082699149509
KDM7A (ENSG00000006459.10)	92194	18	0.001955342157720071	739	0.0017225570784089336
ETV1 (ENSG00000006468.13)	100198	5	0.0005431505993666863	218	0.0005081426834819316
AGK (ENSG00000006530.15)	104056	32	0.003476163835946793	995	0.002319275092039092
TTC22 (ENSG00000006555.10)	21556	1	0.00010863011987333729	55	0.00012820113574085434
PHTF2 (ENSG00000006576.16)	158599	81	0.00879903970974032	4363	0.010169846458860862
FARP2 (ENSG00000006607.13)	137843	129	0.01401328546366051	6149	0.014332886975827512
USH1C (ENSG00000006611.15)	50522	2	0.00021726023974667452	2	4.661859481485612e-06
GGCT (ENSG00000006625.17)	1270	47	0.005105615634046852	2359	0.0054986632584122785
DBF4 (ENSG00000006634.7)	33326	52	0.005648766233413538	2067	0.00481803177411538
TBXA2R (ENSG00000006638.11)	12335	2	0.00021726023974667452	2	4.661859481485612e-06
IFRD1 (ENSG00000006652.13)	58050	36	0.003910684315440142	2113	0.004925254542189549
COX10 (ENSG00000006695.10)	139002	49	0.0053228758737935275	3119	0.007270169861376811
GTF2IRD1 (ENSG00000006704.10)	148815	3	0.00032589035962001184	61	0.00014218671418531116
PAF1 (ENSG00000006712.14)	5344	27	0.0029330132365801066	1760	0.004102436343707339
VPS41 (ENSG00000006715.15)	209432	65	0.007060957791766923	3382	0.007883204383192169
ARHGAP44 (ENSG00000006740.16)	202105	22	0.00238986263721342	932	0.002172426518372295
ELAC2 (ENSG00000006744.18)	25797	57	0.006191916832780225	2688	0.0062655391431166605
SCIN (ENSG00000006747.14)	89603	6	0.0006517807192400237	205	0.00047784059685227517
ARSD (ENSG00000006756.15)	25382	2	0.00021726023974667452	2	4.661859481485612e-06
PNPLA4 (ENSG00000006757.11)	29493	39	0.0042365746750601535	1626	0.003790091758447802
MYH13 (ENSG00000006788.13)	72266	1	0.00010863011987333729	1	2.330929740742806e-06
ADIPOR2 (ENSG00000006831.9)	100105	135	0.01466506618290053	7751	0.01806703642049749
CDKL3 (ENSG00000006837.11)	3057	1	0.00010863011987333729	28	6.526603274079857e-05
UPP2 (ENSG00000007001.12)	256924	9	0.0009776710788600355	12	2.7971156888913672e-05
PRSS21 (ENSG00000007038.10)	9125	3	0.00032589035962001184	82	0.00019113623874091008
MARK4 (ENSG00000007047.14)	212666	49	0.0053228758737935275	1845	0.0043005653716704775
PROM1 (ENSG00000007062.11)	121172	2	0.00021726023974667452	3	6.992789222228418e-06
CCDC124 (ENSG00000007080.10)	10976	30	0.003258903596200118	1467	0.003419473929669696
CEACAM21 (ENSG00000007129.17)	35925	5	0.0005431505993666863	393	0.0009160553881119226
PAFAH1B1 (ENSG00000007168.12)	89178	178	0.019336161337454038	9577	0.02232331412709385
NOS2 (ENSG00000007171.16)	42205	8	0.0008690409589866983	179	0.0004172364235929622
DNAH9 (ENSG00000007174.17)	371318	6	0.0006517807192400237	6	1.3985578444456836e-05
KIAA0100 (ENSG00000007202.14)	31015	343	0.037260131116554684	18737	0.04367463055229796
SLC13A2 (ENSG00000007216.14)	24489	3	0.00032589035962001184	335	0.0007808614631488398
GAS7 (ENSG00000007237.18)	287943	16	0.0017380819179733966	268	0.000624689170519072
TRAPPC6A (ENSG00000007255.10)	15310	4	0.00043452047949334914	190	0.000442876650741133
MATK (ENSG00000007264.14)	24160	4	0.00043452047949334914	322	0.0007505593765191834
CEACAM7 (ENSG00000007306.14)	33670	2	0.00021726023974667452	41	9.556811937045504e-05
CD79B (ENSG00000007312.12)	3615	19	0.0020639722775934086	885	0.0020628728205573828
SCN4A (ENSG00000007314.12)	34365	3	0.00032589035962001184	361	0.0008414656364081531
ST7L (ENSG00000007341.18)	97308	8	0.0008690409589866983	315	0.0007342428683339838
TKTL1 (ENSG00000007350.16)	34680	5	0.0005431505993666863	13	3.0302086629656477e-05
RPUSD1 (ENSG00000007376.7)	3424	31	0.003367533716073456	1406	0.0032772872154843845
RHBDF1 (ENSG00000007384.15)	18297	4	0.00043452047949334914	39	9.090625988896942e-05
LUC7L (ENSG00000007392.16)	40495	18	0.001955342157720071	812	0.0018927149494831585
CACNA2D2 (ENSG00000007402.11)	141446	9	0.0009776710788600355	103	0.000240085763296509
TSR3 (ENSG00000007520.3)	2672	74	0.008038628870626958	4035	0.00940530150389722
PIGQ (ENSG00000007541.16)	14910	18	0.001955342157720071	698	0.0016269889590384784
CRAMP1 (ENSG00000007545.15)	65522	52	0.005648766233413538	3170	0.007389047278154696
TEAD3 (ENSG00000007866.19)	23480	3	0.00032589035962001184	5	1.1654648703714027e-05
DNAJC11 (ENSG00000007923.15)	67757	43	0.004671095154553503	1998	0.004657197622004125
FMO3 (ENSG00000007933.12)	26883	1	0.00010863011987333729	92	0.0002144455361483381
MYLIP (ENSG00000007944.14)	19055	11	0.00119493131860671	608	0.001417205282371626
E2F2 (ENSG00000007968.6)	24791	78	0.008473149350120307	3979	0.009274769438415624
PSMB1 (ENSG00000008018.8)	18225	141	0.015316846902140557	7523	0.017535584439608128
JARID2 (ENSG00000008083.13)	275638	48	0.0052142457539201895	2733	0.006370430981450089
CDKL5 (ENSG00000008086.11)	227005	15	0.001629451798100059	443	0.001032601875149063
CAMK1G (ENSG00000008118.9)	30222	2	0.00021726023974667452	2	4.661859481485612e-06
CDK11A (ENSG00000008128.22)	4646	3	0.00032589035962001184	207	0.0004825024563337608
NADK (ENSG00000008130.15)	29226	81	0.00879903970974032	4238	0.009878480241268013
TFAP2B (ENSG00000008196.12)	28891	4	0.00043452047949334914	295	0.0006876242735191278
DLEC1 (ENSG00000008226.19)	84184	1	0.00010863011987333729	1	2.330929740742806e-06
CYTH3 (ENSG00000008256.15)	110766	11	0.00119493131860671	265	0.0006176963812968434
ADAM22 (ENSG00000008277.14)	268747	8	0.0008690409589866983	317	0.0007389047278154693
SYPL1 (ENSG00000008282.8)	22074	50	0.005431505993666865	2870	0.006689768355931853
CYB561 (ENSG00000008283.15)	14075	3	0.00032589035962001184	102	0.00023775483355576617
SPAG9 (ENSG00000008294.20)	158692	59	0.0064091770725269	3521	0.008207203617155419
CELSR3 (ENSG00000008300.16)	26425	12	0.0013035614384800474	453	0.0010559111725564909
AASS (ENSG00000008311.14)	68634	3	0.00032589035962001184	115	0.00026805692018542273
SS18L2 (ENSG00000008324.11)	13275	35	0.0038020541955668045	1402	0.003267963496521414
MPND (ENSG00000008382.15)	16560	16	0.0017380819179733966	575	0.0013402846009271134
MGST1 (ENSG00000008394.12)	260588	16	0.0017380819179733966	351	0.0008181563390007247
CRY1 (ENSG00000008405.11)	102466	9	0.0009776710788600355	326	0.0007598830954821548
NFIX (ENSG00000008441.16)	102590	22	0.00238986263721342	1312	0.003058179819854561
ST3GAL1 (ENSG00000008513.14)	117093	60	0.006517807192400236	2913	0.006789998334783793
MMP25 (ENSG00000008516.16)	14046	2	0.00021726023974667452	94	0.00021910739562982373
IL32 (ENSG00000008517.16)	16896	11	0.00119493131860671	454	0.001058242102297234
PKD1 (ENSG00000008710.19)	46427	15	0.001629451798100059	670	0.0015617229262976796
MAPK8IP2 (ENSG00000008735.13)	13297	2	0.00021726023974667452	28	6.526603274079857e-05
MED24 (ENSG00000008838.19)	42015	45	0.004888355394300178	2152	0.005016160802078518
RHOBTB2 (ENSG00000008853.16)	32783	41	0.004453834914806829	2331	0.005433397225671479
HEATR5B (ENSG00000008869.11)	115960	50	0.005431505993666865	3290	0.0076687588470438295
SEC62 (ENSG00000008952.16)	31739	128	0.01390465534378717	7337	0.017102031507829966
RPS20 (ENSG00000008988.9)	7287	296	0.03215451548250784	15082	0.035155082349882995
CSDE1 (ENSG00000009307.15)	41764	504	0.054749580416161986	30601	0.07132878099647061
UBE3C (ENSG00000009335.17)	129995	204	0.022160544454160803	10962	0.02555165181802264
REV3L (ENSG00000009413.15)	184306	95	0.010319861387967042	4988	0.011626677546825115
TENM1 (ENSG00000009694.13)	587580	16	0.0017380819179733966	371	0.000864774933815581
PAX7 (ENSG00000009709.11)	117861	3	0.00032589035962001184	3	6.992789222228418e-06
MASP2 (ENSG00000009724.16)	20711	2	0.00021726023974667452	2	4.661859481485612e-06
IYD (ENSG00000009765.14)	37078	1	0.00010863011987333729	1	2.330929740742806e-06
FAM76A (ENSG00000009780.15)	36119	23	0.0024984927570867576	1598	0.003724825725707004
TRAF3IP3 (ENSG00000009790.14)	26289	21	0.002281232517340083	825	0.001923017036112815
POMT2 (ENSG00000009830.11)	45929	12	0.0013035614384800474	352	0.0008204872687414676
VTA1 (ENSG00000009844.15)	77528	55	0.00597465659303355	2897	0.0067527034589319095
MLXIPL (ENSG00000009950.15)	29109	3	0.00032589035962001184	3	6.992789222228418e-06
BAZ1B (ENSG00000009954.10)	81881	307	0.03334944680111455	17444	0.0406607383975175
RANBP9 (ENSG00000010017.12)	90067	68	0.007386848151386935	3957	0.009223488984119285
ETV7 (ENSG00000010030.13)	33710	17	0.0018467120378467337	862	0.0020092614365202987
SPRTN (ENSG00000010072.15)	17920	10	0.0010863011987333727	643	0.0014987878232976242
METTL13 (ENSG00000010165.19)	31937	58	0.006300546952653562	2899	0.006757365318413393
DYRK4 (ENSG00000010219.13)	45546	5	0.0005431505993666863	83	0.00019346716848165287
ZNF207 (ENSG00000010244.18)	22277	178	0.019336161337454038	8386	0.01954717680586917
UQCRC1 (ENSG00000010256.10)	11975	65	0.007060957791766923	3371	0.007857564156043998
STARD3NL (ENSG00000010270.13)	52450	42	0.004562465034680166	2031	0.0047341183034486384
CD9 (ENSG00000010278.12)	38557	27	0.0029330132365801066	1127	0.002626957817817142
NCAPD2 (ENSG00000010292.12)	38270	198	0.02150876373492078	12765	0.02975431814058192
IFFO1 (ENSG00000010295.19)	17709	16	0.0017380819179733966	719	0.0016759384835940776
PHF7 (ENSG00000010318.20)	12985	31	0.003367533716073456	2382	0.005552274642449363
NISCH (ENSG00000010322.15)	37954	20	0.0021726023974667453	794	0.0018507582141497878
STAB1 (ENSG00000010327.10)	29158	4	0.00043452047949334914	259	0.0006037108028523867
FUZ (ENSG00000010361.13)	10508	8	0.0008690409589866983	643	0.0014987878232976242
SLC6A13 (ENSG00000010379.15)	41750	2	0.00021726023974667452	2	4.661859481485612e-06
IDS (ENSG00000010404.17)	8069	102	0.011080272227080402	5946	0.013859708238456723
PRSS3 (ENSG00000010438.16)	48433	1	0.00010863011987333729	2	4.661859481485612e-06
ZNF200 (ENSG00000010539.11)	13897	11	0.00119493131860671	618	0.001440514579779054
LRRC23 (ENSG00000010626.14)	38029	5	0.0005431505993666863	150	0.0003496394611114209
BTK (ENSG00000010671.15)	41350	100	0.01086301198733373	5243	0.012221064630714531
SCMH1 (ENSG00000010803.16)	214955	41	0.004453834914806829	2390	0.005570922080375306
FYN (ENSG00000010810.17)	213121	61	0.006626437312273574	2745	0.006398402138339003
HIVEP2 (ENSG00000010818.9)	205232	63	0.006843697552020249	3652	0.008512555413192726
ELOA (ENSG00000011007.12)	18905	69	0.007495478271260274	3384	0.007887866242673656
LYPLA2 (ENSG00000011009.10)	4570	31	0.003367533716073456	1658	0.003864681510151572
CLCN6 (ENSG00000011021.21)	37049	19	0.0020639722775934086	1293	0.0030138921547804482
MRC2 (ENSG00000011028.13)	66091	9	0.0009776710788600355	506	0.0011794504488158598
NME1-NME2 (ENSG00000011052.21)	13383	241	0.026179858889474286	13587	0.0316703423874725
SLC6A7 (ENSG00000011083.8)	32832	2	0.00021726023974667452	2	4.661859481485612e-06
TSPAN9 (ENSG00000011105.12)	205961	35	0.0038020541955668045	496	0.0011561411514084314
BTBD7 (ENSG00000011114.14)	95543	57	0.006191916832780225	3640	0.008484584256303813
APBA3 (ENSG00000011132.11)	10673	20	0.0021726023974667453	1291	0.0030092302952989627
MKS1 (ENSG00000011143.16)	14169	7	0.0007604108391133608	549	0.0012796804276678005
ABHD5 (ENSG00000011198.7)	44259	16	0.0017380819179733966	443	0.001032601875149063
ANOS1 (ENSG00000011201.11)	203313	7	0.0007604108391133608	7	1.631650818519964e-05
AKAP8L (ENSG00000011243.17)	38463	33	0.003584793955820131	1799	0.0041933426035963076
MBTD1 (ENSG00000011258.15)	77356	49	0.0053228758737935275	2843	0.0066268332529317965
UTP18 (ENSG00000011260.13)	37409	44	0.00477972527442684	1838	0.004284248863485277
RNF216 (ENSG00000011275.18)	161285	53	0.005757396353286876	2648	0.00617230195348695
TTC19 (ENSG00000011295.15)	44834	31	0.003367533716073456	1511	0.0035220348382623795
PTBP1 (ENSG00000011304.19)	15253	277	0.030090543204914427	16975	0.039567532349109126
DPF1 (ENSG00000011332.19)	18709	2	0.00021726023974667452	112	0.00026106413096319426
SYT7 (ENSG00000011347.9)	63159	4	0.00043452047949334914	348	0.0008111635497784964
LARS2 (ENSG00000011376.9)	160916	61	0.006626437312273574	3617	0.00843097287226673
PIK3C2A (ENSG00000011405.13)	129794	78	0.008473149350120307	4855	0.011316663891306322
PLAUR (ENSG00000011422.11)	24176	2	0.00021726023974667452	75	0.00017481973055571046
ANLN (ENSG00000011426.10)	63986	67	0.0072782180315135985	3469	0.008085995270636795
WIZ (ENSG00000011451.17)	29972	29	0.003150273476326781	1777	0.004142062149299966
RABGAP1 (ENSG00000011454.16)	164003	54	0.005866026473160213	3314	0.007724701160821658
DCN (ENSG00000011465.16)	42640	11	0.00119493131860671	788	0.0018367726357053308
QPCTL (ENSG00000011478.11)	11507	5	0.0005431505993666863	163	0.0003799415477410773
PPP5C (ENSG00000011485.14)	45988	65	0.007060957791766923	2713	0.006323812386635232
CEP68 (ENSG00000011523.13)	30639	15	0.001629451798100059	783	0.0018251179870016167
MAP4K3 (ENSG00000011566.14)	187435	11	0.00119493131860671	563	0.0013123134440381995
ZBTB32 (ENSG00000011590.13)	12512	32	0.003476163835946793	1500	0.003496394611114209
TMEM159 (ENSG00000011638.10)	22240	24	0.0026071228769600947	1094	0.0025500371363726296
GABRA3 (ENSG00000011677.12)	284749	6	0.0006517807192400237	6	1.3985578444456836e-05
BRCA1 (ENSG00000012048.20)	118339	111	0.012057943305940438	5406	0.01260100617845561
ERCC1 (ENSG00000012061.15)	71496	83	0.009016299949486994	4740	0.0110486069711209
CD22 (ENSG00000012124.16)	27586	148	0.016077257741253917	7812	0.0182092231346828
SEMA3B (ENSG00000012171.19)	9989	1	0.00010863011987333729	1	2.330929740742806e-06
MBTPS2 (ENSG00000012174.11)	43048	21	0.002281232517340083	910	0.0021211460640759533
PRICKLE3 (ENSG00000012211.12)	11265	5	0.0005431505993666863	131	0.0003053517960373076
LTF (ENSG00000012223.12)	49590	4	0.00043452047949334914	5	1.1654648703714027e-05
EXTL3 (ENSG00000012232.8)	155131	39	0.0042365746750601535	1778	0.004144393079040709
NR1H4 (ENSG00000012504.13)	90706	1	0.00010863011987333729	1	2.330929740742806e-06
ELOVL5 (ENSG00000012660.13)	81378	169	0.018358490258594	9709	0.022630996852871902
ALOX5 (ENSG00000012779.10)	71944	11	0.00119493131860671	504	0.001174788589334374
KDM5D (ENSG00000012817.15)	41075	2	0.00021726023974667452	60	0.00013985578444456837
CALCOCO1 (ENSG00000012822.15)	19229	6	0.0006517807192400237	131	0.0003053517960373076
UBR7 (ENSG00000012963.14)	11235	48	0.0052142457539201895	2749	0.006407725857301973
MAP4K5 (ENSG00000012983.11)	142524	29	0.003150273476326781	1222	0.002848396143187709
EHD3 (ENSG00000013016.15)	35111	14	0.001520821678226722	853	0.0019882830688536133
PSMC4 (ENSG00000013275.7)	10437	49	0.0053228758737935275	3377	0.007871549734488455
MAN2B2 (ENSG00000013288.8)	48188	16	0.0017380819179733966	530	0.0012353927625936869
SLC7A14 (ENSG00000013293.5)	126491	1	0.00010863011987333729	1	2.330929740742806e-06
CLDN11 (ENSG00000013297.10)	437349	19	0.0020639722775934086	650	0.0015151043314828234
SLC25A39 (ENSG00000013306.15)	5246	163	0.017706709539353976	9182	0.021402596879500444
MVP (ENSG00000013364.18)	27570	20	0.0021726023974667453	607	0.001414874352630883
NUB1 (ENSG00000013374.15)	36751	24	0.0026071228769600947	1379	0.003214352112484329
PGM3 (ENSG00000013375.15)	32787	21	0.002281232517340083	1203	0.0028041084781135948
RWDD2A (ENSG00000013392.7)	5554	6	0.0006517807192400237	459	0.0010698967510009477
CLK1 (ENSG00000013441.15)	11640	18	0.001955342157720071	672	0.0015663847857791654
POLR3B (ENSG00000013503.9)	152541	32	0.003476163835946793	2290	0.005337829106301025
ANGEL1 (ENSG00000013523.9)	40069	46	0.004996985514173515	2474	0.0057667201785977
RNF14 (ENSG00000013561.17)	31964	9	0.0009776710788600355	759	0.0017691756732237894
DNASE1L1 (ENSG00000013563.13)	10875	9	0.0009776710788600355	383	0.0008927460907044945
DDX11 (ENSG00000013573.16)	30947	7	0.0007604108391133608	314	0.000731911938593241
HEBP1 (ENSG00000013583.8)	25410	4	0.00043452047949334914	198	0.0004615240886670756
GPRC5A (ENSG00000013588.7)	27156	4	0.00043452047949334914	92	0.0002144455361483381
